24 Q0 CACM-1410 1  8.531054587953793 SMQ 
24 Q0 CACM-0020 2  8.436166708602052 SMQ 
24 Q0 CACM-1194 3  7.9659124503866146 SMQ 
24 Q0 CACM-0268 4  7.199170171701794 SMQ 
24 Q0 CACM-1696 5  7.055391624318506 SMQ 
24 Q0 CACM-0942 6  7.0123411602614345 SMQ 
24 Q0 CACM-3120 7  6.523259567576395 SMQ 
24 Q0 CACM-1540 8  5.839141464499748 SMQ 
24 Q0 CACM-2882 9  5.785876053780269 SMQ 
24 Q0 CACM-1435 10  5.411139768872547 SMQ 
24 Q0 CACM-2742 11  5.3877156121527054 SMQ 
24 Q0 CACM-3043 12  5.337476067532992 SMQ 
24 Q0 CACM-0412 13  5.2014215015804135 SMQ 
24 Q0 CACM-0293 14  5.179686599701428 SMQ 
24 Q0 CACM-1892 15  5.107352043519865 SMQ 
24 Q0 CACM-2767 16  5.101556514906688 SMQ 
24 Q0 CACM-0927 17  5.100112929555067 SMQ 
24 Q0 CACM-1235 18  5.090066472143351 SMQ 
24 Q0 CACM-2535 19  5.02379967029847 SMQ 
24 Q0 CACM-2844 20  4.925393895327897 SMQ 
24 Q0 CACM-2342 21  4.824165875266449 SMQ 
24 Q0 CACM-2931 22  4.765165233174487 SMQ 
24 Q0 CACM-2376 23  4.731462481130979 SMQ 
24 Q0 CACM-2740 24  4.653403766383753 SMQ 
24 Q0 CACM-2672 25  4.6238395225141975 SMQ 
24 Q0 CACM-3141 26  4.576464514972161 SMQ 
24 Q0 CACM-1749 27  4.5312752605116895 SMQ 
24 Q0 CACM-2255 28  4.513767931657567 SMQ 
24 Q0 CACM-2504 29  4.513767931657567 SMQ 
24 Q0 CACM-1438 30  4.451797819548574 SMQ 
24 Q0 CACM-2371 31  4.450772719200897 SMQ 
24 Q0 CACM-2320 32  4.3915946606560174 SMQ 
24 Q0 CACM-1563 33  4.2883795487534355 SMQ 
24 Q0 CACM-1846 34  4.277909437263031 SMQ 
24 Q0 CACM-1441 35  4.271805066959216 SMQ 
24 Q0 CACM-0618 36  4.242785249260898 SMQ 
24 Q0 CACM-1748 37  4.216851001404923 SMQ 
24 Q0 CACM-3073 38  4.194713203130025 SMQ 
24 Q0 CACM-3128 39  4.1853780209207025 SMQ 
24 Q0 CACM-1753 40  4.1578997944208504 SMQ 
24 Q0 CACM-2228 41  4.1578997944208504 SMQ 
24 Q0 CACM-2378 42  4.125340060180973 SMQ 
24 Q0 CACM-2080 43  4.105176115770051 SMQ 
24 Q0 CACM-3020 44  4.099123616853341 SMQ 
24 Q0 CACM-1673 45  4.092270935256436 SMQ 
24 Q0 CACM-2409 46  4.092270935256436 SMQ 
24 Q0 CACM-2150 47  4.079853625852377 SMQ 
24 Q0 CACM-1110 48  4.0391311317443135 SMQ 
24 Q0 CACM-2705 49  4.0391311317443135 SMQ 
24 Q0 CACM-1008 50  4.026290770287587 SMQ 
24 Q0 CACM-2912 51  4.023227142287426 SMQ 
24 Q0 CACM-1631 52  4.013619031880534 SMQ 
24 Q0 CACM-1707 53  4.013619031880534 SMQ 
24 Q0 CACM-1233 54  4.001111618875056 SMQ 
24 Q0 CACM-1198 55  3.999940006385963 SMQ 
24 Q0 CACM-3184 56  3.999940006385963 SMQ 
24 Q0 CACM-3039 57  3.9772021535230278 SMQ 
24 Q0 CACM-1383 58  3.9765733813422095 SMQ 
24 Q0 CACM-2185 59  3.9765733813422095 SMQ 
24 Q0 CACM-2210 60  3.946754433620734 SMQ 
24 Q0 CACM-3078 61  3.926146557386738 SMQ 
24 Q0 CACM-0111 62  3.906502326192879 SMQ 
24 Q0 CACM-2920 63  3.9050689454011382 SMQ 
24 Q0 CACM-1382 64  3.895304761345231 SMQ 
24 Q0 CACM-2203 65  3.8624751418781034 SMQ 
24 Q0 CACM-2836 66  3.8624751418781034 SMQ 
