9 Q0 CACM-2849 1  21.196688660080795 SMQ 
9 Q0 CACM-2949 2  19.39871500255815 SMQ 
9 Q0 CACM-2578 3  18.09477147802057 SMQ 
9 Q0 CACM-3068 4  17.83123925482772 SMQ 
9 Q0 CACM-1745 5  17.641083195505267 SMQ 
9 Q0 CACM-2372 6  17.402190493332323 SMQ 
9 Q0 CACM-3076 7  17.02596332836712 SMQ 
9 Q0 CACM-3082 8  16.726872247723076 SMQ 
9 Q0 CACM-3158 9  16.3590673954509 SMQ 
9 Q0 CACM-1928 10  16.219699493561833 SMQ 
9 Q0 CACM-2621 11  16.159552971958476 SMQ 
9 Q0 CACM-1750 12  15.985934337592639 SMQ 
9 Q0 CACM-3128 13  15.954139188390412 SMQ 
9 Q0 CACM-2371 14  15.769802807489771 SMQ 
9 Q0 CACM-2776 15  15.595004204665113 SMQ 
9 Q0 CACM-2969 16  15.552984570654385 SMQ 
9 Q0 CACM-2358 17  15.323074884020638 SMQ 
9 Q0 CACM-2951 18  15.313644867379864 SMQ 
9 Q0 CACM-3141 19  14.99550277396012 SMQ 
9 Q0 CACM-3174 20  14.801362957267415 SMQ 
9 Q0 CACM-2046 21  14.651221967346302 SMQ 
9 Q0 CACM-3137 22  14.435759242413177 SMQ 
9 Q0 CACM-1747 23  14.348073579039387 SMQ 
9 Q0 CACM-2900 24  14.01746304996882 SMQ 
9 Q0 CACM-3011 25  13.521357071745019 SMQ 
9 Q0 CACM-2424 26  13.38375734543347 SMQ 
9 Q0 CACM-2111 27  13.214160251939106 SMQ 
9 Q0 CACM-1695 28  13.1440340729442 SMQ 
9 Q0 CACM-1685 29  13.013533106871018 SMQ 
9 Q0 CACM-2454 30  12.90349353262317 SMQ 
9 Q0 CACM-2988 31  12.64997066847289 SMQ 
9 Q0 CACM-3127 32  12.597331263289739 SMQ 
9 Q0 CACM-2741 33  12.541297412473362 SMQ 
9 Q0 CACM-2632 34  12.51851731865084 SMQ 
9 Q0 CACM-0046 35  12.507599610657708 SMQ 
9 Q0 CACM-1808 36  12.464184932611012 SMQ 
9 Q0 CACM-1978 37  12.44000819633037 SMQ 
9 Q0 CACM-2317 38  12.399927681374603 SMQ 
9 Q0 CACM-3038 39  12.3575664195536 SMQ 
9 Q0 CACM-1461 40  12.339421382711514 SMQ 
9 Q0 CACM-1846 41  12.186766478352595 SMQ 
9 Q0 CACM-2840 42  11.943695393345152 SMQ 
9 Q0 CACM-2867 43  11.929660257666793 SMQ 
9 Q0 CACM-2622 44  11.87071238305867 SMQ 
9 Q0 CACM-2870 45  11.8207789858013 SMQ 
9 Q0 CACM-3043 46  11.789134580814697 SMQ 
9 Q0 CACM-3181 47  11.778474541153155 SMQ 
9 Q0 CACM-2406 48  11.769154103285462 SMQ 
9 Q0 CACM-0828 49  11.768881115519319 SMQ 
9 Q0 CACM-2151 50  11.755641884230933 SMQ 
9 Q0 CACM-3148 51  11.74095430460288 SMQ 
9 Q0 CACM-1032 52  11.683255782546153 SMQ 
9 Q0 CACM-1247 53  11.67793964428063 SMQ 
9 Q0 CACM-1723 54  11.603685239922692 SMQ 
9 Q0 CACM-1728 55  11.388114604341713 SMQ 
9 Q0 CACM-3182 56  11.36209420902615 SMQ 
9 Q0 CACM-2197 57  11.345287755085783 SMQ 
9 Q0 CACM-3025 58  11.322072748147143 SMQ 
9 Q0 CACM-2188 59  11.318220554880448 SMQ 
9 Q0 CACM-2581 60  11.310172876835011 SMQ 
9 Q0 CACM-1611 61  11.126980433727741 SMQ 
9 Q0 CACM-3028 62  11.110053059029006 SMQ 
9 Q0 CACM-2198 63  11.106264236183247 SMQ 
9 Q0 CACM-2080 64  10.881730190292725 SMQ 
9 Q0 CACM-1664 65  10.858275157440302 SMQ 
9 Q0 CACM-2890 66  10.838237243327846 SMQ 
9 Q0 CACM-3023 67  10.761785951163382 SMQ 
9 Q0 CACM-2626 68  10.758104758739771 SMQ 
9 Q0 CACM-3032 69  10.731560370664118 SMQ 
9 Q0 CACM-2522 70  10.727063030876407 SMQ 
9 Q0 CACM-1324 71  10.685326333365168 SMQ 
9 Q0 CACM-1462 72  10.654137875698039 SMQ 
9 Q0 CACM-3177 73  10.601811979541813 SMQ 
9 Q0 CACM-2482 74  10.596143258721812 SMQ 
9 Q0 CACM-2137 75  10.59458962987799 SMQ 
9 Q0 CACM-2069 76  10.573708931555435 SMQ 
9 Q0 CACM-2138 77  10.556361722242192 SMQ 
9 Q0 CACM-2345 78  10.55375496124525 SMQ 
9 Q0 CACM-1261 79  10.525867210662998 SMQ 
9 Q0 CACM-2614 80  10.499457721508858 SMQ 
9 Q0 CACM-2995 81  10.429001204444148 SMQ 
9 Q0 CACM-1844 82  10.401036728990686 SMQ 
9 Q0 CACM-3070 83  10.314274479180757 SMQ 
9 Q0 CACM-3059 84  10.304912674892321 SMQ 
9 Q0 CACM-2892 85  10.296783792990169 SMQ 
9 Q0 CACM-2947 86  10.290280359124562 SMQ 
9 Q0 CACM-2407 87  10.237610901667509 SMQ 
9 Q0 CACM-2597 88  10.196300462700359 SMQ 
9 Q0 CACM-1680 89  10.154231820661508 SMQ 
9 Q0 CACM-1751 90  10.12997463866661 SMQ 
9 Q0 CACM-2950 91  10.12997463866661 SMQ 
9 Q0 CACM-1946 92  10.106516103021107 SMQ 
9 Q0 CACM-2515 93  10.101657716211026 SMQ 
9 Q0 CACM-0441 94  10.08804530011595 SMQ 
9 Q0 CACM-3133 95  10.080051070192184 SMQ 
9 Q0 CACM-3111 96  10.062886944915434 SMQ 
9 Q0 CACM-3026 97  9.990732136489664 SMQ 
9 Q0 CACM-2320 98  9.941297806989457 SMQ 
9 Q0 CACM-2948 99  9.89963775480813 SMQ 
9 Q0 CACM-2629 100  9.895307338992076 SMQ 
