17 Q0 CACM-1223 1  16.073876393560948 SMQ 
17 Q0 CACM-1658 2  15.541361817579261 SMQ 
17 Q0 CACM-1947 3  13.49416444496244 SMQ 
17 Q0 CACM-1795 4  12.806488697528865 SMQ 
17 Q0 CACM-1134 5  11.767477512913771 SMQ 
17 Q0 CACM-2491 6  11.531869044991204 SMQ 
17 Q0 CACM-2253 7  11.477015544790298 SMQ 
17 Q0 CACM-3080 8  11.009573012895158 SMQ 
17 Q0 CACM-2748 9  10.437292327129594 SMQ 
17 Q0 CACM-2897 10  10.406917078422417 SMQ 
17 Q0 CACM-1676 11  10.354266278989593 SMQ 
17 Q0 CACM-1154 12  10.08372350823096 SMQ 
17 Q0 CACM-3054 13  9.728084973401929 SMQ 
17 Q0 CACM-2495 14  9.664211203422418 SMQ 
17 Q0 CACM-1564 15  9.492459966770586 SMQ 
17 Q0 CACM-3005 16  9.388093224459224 SMQ 
17 Q0 CACM-1886 17  9.327286759564666 SMQ 
17 Q0 CACM-2904 18  9.293325008819199 SMQ 
17 Q0 CACM-1807 19  9.281624016188136 SMQ 
17 Q0 CACM-2929 20  9.1700195681513 SMQ 
17 Q0 CACM-2433 21  8.769779881621362 SMQ 
17 Q0 CACM-2858 22  8.725301320610845 SMQ 
17 Q0 CACM-1542 23  8.419588050828978 SMQ 
17 Q0 CACM-1757 24  8.398312498380932 SMQ 
17 Q0 CACM-2701 25  8.305341674922593 SMQ 
17 Q0 CACM-1392 26  8.223852412086595 SMQ 
17 Q0 CACM-1523 27  8.195613855445051 SMQ 
17 Q0 CACM-1402 28  8.121386984329929 SMQ 
17 Q0 CACM-2423 29  8.108242667849042 SMQ 
17 Q0 CACM-1389 30  7.995516375184497 SMQ 
17 Q0 CACM-1387 31  7.949284637215148 SMQ 
17 Q0 CACM-2616 32  7.8959982201185674 SMQ 
17 Q0 CACM-1783 33  7.868566759894714 SMQ 
17 Q0 CACM-2944 34  7.858945507096536 SMQ 
17 Q0 CACM-2138 35  7.848007651712846 SMQ 
17 Q0 CACM-3150 36  7.784780611891678 SMQ 
17 Q0 CACM-3171 37  7.75927679997994 SMQ 
17 Q0 CACM-0252 38  7.673818974884986 SMQ 
17 Q0 CACM-1029 39  7.624548806943716 SMQ 
17 Q0 CACM-3115 40  7.557023458227453 SMQ 
17 Q0 CACM-1726 41  7.435680943702935 SMQ 
17 Q0 CACM-3053 42  7.410156415337122 SMQ 
17 Q0 CACM-1665 43  7.383342775116084 SMQ 
17 Q0 CACM-1231 44  7.284296279488026 SMQ 
17 Q0 CACM-2835 45  7.268011580124322 SMQ 
17 Q0 CACM-3130 46  7.238679818805929 SMQ 
17 Q0 CACM-2871 47  7.236860620040396 SMQ 
17 Q0 CACM-1275 48  7.1865294491480745 SMQ 
17 Q0 CACM-0123 49  7.137924605228637 SMQ 
17 Q0 CACM-2834 50  7.12943902738473 SMQ 
17 Q0 CACM-2053 51  7.010363501191853 SMQ 
17 Q0 CACM-0210 52  6.958274939369743 SMQ 
17 Q0 CACM-2344 53  6.940692691911348 SMQ 
17 Q0 CACM-1362 54  6.922547820873074 SMQ 
17 Q0 CACM-2527 55  6.8311318004002715 SMQ 
17 Q0 CACM-0048 56  6.7823120811199535 SMQ 
17 Q0 CACM-1652 57  6.7369878734042565 SMQ 
17 Q0 CACM-2979 58  6.6697418635264265 SMQ 
17 Q0 CACM-2812 59  6.668755279635375 SMQ 
17 Q0 CACM-2233 60  6.633283465160083 SMQ 
17 Q0 CACM-3066 61  6.623922210051771 SMQ 
17 Q0 CACM-1195 62  6.552369324283795 SMQ 
17 Q0 CACM-2699 63  6.523918869317899 SMQ 
17 Q0 CACM-1719 64  6.5198609222894115 SMQ 
17 Q0 CACM-1331 65  6.448598400425919 SMQ 
17 Q0 CACM-2246 66  6.418178470191687 SMQ 
17 Q0 CACM-1062 67  6.385436152959042 SMQ 
17 Q0 CACM-2107 68  6.32466068374775 SMQ 
17 Q0 CACM-1973 69  6.298431307355424 SMQ 
17 Q0 CACM-2079 70  6.277583942643483 SMQ 
17 Q0 CACM-3020 71  6.223520913079033 SMQ 
17 Q0 CACM-3125 72  6.2159908674080295 SMQ 
17 Q0 CACM-3000 73  6.206064050272744 SMQ 
17 Q0 CACM-1350 74  6.199669980418543 SMQ 
17 Q0 CACM-2321 75  6.193217563044904 SMQ 
17 Q0 CACM-2746 76  6.179476524136129 SMQ 
17 Q0 CACM-2195 77  6.170098630483023 SMQ 
17 Q0 CACM-0406 78  6.159500698327213 SMQ 
17 Q0 CACM-0241 79  6.1577838434158245 SMQ 
17 Q0 CACM-2680 80  6.157192955646493 SMQ 
17 Q0 CACM-2877 81  6.154550643477567 SMQ 
17 Q0 CACM-2953 82  6.1393044938738885 SMQ 
17 Q0 CACM-3018 83  6.125700424337346 SMQ 
17 Q0 CACM-1016 84  6.088107233235208 SMQ 
17 Q0 CACM-2264 85  6.069452701169443 SMQ 
17 Q0 CACM-3144 86  6.038416288509787 SMQ 
17 Q0 CACM-0104 87  6.037065841919819 SMQ 
17 Q0 CACM-2106 88  6.035659384862216 SMQ 
17 Q0 CACM-1486 89  6.027439550025655 SMQ 
17 Q0 CACM-2716 90  6.020920962418282 SMQ 
17 Q0 CACM-0892 91  6.019806210366098 SMQ 
17 Q0 CACM-1553 92  6.018899101592114 SMQ 
17 Q0 CACM-3173 93  6.017575984754432 SMQ 
17 Q0 CACM-1603 94  6.009610900657882 SMQ 
17 Q0 CACM-2464 95  6.004987523869026 SMQ 
17 Q0 CACM-1308 96  6.004199364772541 SMQ 
17 Q0 CACM-1854 97  6.003286379578454 SMQ 
17 Q0 CACM-1770 98  5.987546198395763 SMQ 
17 Q0 CACM-1167 99  5.971095882507025 SMQ 
17 Q0 CACM-0537 100  5.9132784323708805 SMQ 
