39 Q0 CACM-2651 1  50.24362440045374 SMQ 
39 Q0 CACM-2940 2  48.34617837033919 SMQ 
39 Q0 CACM-2931 3  39.51587459123838 SMQ 
39 Q0 CACM-3105 4  39.00524531678204 SMQ 
39 Q0 CACM-1861 5  36.99876447715012 SMQ 
39 Q0 CACM-1614 6  36.642028190004226 SMQ 
39 Q0 CACM-2254 7  34.06009545110822 SMQ 
39 Q0 CACM-3103 8  33.940552115384975 SMQ 
39 Q0 CACM-2470 9  33.828587891260625 SMQ 
39 Q0 CACM-2082 10  32.80352255508908 SMQ 
39 Q0 CACM-2957 11  32.41228227504422 SMQ 
39 Q0 CACM-2958 12  32.395706060817616 SMQ 
39 Q0 CACM-2956 13  32.204707606747064 SMQ 
39 Q0 CACM-2265 14  31.480615611929977 SMQ 
39 Q0 CACM-2078 15  31.428670496248547 SMQ 
39 Q0 CACM-2939 16  31.18121692549882 SMQ 
39 Q0 CACM-1379 17  29.824148440281153 SMQ 
39 Q0 CACM-1626 18  29.758513529105464 SMQ 
39 Q0 CACM-2341 19  29.001276258554952 SMQ 
39 Q0 CACM-3031 20  28.94529691555327 SMQ 
39 Q0 CACM-1678 21  28.18306082092834 SMQ 
39 Q0 CACM-2684 22  28.080736326937426 SMQ 
39 Q0 CACM-2705 23  27.98139308811276 SMQ 
39 Q0 CACM-2138 24  27.767545434763836 SMQ 
39 Q0 CACM-1602 25  27.297245026287705 SMQ 
39 Q0 CACM-3101 26  27.10590606734676 SMQ 
39 Q0 CACM-0867 27  27.096569468279355 SMQ 
39 Q0 CACM-2002 28  26.94607107285648 SMQ 
39 Q0 CACM-1902 29  26.535965288320977 SMQ 
39 Q0 CACM-1625 30  26.4870950200201 SMQ 
39 Q0 CACM-1491 31  26.419537753517314 SMQ 
39 Q0 CACM-2785 32  25.96229613568664 SMQ 
39 Q0 CACM-1783 33  25.802822445609937 SMQ 
39 Q0 CACM-3142 34  25.737004567338783 SMQ 
39 Q0 CACM-2941 35  25.594318760421167 SMQ 
39 Q0 CACM-2699 36  25.302886954113497 SMQ 
39 Q0 CACM-1463 37  24.983749097817658 SMQ 
39 Q0 CACM-2937 38  24.958447741532563 SMQ 
39 Q0 CACM-1469 39  24.822318045137866 SMQ 
39 Q0 CACM-0527 40  24.807509185357894 SMQ 
39 Q0 CACM-2632 41  24.733634717684332 SMQ 
39 Q0 CACM-1589 42  24.539974973014278 SMQ 
39 Q0 CACM-1112 43  24.463245850903405 SMQ 
39 Q0 CACM-1470 44  24.397567768729402 SMQ 
39 Q0 CACM-0630 45  23.90356690001905 SMQ 
39 Q0 CACM-2264 46  23.720799346413884 SMQ 
39 Q0 CACM-2305 47  23.55136419648711 SMQ 
39 Q0 CACM-2152 48  23.529190231639717 SMQ 
39 Q0 CACM-1390 49  23.120603753168286 SMQ 
39 Q0 CACM-2051 50  22.990023841170967 SMQ 
39 Q0 CACM-1237 51  22.97620487783676 SMQ 
39 Q0 CACM-2558 52  22.82136006450141 SMQ 
39 Q0 CACM-1693 53  22.63688886088019 SMQ 
39 Q0 CACM-2314 54  22.5911053773655 SMQ 
39 Q0 CACM-2320 55  22.57816954786833 SMQ 
39 Q0 CACM-1162 56  22.55194680331388 SMQ 
39 Q0 CACM-1002 57  22.437858357009404 SMQ 
39 Q0 CACM-1911 58  22.416799618008262 SMQ 
39 Q0 CACM-1210 59  22.335892840328924 SMQ 
39 Q0 CACM-1262 60  22.25866407564094 SMQ 
39 Q0 CACM-2723 61  22.215987021338474 SMQ 
39 Q0 CACM-1098 62  22.121704690736774 SMQ 
39 Q0 CACM-1180 63  22.10794997332314 SMQ 
39 Q0 CACM-0595 64  22.07650761355953 SMQ 
39 Q0 CACM-2546 65  21.855014116715793 SMQ 
39 Q0 CACM-3097 66  21.843522052211885 SMQ 
