8 Q0 CACM-2625 1  23.577495539803515 SMQ 
8 Q0 CACM-2951 2  22.53758516079612 SMQ 
8 Q0 CACM-3032 3  19.673694722467445 SMQ 
8 Q0 CACM-2541 4  19.535030577188806 SMQ 
8 Q0 CACM-2371 5  17.79944208666135 SMQ 
8 Q0 CACM-2776 6  17.43939095269228 SMQ 
8 Q0 CACM-1877 7  17.18390704871218 SMQ 
8 Q0 CACM-1752 8  16.995100488949515 SMQ 
8 Q0 CACM-2522 9  16.8370689133491 SMQ 
8 Q0 CACM-0912 10  16.47330242419713 SMQ 
8 Q0 CACM-2500 11  15.75216945584283 SMQ 
8 Q0 CACM-2892 12  15.608605604493944 SMQ 
8 Q0 CACM-2358 13  15.254811523680438 SMQ 
8 Q0 CACM-1611 14  15.126862956817344 SMQ 
8 Q0 CACM-1928 15  15.039218982134267 SMQ 
8 Q0 CACM-2095 16  14.84116079587506 SMQ 
8 Q0 CACM-1685 17  14.603923969451731 SMQ 
8 Q0 CACM-2858 18  14.565481722789201 SMQ 
8 Q0 CACM-1677 19  14.539083195164661 SMQ 
8 Q0 CACM-2949 20  14.401969204667674 SMQ 
8 Q0 CACM-2920 21  14.314714449232412 SMQ 
8 Q0 CACM-1754 22  14.244137273044387 SMQ 
8 Q0 CACM-1869 23  14.230925084516771 SMQ 
8 Q0 CACM-2297 24  13.755570402180922 SMQ 
8 Q0 CACM-1751 25  13.727751056140555 SMQ 
8 Q0 CACM-2020 26  13.553017150735158 SMQ 
8 Q0 CACM-2991 27  13.552623564406916 SMQ 
8 Q0 CACM-2482 28  13.527036362756956 SMQ 
8 Q0 CACM-0828 29  13.465111542020615 SMQ 
8 Q0 CACM-1723 30  13.215601135590816 SMQ 
8 Q0 CACM-3083 31  13.145719361282872 SMQ 
8 Q0 CACM-2499 32  13.039044563825877 SMQ 
8 Q0 CACM-0332 33  12.889910919079027 SMQ 
8 Q0 CACM-3158 34  12.83487299532019 SMQ 
8 Q0 CACM-2320 35  12.702575593335245 SMQ 
8 Q0 CACM-3076 36  12.558942128288024 SMQ 
8 Q0 CACM-0492 37  12.542902948024087 SMQ 
8 Q0 CACM-1735 38  12.500876260178691 SMQ 
8 Q0 CACM-2969 39  12.44876744999855 SMQ 
8 Q0 CACM-3040 40  12.322504388711387 SMQ 
8 Q0 CACM-2543 41  12.310728117537742 SMQ 
8 Q0 CACM-1680 42  12.145862321763513 SMQ 
8 Q0 CACM-2194 43  12.110050799324235 SMQ 
8 Q0 CACM-3068 44  12.100759280841405 SMQ 
8 Q0 CACM-2197 45  11.87923642340819 SMQ 
8 Q0 CACM-2597 46  11.82124237702805 SMQ 
8 Q0 CACM-0820 47  11.78694114137364 SMQ 
8 Q0 CACM-2501 48  11.786046381904463 SMQ 
8 Q0 CACM-1785 49  11.757316409968395 SMQ 
8 Q0 CACM-1591 50  11.741890947536582 SMQ 
8 Q0 CACM-2080 51  11.683314217399682 SMQ 
8 Q0 CACM-0144 52  11.671572823198387 SMQ 
8 Q0 CACM-1846 53  11.64936839115681 SMQ 
8 Q0 CACM-2632 54  11.632420510671334 SMQ 
8 Q0 CACM-0441 55  11.520521904853624 SMQ 
8 Q0 CACM-1879 56  11.330416566420194 SMQ 
8 Q0 CACM-2860 57  11.283734118866688 SMQ 
8 Q0 CACM-2830 58  11.282658793035171 SMQ 
8 Q0 CACM-1695 59  11.273679639011437 SMQ 
8 Q0 CACM-2905 60  11.258584920243864 SMQ 
8 Q0 CACM-3126 61  11.140422768610433 SMQ 
8 Q0 CACM-3053 62  11.126984112587428 SMQ 
8 Q0 CACM-2798 63  11.100665929749107 SMQ 
8 Q0 CACM-2274 64  11.07854769573285 SMQ 
8 Q0 CACM-2046 65  11.071760769831863 SMQ 
8 Q0 CACM-2203 66  11.06133819889806 SMQ 
8 Q0 CACM-2377 67  11.048227866945542 SMQ 
8 Q0 CACM-0615 68  11.013174588575781 SMQ 
8 Q0 CACM-2379 69  11.000394100493297 SMQ 
8 Q0 CACM-2840 70  10.945114263877551 SMQ 
8 Q0 CACM-0040 71  10.93814725253926 SMQ 
8 Q0 CACM-3127 72  10.912651497178086 SMQ 
8 Q0 CACM-3110 73  10.762426912921603 SMQ 
8 Q0 CACM-2900 74  10.73248590832242 SMQ 
8 Q0 CACM-1728 75  10.712920638719757 SMQ 
8 Q0 CACM-1938 76  10.653314405824243 SMQ 
8 Q0 CACM-3177 77  10.634623807433428 SMQ 
8 Q0 CACM-2111 78  10.614725200496334 SMQ 
8 Q0 CACM-3059 79  10.609443870760039 SMQ 
8 Q0 CACM-2578 80  10.60636285638702 SMQ 
8 Q0 CACM-0071 81  10.591784161522119 SMQ 
8 Q0 CACM-2515 82  10.554280858392357 SMQ 
8 Q0 CACM-2988 83  10.533259701353455 SMQ 
8 Q0 CACM-1247 84  10.529063458051496 SMQ 
8 Q0 CACM-2614 85  10.499457721508858 SMQ 
