62 Q0 CACM-1961 1  19.331773495744716 SMQ 
62 Q0 CACM-1856 2  15.234525892564303 SMQ 
62 Q0 CACM-0320 3  14.760684823920641 SMQ 
62 Q0 CACM-2200 4  13.604721079418646 SMQ 
62 Q0 CACM-1368 5  13.34587271428181 SMQ 
62 Q0 CACM-2220 6  13.115562849224597 SMQ 
62 Q0 CACM-2932 7  12.907389377976765 SMQ 
62 Q0 CACM-1143 8  12.822950258422651 SMQ 
62 Q0 CACM-2720 9  12.680710314274851 SMQ 
62 Q0 CACM-0335 10  12.488335699562942 SMQ 
62 Q0 CACM-1309 11  12.247892932751347 SMQ 
62 Q0 CACM-1825 12  12.029808787666612 SMQ 
62 Q0 CACM-2702 13  12.017291982733763 SMQ 
62 Q0 CACM-1888 14  11.385050368593744 SMQ 
62 Q0 CACM-2685 15  11.186812672839066 SMQ 
62 Q0 CACM-2430 16  11.102763063405028 SMQ 
62 Q0 CACM-2110 17  11.060618484872867 SMQ 
62 Q0 CACM-1603 18  10.962600048331826 SMQ 
62 Q0 CACM-1725 19  10.602097396438516 SMQ 
62 Q0 CACM-1932 20  10.585741371056239 SMQ 
62 Q0 CACM-2216 21  10.522411236484658 SMQ 
62 Q0 CACM-2327 22  10.47830335126284 SMQ 
62 Q0 CACM-2342 23  10.37449217574605 SMQ 
62 Q0 CACM-2401 24  10.264495540702347 SMQ 
62 Q0 CACM-2927 25  10.112741017865226 SMQ 
62 Q0 CACM-2227 26  10.030491852884026 SMQ 
62 Q0 CACM-1111 27  10.01532241702418 SMQ 
62 Q0 CACM-1566 28  9.989735104540161 SMQ 
62 Q0 CACM-2596 29  9.97072987107147 SMQ 
62 Q0 CACM-2326 30  9.962788186313979 SMQ 
62 Q0 CACM-1806 31  9.93349065676045 SMQ 
62 Q0 CACM-3045 32  9.838808394907897 SMQ 
62 Q0 CACM-2580 33  9.838014276812999 SMQ 
62 Q0 CACM-2924 34  9.754542723085214 SMQ 
62 Q0 CACM-1429 35  9.678179989846878 SMQ 
62 Q0 CACM-2648 36  9.676162747246403 SMQ 
62 Q0 CACM-2709 37  9.66112728612039 SMQ 
62 Q0 CACM-1536 38  9.493678415253845 SMQ 
62 Q0 CACM-2189 39  9.440662678378267 SMQ 
62 Q0 CACM-2837 40  9.424128792074839 SMQ 
62 Q0 CACM-2784 41  9.412236912422214 SMQ 
62 Q0 CACM-2255 42  9.37982733820573 SMQ 
62 Q0 CACM-2896 43  9.361886832870228 SMQ 
62 Q0 CACM-2134 44  9.359509744833277 SMQ 
62 Q0 CACM-3096 45  9.333935612455415 SMQ 
62 Q0 CACM-2285 46  9.255649888499585 SMQ 
62 Q0 CACM-2622 47  9.249517481573847 SMQ 
62 Q0 CACM-2434 48  9.235421627169266 SMQ 
62 Q0 CACM-2195 49  9.211129004294383 SMQ 
62 Q0 CACM-3055 50  9.205962539405125 SMQ 
62 Q0 CACM-2196 51  9.167570535809647 SMQ 
62 Q0 CACM-2077 52  9.136406449654334 SMQ 
62 Q0 CACM-3156 53  9.06137382787442 SMQ 
62 Q0 CACM-2266 54  9.055806461678795 SMQ 
