47 Q0 CACM-1699 1  32.872968959095246 SMQ 
47 Q0 CACM-2970 2  30.827043071603132 SMQ 
47 Q0 CACM-3012 3  30.69666597882666 SMQ 
47 Q0 CACM-2451 4  30.349976742227014 SMQ 
47 Q0 CACM-1032 5  30.008097448152853 SMQ 
47 Q0 CACM-2990 6  28.92591003734722 SMQ 
47 Q0 CACM-1527 7  27.900822005068292 SMQ 
47 Q0 CACM-1359 8  27.611019422882034 SMQ 
47 Q0 CACM-2046 9  27.567580031603953 SMQ 
47 Q0 CACM-3134 10  27.54160123254039 SMQ 
47 Q0 CACM-2979 11  27.267500430912058 SMQ 
47 Q0 CACM-1506 12  27.21127117311589 SMQ 
47 Q0 CACM-1236 13  26.278485966302753 SMQ 
47 Q0 CACM-0944 14  25.455089574547024 SMQ 
47 Q0 CACM-1627 15  25.41976072968594 SMQ 
47 Q0 CACM-2547 16  25.346689246446534 SMQ 
47 Q0 CACM-2516 17  25.263251873621662 SMQ 
47 Q0 CACM-1194 18  25.260814307899537 SMQ 
47 Q0 CACM-2318 19  25.055398883336306 SMQ 
47 Q0 CACM-1680 20  24.759226378198655 SMQ 
47 Q0 CACM-3087 21  24.74163482033214 SMQ 
47 Q0 CACM-2598 22  24.651212778262714 SMQ 
47 Q0 CACM-2622 23  24.423710199846603 SMQ 
47 Q0 CACM-1524 24  24.420385330517952 SMQ 
47 Q0 CACM-1937 25  24.40189741563906 SMQ 
47 Q0 CACM-2882 26  24.38221283034758 SMQ 
47 Q0 CACM-1652 27  24.282504606776673 SMQ 
47 Q0 CACM-2746 28  24.244153778005266 SMQ 
47 Q0 CACM-1936 29  24.131571517874768 SMQ 
47 Q0 CACM-1695 30  23.98718157291536 SMQ 
47 Q0 CACM-3095 31  23.972807888820114 SMQ 
47 Q0 CACM-1651 32  23.91375161974095 SMQ 
47 Q0 CACM-1698 33  23.90148546117336 SMQ 
47 Q0 CACM-2288 34  23.77042213371943 SMQ 
47 Q0 CACM-2537 35  23.70684942099671 SMQ 
47 Q0 CACM-2848 36  23.65298354537829 SMQ 
47 Q0 CACM-1307 37  23.64300777536943 SMQ 
47 Q0 CACM-2176 38  23.585826827459375 SMQ 
47 Q0 CACM-1469 39  23.561849328883586 SMQ 
47 Q0 CACM-2711 40  23.549828811313034 SMQ 
47 Q0 CACM-1747 41  23.532694673818725 SMQ 
47 Q0 CACM-2984 42  23.447955040219128 SMQ 
47 Q0 CACM-1427 43  23.42515333637039 SMQ 
47 Q0 CACM-1415 44  23.30928330228849 SMQ 
47 Q0 CACM-2645 45  23.25848290201996 SMQ 
47 Q0 CACM-2722 46  23.24577324212966 SMQ 
47 Q0 CACM-1935 47  23.154717468230693 SMQ 
47 Q0 CACM-3070 48  23.109484577965716 SMQ 
47 Q0 CACM-2092 49  23.09428340643681 SMQ 
47 Q0 CACM-2314 50  23.087492459929692 SMQ 
47 Q0 CACM-1681 51  23.06064310053582 SMQ 
47 Q0 CACM-1855 52  23.033893227176662 SMQ 
47 Q0 CACM-2437 53  22.930894757375018 SMQ 
47 Q0 CACM-2203 54  22.903611172224444 SMQ 
47 Q0 CACM-2846 55  22.87868747629766 SMQ 
47 Q0 CACM-1976 56  22.86302976921906 SMQ 
47 Q0 CACM-1526 57  22.85244843702656 SMQ 
47 Q0 CACM-2716 58  22.794450712604743 SMQ 
47 Q0 CACM-2765 59  22.764833406255512 SMQ 
47 Q0 CACM-1412 60  22.738878342427753 SMQ 
47 Q0 CACM-3041 61  22.691371758032293 SMQ 
47 Q0 CACM-1108 62  22.569422333143038 SMQ 
47 Q0 CACM-2307 63  22.549410294942682 SMQ 
47 Q0 CACM-2947 64  22.44376493611003 SMQ 
47 Q0 CACM-2535 65  22.422538624443305 SMQ 
47 Q0 CACM-1908 66  22.375594229561283 SMQ 
47 Q0 CACM-2631 67  22.36724040149761 SMQ 
47 Q0 CACM-2561 68  22.211603481337274 SMQ 
47 Q0 CACM-2105 69  22.057273254102675 SMQ 
47 Q0 CACM-2580 70  22.010387271505408 SMQ 
47 Q0 CACM-2795 71  21.991619418690423 SMQ 
47 Q0 CACM-2453 72  21.96892506874284 SMQ 
47 Q0 CACM-2726 73  21.922637683445274 SMQ 
47 Q0 CACM-0282 74  21.916057740130068 SMQ 
47 Q0 CACM-3135 75  21.90901622210612 SMQ 
47 Q0 CACM-2198 76  21.87150355007755 SMQ 
47 Q0 CACM-2033 77  21.8428195982834 SMQ 
47 Q0 CACM-1441 78  21.774740999543848 SMQ 
47 Q0 CACM-1173 79  21.762161655544016 SMQ 
47 Q0 CACM-2832 80  21.760577618231913 SMQ 
47 Q0 CACM-2389 81  21.73884788509714 SMQ 
47 Q0 CACM-2552 82  21.669388316964163 SMQ 
47 Q0 CACM-2669 83  21.628977193994213 SMQ 
47 Q0 CACM-0891 84  21.602356674618324 SMQ 
47 Q0 CACM-2828 85  21.59656637064396 SMQ 
47 Q0 CACM-1489 86  21.59598385495684 SMQ 
47 Q0 CACM-2889 87  21.480324267275794 SMQ 
