33 Q0 CACM-2047 1  58.376825190548466 SMQ 
33 Q0 CACM-2695 2  57.25796881865144 SMQ 
33 Q0 CACM-2697 3  57.21962471872693 SMQ 
33 Q0 CACM-1954 4  56.12155053148406 SMQ 
33 Q0 CACM-2043 5  56.12155053148406 SMQ 
33 Q0 CACM-3016 6  54.50081719711536 SMQ 
33 Q0 CACM-1423 7  51.01520713242313 SMQ 
33 Q0 CACM-2554 8  50.14026263574283 SMQ 
33 Q0 CACM-2284 9  49.27595268640207 SMQ 
33 Q0 CACM-1692 10  48.535313884771476 SMQ 
33 Q0 CACM-2000 11  47.11703328356688 SMQ 
33 Q0 CACM-1809 12  46.51299353379032 SMQ 
33 Q0 CACM-2186 13  46.15606612897506 SMQ 
33 Q0 CACM-1143 14  45.39926566068898 SMQ 
33 Q0 CACM-2177 15  45.03344401619924 SMQ 
33 Q0 CACM-0497 16  44.85621957817489 SMQ 
33 Q0 CACM-3153 17  44.59841308917683 SMQ 
33 Q0 CACM-1147 18  44.19955410850482 SMQ 
33 Q0 CACM-2807 19  43.90323349687485 SMQ 
33 Q0 CACM-2805 20  43.86790290273392 SMQ 
33 Q0 CACM-0441 21  43.65248125893108 SMQ 
33 Q0 CACM-2355 22  43.59609190034819 SMQ 
33 Q0 CACM-2233 23  43.27750278717477 SMQ 
33 Q0 CACM-3085 24  43.2465479906693 SMQ 
33 Q0 CACM-1274 25  42.97142621232235 SMQ 
33 Q0 CACM-0070 26  42.89365479038457 SMQ 
33 Q0 CACM-2887 27  42.82373259649081 SMQ 
33 Q0 CACM-2841 28  42.539480933271754 SMQ 
33 Q0 CACM-1404 29  41.71880392381194 SMQ 
33 Q0 CACM-1363 30  41.62498127801956 SMQ 
33 Q0 CACM-1116 31  41.58715978927965 SMQ 
33 Q0 CACM-1441 32  41.545200805607145 SMQ 
33 Q0 CACM-2081 33  41.396124590298875 SMQ 
33 Q0 CACM-3036 34  41.36583108648423 SMQ 
33 Q0 CACM-3138 35  41.261416079984635 SMQ 
33 Q0 CACM-1325 36  40.825589164891674 SMQ 
33 Q0 CACM-1963 37  40.67444324690596 SMQ 
33 Q0 CACM-1347 38  40.66170063334369 SMQ 
33 Q0 CACM-1501 39  40.63734785006622 SMQ 
33 Q0 CACM-2544 40  40.15324813793026 SMQ 
33 Q0 CACM-1764 41  39.94152430390526 SMQ 
33 Q0 CACM-2226 42  39.920412129983994 SMQ 
33 Q0 CACM-2806 43  39.827555277165416 SMQ 
33 Q0 CACM-1998 44  39.8248790419893 SMQ 
33 Q0 CACM-1046 45  39.44491877032221 SMQ 
33 Q0 CACM-2219 46  39.28289715897586 SMQ 
33 Q0 CACM-0492 47  39.27715977187193 SMQ 
33 Q0 CACM-1353 48  39.22747313514583 SMQ 
33 Q0 CACM-1647 49  39.05050238042725 SMQ 
33 Q0 CACM-2929 50  39.04583333277934 SMQ 
33 Q0 CACM-2809 51  39.034571051511946 SMQ 
33 Q0 CACM-2837 52  38.86081096449243 SMQ 
33 Q0 CACM-2977 53  38.75499464942738 SMQ 
33 Q0 CACM-1334 54  38.74073192654423 SMQ 
33 Q0 CACM-2106 55  38.68286674641766 SMQ 
33 Q0 CACM-2858 56  38.669898807737425 SMQ 
33 Q0 CACM-1014 57  38.63765752970255 SMQ 
33 Q0 CACM-1543 58  38.550047776415404 SMQ 
33 Q0 CACM-1614 59  38.5266071757109 SMQ 
33 Q0 CACM-1902 60  38.42986730463244 SMQ 
33 Q0 CACM-1383 61  38.38354722248044 SMQ 
33 Q0 CACM-1961 62  38.31518775701587 SMQ 
33 Q0 CACM-3086 63  38.10960253972587 SMQ 
33 Q0 CACM-1364 64  38.09660766845547 SMQ 
33 Q0 CACM-2188 65  37.95516937692557 SMQ 
33 Q0 CACM-2217 66  37.91742420791573 SMQ 
33 Q0 CACM-2261 67  37.88272339583453 SMQ 
33 Q0 CACM-1622 68  37.801209821595506 SMQ 
33 Q0 CACM-1271 69  37.62431691956623 SMQ 
33 Q0 CACM-1577 70  37.5593418616176 SMQ 
33 Q0 CACM-1807 71  37.485129304779264 SMQ 
