40 Q0 CACM-2956 1  42.50344296828388 SMQ 
40 Q0 CACM-2265 2  38.67659775788586 SMQ 
40 Q0 CACM-1588 3  37.022470408746315 SMQ 
40 Q0 CACM-1098 4  35.2506615653734 SMQ 
40 Q0 CACM-1485 5  35.202565686942116 SMQ 
40 Q0 CACM-3105 6  34.820180096504714 SMQ 
40 Q0 CACM-2941 7  34.262669856617556 SMQ 
40 Q0 CACM-1051 8  32.32407463131327 SMQ 
40 Q0 CACM-2060 9  31.94882069732334 SMQ 
40 Q0 CACM-2406 10  31.784056239802613 SMQ 
40 Q0 CACM-1324 11  31.772471097559034 SMQ 
40 Q0 CACM-2051 12  31.56062581492568 SMQ 
40 Q0 CACM-1470 13  31.287654502649147 SMQ 
40 Q0 CACM-3198 14  30.773694688180598 SMQ 
40 Q0 CACM-2939 15  30.246281526245237 SMQ 
40 Q0 CACM-2940 16  30.17380028856126 SMQ 
40 Q0 CACM-2254 17  29.811113528964 SMQ 
40 Q0 CACM-2651 18  29.748639369900623 SMQ 
40 Q0 CACM-1457 19  29.64656514293673 SMQ 
40 Q0 CACM-2470 20  29.463289350683098 SMQ 
40 Q0 CACM-1456 21  29.107334827701084 SMQ 
40 Q0 CACM-2450 22  28.997437547223743 SMQ 
40 Q0 CACM-2931 23  28.715308592743668 SMQ 
40 Q0 CACM-3188 24  28.134670531342937 SMQ 
40 Q0 CACM-1678 25  27.465646942024556 SMQ 
40 Q0 CACM-2632 26  27.364017835767463 SMQ 
40 Q0 CACM-2705 27  27.28108943588972 SMQ 
40 Q0 CACM-1459 28  27.071930399258143 SMQ 
40 Q0 CACM-1046 29  26.984630596362692 SMQ 
40 Q0 CACM-2957 30  26.92671416228486 SMQ 
40 Q0 CACM-2264 31  26.76793404766502 SMQ 
40 Q0 CACM-2078 32  26.59326258209661 SMQ 
40 Q0 CACM-2198 33  26.23472519235374 SMQ 
40 Q0 CACM-2002 34  26.148094824727266 SMQ 
40 Q0 CACM-2341 35  26.00634511920924 SMQ 
40 Q0 CACM-2003 36  25.8701952682052 SMQ 
40 Q0 CACM-1612 37  25.800191693156098 SMQ 
40 Q0 CACM-1062 38  25.549107729246458 SMQ 
40 Q0 CACM-2295 39  25.36504781216607 SMQ 
40 Q0 CACM-2699 40  25.27824610468377 SMQ 
40 Q0 CACM-2833 41  25.249881319803055 SMQ 
40 Q0 CACM-3103 42  25.21775213863994 SMQ 
40 Q0 CACM-1641 43  25.177153417091656 SMQ 
40 Q0 CACM-2958 44  25.14300995280258 SMQ 
40 Q0 CACM-2937 45  24.983838263477125 SMQ 
40 Q0 CACM-1936 46  24.894147078326245 SMQ 
40 Q0 CACM-1861 47  24.89173930716735 SMQ 
40 Q0 CACM-2316 48  24.73266409031357 SMQ 
40 Q0 CACM-2034 49  24.674846958005574 SMQ 
40 Q0 CACM-1614 50  24.625735329644723 SMQ 
40 Q0 CACM-1350 51  24.61092912538614 SMQ 
40 Q0 CACM-1135 52  24.48285378859144 SMQ 
40 Q0 CACM-2704 53  24.45590755863134 SMQ 
40 Q0 CACM-3132 54  24.444264254277947 SMQ 
40 Q0 CACM-1847 55  24.38818442336212 SMQ 
40 Q0 CACM-0616 56  24.366464886563026 SMQ 
40 Q0 CACM-2138 57  24.343646125379202 SMQ 
40 Q0 CACM-2390 58  24.289447520748826 SMQ 
40 Q0 CACM-1835 59  24.241347562788828 SMQ 
40 Q0 CACM-2252 60  24.138059340740305 SMQ 
40 Q0 CACM-2767 61  23.89684060111412 SMQ 
40 Q0 CACM-2317 62  23.87566082568963 SMQ 
40 Q0 CACM-1626 63  23.766622013917917 SMQ 
40 Q0 CACM-1366 64  23.692107509491116 SMQ 
40 Q0 CACM-1710 65  23.6114492934851 SMQ 
40 Q0 CACM-3030 66  23.48372416056134 SMQ 
40 Q0 CACM-1625 67  23.436839159213857 SMQ 
40 Q0 CACM-1846 68  23.360811782944282 SMQ 
40 Q0 CACM-0867 69  23.333781779495496 SMQ 
40 Q0 CACM-2184 70  23.323142898491913 SMQ 
40 Q0 CACM-2036 71  23.15156529944401 SMQ 
40 Q0 CACM-3164 72  23.144538700077824 SMQ 
40 Q0 CACM-2929 73  23.140901121129648 SMQ 
40 Q0 CACM-2033 74  23.084198998868317 SMQ 
40 Q0 CACM-2838 75  23.004527201653428 SMQ 
40 Q0 CACM-2326 76  22.999274844633476 SMQ 
40 Q0 CACM-2710 77  22.902355214247674 SMQ 
40 Q0 CACM-1264 78  22.901896249305498 SMQ 
40 Q0 CACM-3173 79  22.898614516802017 SMQ 
40 Q0 CACM-1223 80  22.844222273060243 SMQ 
40 Q0 CACM-1143 81  22.8342826208838 SMQ 
40 Q0 CACM-2603 82  22.822769095909397 SMQ 
40 Q0 CACM-2081 83  22.80656780228778 SMQ 
40 Q0 CACM-1476 84  22.7593090623212 SMQ 
40 Q0 CACM-1488 85  22.70744593769984 SMQ 
40 Q0 CACM-1902 86  22.593679242873975 SMQ 
40 Q0 CACM-2314 87  22.59236484805006 SMQ 
40 Q0 CACM-1852 88  22.59065036104158 SMQ 
40 Q0 CACM-1162 89  22.58503203790231 SMQ 
40 Q0 CACM-1650 90  22.555969728218724 SMQ 
40 Q0 CACM-1853 91  22.50365367697277 SMQ 
40 Q0 CACM-3197 92  22.452950193964444 SMQ 
40 Q0 CACM-2201 93  22.348184856705146 SMQ 
40 Q0 CACM-0265 94  22.336990015974482 SMQ 
40 Q0 CACM-2916 95  22.14091173908225 SMQ 
40 Q0 CACM-1035 96  22.140427650119733 SMQ 
40 Q0 CACM-3073 97  22.135445016329708 SMQ 
40 Q0 CACM-2148 98  22.084865194797093 SMQ 
40 Q0 CACM-2177 99  22.05597310156768 SMQ 
40 Q0 CACM-2652 100  22.04171840735391 SMQ 
