52 Q0 CACM-2721 1  14.991329521357468 SMQ 
52 Q0 CACM-1928 2  8.034752652397124 SMQ 
52 Q0 CACM-1366 3  7.536500990711154 SMQ 
52 Q0 CACM-3070 4  7.3561798759866495 SMQ 
52 Q0 CACM-1870 5  7.11835486982177 SMQ 
52 Q0 CACM-0605 6  6.679722167298097 SMQ 
52 Q0 CACM-1890 7  6.520226532406894 SMQ 
52 Q0 CACM-2749 8  6.464528828760892 SMQ 
52 Q0 CACM-1805 9  6.453796554059332 SMQ 
52 Q0 CACM-1329 10  6.425874000862503 SMQ 
52 Q0 CACM-1653 11  6.42272734765659 SMQ 
52 Q0 CACM-2767 12  6.329963791281131 SMQ 
52 Q0 CACM-3048 13  6.319826224991882 SMQ 
52 Q0 CACM-1572 14  6.207260925359538 SMQ 
52 Q0 CACM-1637 15  6.1086409593823 SMQ 
52 Q0 CACM-0633 16  6.092719093991102 SMQ 
52 Q0 CACM-2918 17  6.062813199952997 SMQ 
52 Q0 CACM-1752 18  6.029889772516468 SMQ 
52 Q0 CACM-2798 19  5.9940333819250995 SMQ 
52 Q0 CACM-0238 20  5.965662802597728 SMQ 
52 Q0 CACM-1288 21  5.926297091632257 SMQ 
52 Q0 CACM-3064 22  5.914665799148216 SMQ 
52 Q0 CACM-2742 23  5.914045554555402 SMQ 
52 Q0 CACM-2218 24  5.908531717949209 SMQ 
52 Q0 CACM-2882 25  5.888827293386742 SMQ 
52 Q0 CACM-3051 26  5.874343079065598 SMQ 
52 Q0 CACM-1711 27  5.873569673145988 SMQ 
52 Q0 CACM-2970 28  5.8126578403467 SMQ 
52 Q0 CACM-1199 29  5.78870583025525 SMQ 
52 Q0 CACM-0643 30  5.764592791483943 SMQ 
52 Q0 CACM-1427 31  5.720492478759679 SMQ 
52 Q0 CACM-1680 32  5.680614216236697 SMQ 
52 Q0 CACM-2318 33  5.616539040260136 SMQ 
52 Q0 CACM-0104 34  5.612603851157335 SMQ 
52 Q0 CACM-3107 35  5.585362967853154 SMQ 
52 Q0 CACM-2902 36  5.568029025480383 SMQ 
52 Q0 CACM-1912 37  5.566874234881273 SMQ 
52 Q0 CACM-2829 38  5.505727090611416 SMQ 
52 Q0 CACM-2057 39  5.441372570743486 SMQ 
52 Q0 CACM-2911 40  5.440857259179232 SMQ 
52 Q0 CACM-2344 41  5.40599520665399 SMQ 
52 Q0 CACM-2276 42  5.396134597369189 SMQ 
52 Q0 CACM-2262 43  5.380280668227176 SMQ 
52 Q0 CACM-1695 44  5.372237326168772 SMQ 
52 Q0 CACM-1674 45  5.368303545996745 SMQ 
52 Q0 CACM-2261 46  5.360380033778779 SMQ 
52 Q0 CACM-2936 47  5.321064807252861 SMQ 
52 Q0 CACM-1234 48  5.300731349947185 SMQ 
52 Q0 CACM-1728 49  5.278650833352556 SMQ 
52 Q0 CACM-2955 50  5.271990386921159 SMQ 
52 Q0 CACM-2967 51  5.223956739111041 SMQ 
52 Q0 CACM-1253 52  5.114495707935413 SMQ 
52 Q0 CACM-2272 53  5.091750749214036 SMQ 
52 Q0 CACM-2734 54  5.080173239485196 SMQ 
52 Q0 CACM-1030 55  4.983023610189032 SMQ 
52 Q0 CACM-0678 56  4.962744113791923 SMQ 
52 Q0 CACM-1165 57  4.961486738195401 SMQ 
52 Q0 CACM-2951 58  4.950023066401849 SMQ 
52 Q0 CACM-1591 59  4.934200944155532 SMQ 
52 Q0 CACM-1484 60  4.916519649992457 SMQ 
52 Q0 CACM-2542 61  4.899370528669721 SMQ 
52 Q0 CACM-2535 62  4.890229716170167 SMQ 
52 Q0 CACM-1541 63  4.86871213254626 SMQ 
52 Q0 CACM-1856 64  4.866791791610235 SMQ 
52 Q0 CACM-1518 65  4.856647271061055 SMQ 
52 Q0 CACM-1380 66  4.850786977671324 SMQ 
52 Q0 CACM-1261 67  4.824416447552893 SMQ 
52 Q0 CACM-0557 68  4.8130222610611515 SMQ 
52 Q0 CACM-0675 69  4.728670743997527 SMQ 
52 Q0 CACM-1435 70  4.6709624264310685 SMQ 
52 Q0 CACM-0757 71  4.642693958857239 SMQ 
52 Q0 CACM-2914 72  4.60572695332975 SMQ 
52 Q0 CACM-2931 73  4.598939518262039 SMQ 
52 Q0 CACM-1207 74  4.591907468401877 SMQ 
52 Q0 CACM-2890 75  4.582316057498498 SMQ 
52 Q0 CACM-1208 76  4.543623851444509 SMQ 
52 Q0 CACM-1933 77  4.448934659341738 SMQ 
52 Q0 CACM-2452 78  4.435774909213014 SMQ 
52 Q0 CACM-2233 79  4.433825713609764 SMQ 
52 Q0 CACM-2725 80  4.4116105627329585 SMQ 
52 Q0 CACM-2077 81  4.380323816324802 SMQ 
52 Q0 CACM-1845 82  4.37404944699683 SMQ 
52 Q0 CACM-2375 83  4.3643144200584665 SMQ 
52 Q0 CACM-1426 84  4.360803743813593 SMQ 
52 Q0 CACM-1846 85  4.359017052760224 SMQ 
52 Q0 CACM-2188 86  4.340017451971577 SMQ 
52 Q0 CACM-1811 87  4.333428339191979 SMQ 
52 Q0 CACM-2091 88  4.324342484026428 SMQ 
52 Q0 CACM-1812 89  4.2953433298429955 SMQ 
52 Q0 CACM-3042 90  4.240388229179877 SMQ 
52 Q0 CACM-3061 91  4.19149632277065 SMQ 
52 Q0 CACM-2628 92  4.159922743501049 SMQ 
52 Q0 CACM-2844 93  4.15921049419088 SMQ 
52 Q0 CACM-1879 94  4.111500542446018 SMQ 
52 Q0 CACM-2652 95  4.080778907519132 SMQ 
52 Q0 CACM-2862 96  4.045283456868972 SMQ 
52 Q0 CACM-2106 97  4.035996880059759 SMQ 
52 Q0 CACM-1894 98  4.012194928309581 SMQ 
52 Q0 CACM-2105 99  4.008577141982178 SMQ 
52 Q0 CACM-1783 100  3.9995848478586997 SMQ 
