34 Q0 CACM-1867 1  18.663978299213248 SMQ 
34 Q0 CACM-0435 2  17.008790043580667 SMQ 
34 Q0 CACM-2808 3  16.640878040577697 SMQ 
34 Q0 CACM-1524 4  16.54277341331627 SMQ 
34 Q0 CACM-1623 5  16.16648441730668 SMQ 
34 Q0 CACM-1567 6  15.81225643253148 SMQ 
34 Q0 CACM-0492 7  15.294661528022855 SMQ 
34 Q0 CACM-2709 8  15.032959344074303 SMQ 
34 Q0 CACM-2749 9  14.663847700923009 SMQ 
34 Q0 CACM-0531 10  14.62640458331435 SMQ 
34 Q0 CACM-1667 11  14.245415051691136 SMQ 
34 Q0 CACM-1893 12  14.245415051691136 SMQ 
34 Q0 CACM-2135 13  14.195627947412568 SMQ 
34 Q0 CACM-0848 14  14.065919997860403 SMQ 
34 Q0 CACM-1999 15  14.053680808882252 SMQ 
34 Q0 CACM-1620 16  14.031723170043492 SMQ 
34 Q0 CACM-2722 17  13.928945621345946 SMQ 
34 Q0 CACM-0464 18  13.806938367703133 SMQ 
34 Q0 CACM-2254 19  13.720682692739487 SMQ 
34 Q0 CACM-2598 20  13.455559767101505 SMQ 
34 Q0 CACM-1134 21  13.450448037635368 SMQ 
34 Q0 CACM-1046 22  13.324847355649569 SMQ 
34 Q0 CACM-1433 23  13.220279791827288 SMQ 
34 Q0 CACM-1425 24  13.1134694656376 SMQ 
34 Q0 CACM-2809 25  13.086421527447081 SMQ 
34 Q0 CACM-2194 26  13.045182999424615 SMQ 
34 Q0 CACM-0278 27  12.94474795911188 SMQ 
34 Q0 CACM-1014 28  12.870563460964252 SMQ 
34 Q0 CACM-1333 29  12.829555889986167 SMQ 
34 Q0 CACM-1763 30  12.786013432918564 SMQ 
34 Q0 CACM-2450 31  12.741620299376937 SMQ 
34 Q0 CACM-3166 32  12.707579440756636 SMQ 
34 Q0 CACM-2744 33  12.492681846873868 SMQ 
34 Q0 CACM-1389 34  12.477636580402253 SMQ 
34 Q0 CACM-2307 35  12.389684516620173 SMQ 
34 Q0 CACM-0116 36  12.296488861950124 SMQ 
34 Q0 CACM-2742 37  12.254548631554488 SMQ 
34 Q0 CACM-2702 38  12.14213069416255 SMQ 
34 Q0 CACM-1386 39  12.122611737738461 SMQ 
34 Q0 CACM-1488 40  12.095302428562277 SMQ 
34 Q0 CACM-2500 41  12.07991315783423 SMQ 
34 Q0 CACM-0497 42  11.994665599111688 SMQ 
34 Q0 CACM-1031 43  11.99395138897545 SMQ 
34 Q0 CACM-2324 44  11.942276713918032 SMQ 
34 Q0 CACM-0319 45  11.879394282826329 SMQ 
34 Q0 CACM-2526 46  11.8393855585423 SMQ 
34 Q0 CACM-2812 47  11.830853196397744 SMQ 
34 Q0 CACM-1049 48  11.81896815370058 SMQ 
34 Q0 CACM-0397 49  11.788541952550226 SMQ 
34 Q0 CACM-2297 50  11.71227869170739 SMQ 
34 Q0 CACM-1323 51  11.700456350707908 SMQ 
34 Q0 CACM-2657 52  11.68104593576074 SMQ 
34 Q0 CACM-1650 53  11.658314659408376 SMQ 
34 Q0 CACM-2696 54  11.643063730947285 SMQ 
34 Q0 CACM-1852 55  11.596188494146212 SMQ 
34 Q0 CACM-1259 56  11.557604047196904 SMQ 
34 Q0 CACM-3114 57  11.55349305755272 SMQ 
34 Q0 CACM-1615 58  11.550108973707182 SMQ 
34 Q0 CACM-3060 59  11.451116912177348 SMQ 
34 Q0 CACM-1643 60  11.380810888212388 SMQ 
34 Q0 CACM-1601 61  11.379750422326671 SMQ 
34 Q0 CACM-2184 62  11.369141547123036 SMQ 
