48 Q0 CACM-2142 1  36.98981663951159 SMQ 
48 Q0 CACM-2310 2  33.93280046706363 SMQ 
48 Q0 CACM-2325 3  32.503325033446465 SMQ 
48 Q0 CACM-1722 4  31.33600093510458 SMQ 
48 Q0 CACM-1066 5  31.134843242360528 SMQ 
48 Q0 CACM-2968 6  30.60088021825072 SMQ 
48 Q0 CACM-2314 7  29.746705370100333 SMQ 
48 Q0 CACM-2850 8  28.702907755886656 SMQ 
48 Q0 CACM-2699 9  28.221435853914056 SMQ 
48 Q0 CACM-2646 10  27.643390187791567 SMQ 
48 Q0 CACM-1433 11  27.623562048412655 SMQ 
48 Q0 CACM-1809 12  26.116692392148643 SMQ 
48 Q0 CACM-2592 13  26.105024062382533 SMQ 
48 Q0 CACM-1135 14  26.039495525188606 SMQ 
48 Q0 CACM-2766 15  25.784865636618317 SMQ 
48 Q0 CACM-3124 16  25.58694888230766 SMQ 
48 Q0 CACM-3037 17  25.584654177941346 SMQ 
48 Q0 CACM-2324 18  25.340630450077263 SMQ 
48 Q0 CACM-2486 19  25.33379460110473 SMQ 
48 Q0 CACM-3103 20  25.324616820650675 SMQ 
48 Q0 CACM-1601 21  25.12858802219726 SMQ 
48 Q0 CACM-2932 22  24.99284733192692 SMQ 
48 Q0 CACM-1196 23  24.845155817835348 SMQ 
48 Q0 CACM-1658 24  24.812279350870696 SMQ 
48 Q0 CACM-2828 25  24.69128288023406 SMQ 
48 Q0 CACM-2953 26  24.620227780361077 SMQ 
48 Q0 CACM-0409 27  24.523526843990354 SMQ 
48 Q0 CACM-2433 28  24.50831681508675 SMQ 
48 Q0 CACM-3150 29  24.43913689775764 SMQ 
48 Q0 CACM-2522 30  24.395477492244332 SMQ 
48 Q0 CACM-2877 31  24.1036180537429 SMQ 
48 Q0 CACM-3032 32  24.052299729530205 SMQ 
48 Q0 CACM-2484 33  24.01904804406466 SMQ 
48 Q0 CACM-3130 34  23.92257823871843 SMQ 
48 Q0 CACM-2389 35  23.88515995137734 SMQ 
48 Q0 CACM-2883 36  23.773896129430906 SMQ 
48 Q0 CACM-1353 37  23.722040247042962 SMQ 
48 Q0 CACM-3200 38  23.69591140865596 SMQ 
48 Q0 CACM-2081 39  23.638643071723372 SMQ 
48 Q0 CACM-2366 40  23.61373616100294 SMQ 
