61 Q0 CACM-2711 1  45.675595538395044 SMQ 
61 Q0 CACM-2307 2  35.290844675854835 SMQ 
61 Q0 CACM-2451 3  29.250430799877268 SMQ 
61 Q0 CACM-1236 4  28.498364122920172 SMQ 
61 Q0 CACM-2631 5  28.17089962716347 SMQ 
61 Q0 CACM-1457 6  27.287866717197364 SMQ 
61 Q0 CACM-3134 7  27.11431841098346 SMQ 
61 Q0 CACM-2140 8  25.960778777817385 SMQ 
61 Q0 CACM-2990 9  24.424576341424203 SMQ 
61 Q0 CACM-3129 10  24.173906805426604 SMQ 
61 Q0 CACM-1927 11  24.018677704635653 SMQ 
61 Q0 CACM-1976 12  23.848463426141553 SMQ 
61 Q0 CACM-1287 13  23.326826157452548 SMQ 
61 Q0 CACM-2114 14  23.200064196182975 SMQ 
61 Q0 CACM-2991 15  22.99038155167557 SMQ 
61 Q0 CACM-2746 16  22.327184992160795 SMQ 
61 Q0 CACM-2561 17  22.321168215826276 SMQ 
61 Q0 CACM-1700 18  21.47128025416761 SMQ 
61 Q0 CACM-0634 19  21.40078824656582 SMQ 
61 Q0 CACM-2437 20  21.395938613043967 SMQ 
61 Q0 CACM-2484 21  20.85122390929067 SMQ 
61 Q0 CACM-1935 22  20.845880163273304 SMQ 
61 Q0 CACM-2882 23  20.677225784434576 SMQ 
61 Q0 CACM-1194 24  20.480067457911463 SMQ 
61 Q0 CACM-3072 25  20.44788768899806 SMQ 
61 Q0 CACM-2160 26  20.095818930567162 SMQ 
61 Q0 CACM-2916 27  20.001905627859255 SMQ 
61 Q0 CACM-2978 28  19.805465284131465 SMQ 
61 Q0 CACM-0239 29  19.443017703030005 SMQ 
61 Q0 CACM-3087 30  19.2983588876306 SMQ 
61 Q0 CACM-1046 31  18.714420106016412 SMQ 
61 Q0 CACM-2547 32  18.176054939666297 SMQ 
61 Q0 CACM-1916 33  18.115686986651202 SMQ 
61 Q0 CACM-1725 34  18.052177409011414 SMQ 
61 Q0 CACM-2033 35  17.906599335105653 SMQ 
61 Q0 CACM-2998 36  17.88568715634656 SMQ 
61 Q0 CACM-1699 37  17.85914804589732 SMQ 
61 Q0 CACM-1641 38  17.79201397686033 SMQ 
61 Q0 CACM-0944 39  17.759642992559677 SMQ 
61 Q0 CACM-2646 40  17.746330301914945 SMQ 
61 Q0 CACM-2947 41  17.70094821288522 SMQ 
61 Q0 CACM-2109 42  17.643544490668244 SMQ 
61 Q0 CACM-2486 43  17.493114134283893 SMQ 
61 Q0 CACM-2494 44  17.48291810151698 SMQ 
61 Q0 CACM-2680 45  17.387058888733293 SMQ 
61 Q0 CACM-1705 46  17.352638485863373 SMQ 
61 Q0 CACM-2883 47  17.208326710466036 SMQ 
61 Q0 CACM-1235 48  17.064043001707702 SMQ 
61 Q0 CACM-2969 49  16.963138766934836 SMQ 
61 Q0 CACM-2722 50  16.955352875819624 SMQ 
61 Q0 CACM-2862 51  16.927919251759135 SMQ 
61 Q0 CACM-1808 52  16.879649513497824 SMQ 
61 Q0 CACM-2258 53  16.8778296761952 SMQ 
61 Q0 CACM-1886 54  16.87689020794311 SMQ 
61 Q0 CACM-2278 55  16.829420260779425 SMQ 
61 Q0 CACM-0397 56  16.815961662958195 SMQ 
61 Q0 CACM-2846 57  16.665544379694268 SMQ 
61 Q0 CACM-2203 58  16.64654344807253 SMQ 
61 Q0 CACM-1455 59  16.53730952897336 SMQ 
61 Q0 CACM-0615 60  16.48694024811816 SMQ 
