45 Q0 CACM-2452 1  30.526130671160058 SMQ 
45 Q0 CACM-2765 2  29.182356758040562 SMQ 
45 Q0 CACM-1976 3  24.54870953989609 SMQ 
45 Q0 CACM-2969 4  24.50227829406624 SMQ 
45 Q0 CACM-2816 5  24.19316217991963 SMQ 
45 Q0 CACM-2988 6  23.12496652283681 SMQ 
45 Q0 CACM-1194 7  22.171991409744148 SMQ 
45 Q0 CACM-2631 8  22.15749567530535 SMQ 
45 Q0 CACM-1412 9  21.891235244569465 SMQ 
45 Q0 CACM-2318 10  21.659175646466963 SMQ 
45 Q0 CACM-2359 11  21.59867241289859 SMQ 
45 Q0 CACM-2437 12  20.990210076599272 SMQ 
45 Q0 CACM-2926 13  20.987363995293663 SMQ 
45 Q0 CACM-2114 14  20.926033386199574 SMQ 
45 Q0 CACM-3181 15  20.795349376588515 SMQ 
45 Q0 CACM-2957 16  20.607338538211245 SMQ 
45 Q0 CACM-2375 17  20.480375945469028 SMQ 
45 Q0 CACM-3002 18  20.3013142325594 SMQ 
45 Q0 CACM-1534 19  20.26047726104913 SMQ 
45 Q0 CACM-2860 20  20.164892757456897 SMQ 
45 Q0 CACM-1652 21  20.10719071938668 SMQ 
45 Q0 CACM-1267 22  20.00838858689727 SMQ 
45 Q0 CACM-2812 23  19.810701166656692 SMQ 
45 Q0 CACM-1519 24  19.768122890180063 SMQ 
45 Q0 CACM-2319 25  19.715769721224476 SMQ 
45 Q0 CACM-3012 26  19.550474383277024 SMQ 
45 Q0 CACM-1680 27  19.447969140176905 SMQ 
45 Q0 CACM-2526 28  19.306474402125364 SMQ 
45 Q0 CACM-0397 29  19.276562244581804 SMQ 
45 Q0 CACM-2669 30  19.26861835498997 SMQ 
45 Q0 CACM-3128 31  19.204913228791654 SMQ 
45 Q0 CACM-2991 32  19.071288425602297 SMQ 
45 Q0 CACM-3070 33  19.07017600495819 SMQ 
45 Q0 CACM-2978 34  18.652704064686574 SMQ 
45 Q0 CACM-3090 35  18.615859884046117 SMQ 
45 Q0 CACM-3134 36  18.612865422290255 SMQ 
45 Q0 CACM-1456 37  18.504524203479185 SMQ 
45 Q0 CACM-0409 38  18.43598375702158 SMQ 
45 Q0 CACM-2949 39  18.233855442690896 SMQ 
45 Q0 CACM-1226 40  18.201334940495798 SMQ 
45 Q0 CACM-2358 41  18.06130042847246 SMQ 
45 Q0 CACM-2951 42  17.996902938750043 SMQ 
45 Q0 CACM-0696 43  17.953477913735533 SMQ 
45 Q0 CACM-3028 44  17.809295127082404 SMQ 
45 Q0 CACM-1066 45  17.75668290127043 SMQ 
45 Q0 CACM-2716 46  17.553167579261828 SMQ 
45 Q0 CACM-2862 47  17.54049816571294 SMQ 
45 Q0 CACM-2876 48  17.50082442890804 SMQ 
45 Q0 CACM-3136 49  17.440022134224893 SMQ 
45 Q0 CACM-2451 50  17.410810879124906 SMQ 
45 Q0 CACM-2979 51  17.36367669357444 SMQ 
45 Q0 CACM-2928 52  17.343755988052195 SMQ 
45 Q0 CACM-2984 53  17.331598942432507 SMQ 
45 Q0 CACM-1908 54  17.32116704520809 SMQ 
45 Q0 CACM-2484 55  17.289260571140893 SMQ 
45 Q0 CACM-2059 56  17.281575653151624 SMQ 
45 Q0 CACM-2977 57  17.237586953884726 SMQ 
45 Q0 CACM-2859 58  17.13185633213751 SMQ 
45 Q0 CACM-3089 59  17.1247671283748 SMQ 
45 Q0 CACM-2846 60  17.107781547340522 SMQ 
45 Q0 CACM-2680 61  17.055910749461795 SMQ 
45 Q0 CACM-1032 62  17.029340077399397 SMQ 
45 Q0 CACM-1695 63  16.92680979644773 SMQ 
45 Q0 CACM-1515 64  16.828005526090585 SMQ 
45 Q0 CACM-2718 65  16.79694231339416 SMQ 
45 Q0 CACM-3103 66  16.75912996718054 SMQ 
45 Q0 CACM-3087 67  16.744808682637302 SMQ 
45 Q0 CACM-2634 68  16.670609222832937 SMQ 
45 Q0 CACM-2064 69  16.656657968513873 SMQ 
45 Q0 CACM-1653 70  16.621656453998554 SMQ 
45 Q0 CACM-2310 71  16.61260288308344 SMQ 
45 Q0 CACM-1699 72  16.58436770710946 SMQ 
45 Q0 CACM-1272 73  16.537020261059904 SMQ 
45 Q0 CACM-2542 74  16.473017361450054 SMQ 
45 Q0 CACM-2390 75  16.4304859172615 SMQ 
45 Q0 CACM-2406 76  16.372341147060702 SMQ 
45 Q0 CACM-0462 77  16.371677146711555 SMQ 
45 Q0 CACM-2140 78  16.334919446822823 SMQ 
45 Q0 CACM-2892 79  16.315135030268134 SMQ 
45 Q0 CACM-0944 80  16.31248947141886 SMQ 
45 Q0 CACM-2750 81  16.309228031662013 SMQ 
45 Q0 CACM-0068 82  16.298399814451844 SMQ 
