41 Q0 CACM-3128 1  50.49256387296663 SMQ 
41 Q0 CACM-3148 2  42.895289838376456 SMQ 
41 Q0 CACM-3043 3  42.603048872675856 SMQ 
41 Q0 CACM-3082 4  41.290811059141745 SMQ 
41 Q0 CACM-1747 5  39.76024200254438 SMQ 
41 Q0 CACM-3141 6  37.927260562355016 SMQ 
41 Q0 CACM-2578 7  36.669977069364926 SMQ 
41 Q0 CACM-2969 8  36.24409104954125 SMQ 
41 Q0 CACM-2080 9  36.03209658697575 SMQ 
41 Q0 CACM-1751 10  34.351339754508416 SMQ 
41 Q0 CACM-2522 11  33.75518802571989 SMQ 
41 Q0 CACM-2406 12  33.48823718685254 SMQ 
41 Q0 CACM-1928 13  32.47985883157614 SMQ 
41 Q0 CACM-2128 14  32.35569888066544 SMQ 
41 Q0 CACM-3076 15  32.20629234097776 SMQ 
41 Q0 CACM-3137 16  31.98602231571958 SMQ 
41 Q0 CACM-2371 17  31.5381935702581 SMQ 
41 Q0 CACM-2276 18  31.409708453504194 SMQ 
41 Q0 CACM-2342 19  31.38659652560272 SMQ 
41 Q0 CACM-3153 20  30.76478923854485 SMQ 
41 Q0 CACM-2912 21  30.73313217856868 SMQ 
41 Q0 CACM-2597 22  30.45084732815973 SMQ 
41 Q0 CACM-2740 23  30.39691870396229 SMQ 
41 Q0 CACM-2950 24  29.4402456952961 SMQ 
41 Q0 CACM-1745 25  29.32515809186286 SMQ 
41 Q0 CACM-2111 26  29.250461508074412 SMQ 
41 Q0 CACM-3119 27  29.169399827556227 SMQ 
41 Q0 CACM-2895 28  29.007082438086012 SMQ 
41 Q0 CACM-2454 29  29.001128443946925 SMQ 
41 Q0 CACM-3124 30  28.94740114885071 SMQ 
41 Q0 CACM-2317 31  28.83005863929005 SMQ 
41 Q0 CACM-2470 32  28.7602500917252 SMQ 
41 Q0 CACM-2949 33  28.732618445882196 SMQ 
41 Q0 CACM-2482 34  28.72509210293654 SMQ 
41 Q0 CACM-1552 35  28.697526603655593 SMQ 
41 Q0 CACM-2016 36  28.626802189361197 SMQ 
41 Q0 CACM-3000 37  28.603248686473307 SMQ 
41 Q0 CACM-2376 38  28.418597777209488 SMQ 
41 Q0 CACM-2541 39  28.418160529717543 SMQ 
41 Q0 CACM-2849 40  28.33195915070748 SMQ 
41 Q0 CACM-2890 41  28.168891072957127 SMQ 
41 Q0 CACM-1247 42  28.12597217928267 SMQ 
41 Q0 CACM-2198 43  28.062316826225228 SMQ 
41 Q0 CACM-2932 44  28.010114892937416 SMQ 
41 Q0 CACM-2616 45  27.919253913616295 SMQ 
41 Q0 CACM-2697 46  27.87721991591731 SMQ 
41 Q0 CACM-2596 47  27.808258006715896 SMQ 
41 Q0 CACM-1935 48  27.645554902070206 SMQ 
41 Q0 CACM-1854 49  27.552829050433136 SMQ 
41 Q0 CACM-2955 50  27.541475819787014 SMQ 
41 Q0 CACM-2504 51  27.422603667325006 SMQ 
41 Q0 CACM-2738 52  27.338894427816 SMQ 
41 Q0 CACM-1951 53  27.31574306793667 SMQ 
41 Q0 CACM-3072 54  27.282217431699454 SMQ 
41 Q0 CACM-3025 55  27.18554300215618 SMQ 
41 Q0 CACM-1572 56  27.17603715661661 SMQ 
41 Q0 CACM-1924 57  27.130272570258903 SMQ 
41 Q0 CACM-3086 58  27.037098113631252 SMQ 
41 Q0 CACM-3181 59  26.92736789111304 SMQ 
41 Q0 CACM-2030 60  26.870508069130025 SMQ 
