16 Q0 CACM-1135 1  21.014998627946664 SMQ 
16 Q0 CACM-2378 2  19.90933611114414 SMQ 
16 Q0 CACM-0243 3  19.74255063003169 SMQ 
16 Q0 CACM-3141 4  19.71425131389843 SMQ 
16 Q0 CACM-1854 5  19.294850523885522 SMQ 
16 Q0 CACM-2080 6  18.78356042820876 SMQ 
16 Q0 CACM-1750 7  18.732503672967717 SMQ 
16 Q0 CACM-2217 8  18.192418206506687 SMQ 
16 Q0 CACM-0409 9  17.931412859732035 SMQ 
16 Q0 CACM-2629 10  17.556988025276144 SMQ 
16 Q0 CACM-2522 11  17.492638300377674 SMQ 
16 Q0 CACM-3157 12  17.043074101485217 SMQ 
16 Q0 CACM-2438 13  16.695240421914946 SMQ 
16 Q0 CACM-2184 14  15.81484268092659 SMQ 
16 Q0 CACM-3021 15  15.717695939930799 SMQ 
16 Q0 CACM-1846 16  15.416006344384211 SMQ 
16 Q0 CACM-2740 17  15.277006904804008 SMQ 
16 Q0 CACM-2688 18  15.169233092642832 SMQ 
16 Q0 CACM-2949 19  15.045953339332756 SMQ 
16 Q0 CACM-1003 20  14.955958036567907 SMQ 
16 Q0 CACM-2931 21  14.939194450426934 SMQ 
16 Q0 CACM-3148 22  14.916915760787415 SMQ 
16 Q0 CACM-1199 23  14.72323941703815 SMQ 
16 Q0 CACM-2750 24  14.493318701552768 SMQ 
16 Q0 CACM-1677 25  14.3961128688057 SMQ 
16 Q0 CACM-1747 26  14.344028714608209 SMQ 
16 Q0 CACM-2320 27  14.326379659136883 SMQ 
16 Q0 CACM-2168 28  14.319241225960265 SMQ 
16 Q0 CACM-1753 29  14.223412469715441 SMQ 
16 Q0 CACM-1928 30  14.177821388835039 SMQ 
16 Q0 CACM-2266 31  14.162580617547325 SMQ 
16 Q0 CACM-0696 32  14.160538402655817 SMQ 
16 Q0 CACM-2376 33  14.140018515040289 SMQ 
16 Q0 CACM-2358 34  14.131983901175849 SMQ 
16 Q0 CACM-2890 35  14.096256872431141 SMQ 
16 Q0 CACM-2424 36  14.055293559885056 SMQ 
16 Q0 CACM-2833 37  14.050215617600998 SMQ 
16 Q0 CACM-2002 38  14.037169769267035 SMQ 
16 Q0 CACM-2317 39  13.97741758543265 SMQ 
16 Q0 CACM-2622 40  13.919842525030573 SMQ 
16 Q0 CACM-1462 41  13.914401205896064 SMQ 
16 Q0 CACM-2357 42  13.809537454488629 SMQ 
16 Q0 CACM-2950 43  13.747857901877405 SMQ 
16 Q0 CACM-2307 44  13.643599809203991 SMQ 
16 Q0 CACM-2482 45  13.641130193941102 SMQ 
16 Q0 CACM-1749 46  13.596698364606619 SMQ 
16 Q0 CACM-2379 47  13.56150778015046 SMQ 
16 Q0 CACM-1032 48  13.480909427349177 SMQ 
16 Q0 CACM-1385 49  13.392771295417509 SMQ 
16 Q0 CACM-1514 50  13.380622975409436 SMQ 
16 Q0 CACM-2947 51  13.34459777683697 SMQ 
16 Q0 CACM-3039 52  13.296631779194833 SMQ 
16 Q0 CACM-0858 53  13.280718710029792 SMQ 
16 Q0 CACM-2160 54  13.159279835596966 SMQ 
16 Q0 CACM-2794 55  13.041607078758668 SMQ 
16 Q0 CACM-1388 56  12.991079024320173 SMQ 
16 Q0 CACM-2188 57  12.985530573399654 SMQ 
16 Q0 CACM-3127 58  12.932759756806888 SMQ 
16 Q0 CACM-3049 59  12.89949597816996 SMQ 
16 Q0 CACM-1698 60  12.861666564815783 SMQ 
16 Q0 CACM-3081 61  12.849219153263938 SMQ 
