11 Q0 CACM-2699 1  23.3455532981838 SMQ 
11 Q0 CACM-2906 2  15.520685096464952 SMQ 
11 Q0 CACM-2717 3  14.614972067689822 SMQ 
11 Q0 CACM-2782 4  13.427469986912373 SMQ 
11 Q0 CACM-1923 5  12.913480371922141 SMQ 
11 Q0 CACM-2647 6  12.476702062264872 SMQ 
11 Q0 CACM-0724 7  11.327022020768686 SMQ 
11 Q0 CACM-3148 8  11.149417378605527 SMQ 
11 Q0 CACM-3171 9  10.96326944724371 SMQ 
11 Q0 CACM-1835 10  10.644686223880498 SMQ 
11 Q0 CACM-2716 11  10.504682120582343 SMQ 
11 Q0 CACM-3150 12  10.387098859713063 SMQ 
11 Q0 CACM-1872 13  10.350565698964878 SMQ 
11 Q0 CACM-2267 14  10.271821104061688 SMQ 
11 Q0 CACM-2091 15  10.02058895694497 SMQ 
11 Q0 CACM-2956 16  9.63977811745324 SMQ 
11 Q0 CACM-2923 17  9.440484461280139 SMQ 
11 Q0 CACM-1903 18  9.386607790964085 SMQ 
11 Q0 CACM-3077 19  9.200236674880593 SMQ 
11 Q0 CACM-2198 20  9.11880928183309 SMQ 
11 Q0 CACM-2320 21  9.074365133411563 SMQ 
11 Q0 CACM-1043 22  8.91243122402513 SMQ 
11 Q0 CACM-2527 23  8.79471288063614 SMQ 
11 Q0 CACM-0281 24  8.670996445913314 SMQ 
11 Q0 CACM-2081 25  8.465689129887881 SMQ 
11 Q0 CACM-2316 26  8.462386466001611 SMQ 
11 Q0 CACM-2003 27  7.989429459880329 SMQ 
11 Q0 CACM-2815 28  7.985466121283364 SMQ 
11 Q0 CACM-1627 29  7.775285806615745 SMQ 
11 Q0 CACM-1860 30  7.767348946000316 SMQ 
11 Q0 CACM-2246 31  7.731526265804316 SMQ 
11 Q0 CACM-2317 32  7.649510397154045 SMQ 
11 Q0 CACM-0205 33  7.629521302206169 SMQ 
11 Q0 CACM-2705 34  7.449446305759869 SMQ 
11 Q0 CACM-3080 35  7.41706702767596 SMQ 
11 Q0 CACM-3185 36  7.319977616553034 SMQ 
11 Q0 CACM-1358 37  7.135885415916013 SMQ 
11 Q0 CACM-0265 38  7.041248315036131 SMQ 
11 Q0 CACM-2787 39  6.900302424654904 SMQ 
11 Q0 CACM-1179 40  6.891208430807383 SMQ 
11 Q0 CACM-2954 41  6.866831173968298 SMQ 
11 Q0 CACM-2873 42  6.71442657355817 SMQ 
11 Q0 CACM-2938 43  6.695856697847653 SMQ 
11 Q0 CACM-1861 44  6.6958526560327964 SMQ 
11 Q0 CACM-3127 45  6.600332727604279 SMQ 
11 Q0 CACM-1552 46  6.465689214978397 SMQ 
11 Q0 CACM-2898 47  6.408861252335727 SMQ 
11 Q0 CACM-0048 48  6.403657020155146 SMQ 
11 Q0 CACM-3026 49  6.399119819228373 SMQ 
11 Q0 CACM-0321 50  6.3592483331880345 SMQ 
11 Q0 CACM-1145 51  6.340443482915807 SMQ 
11 Q0 CACM-2826 52  6.326781450833424 SMQ 
11 Q0 CACM-2593 53  6.313451366922026 SMQ 
11 Q0 CACM-2398 54  6.2775051736349985 SMQ 
11 Q0 CACM-3027 55  6.274033393830273 SMQ 
11 Q0 CACM-3103 56  6.255492418655669 SMQ 
11 Q0 CACM-1676 57  6.160637921350634 SMQ 
11 Q0 CACM-2034 58  6.157428857247195 SMQ 
11 Q0 CACM-2651 59  6.047300976368728 SMQ 
11 Q0 CACM-1710 60  6.004839651941032 SMQ 
11 Q0 CACM-3041 61  5.950237185792533 SMQ 
11 Q0 CACM-2842 62  5.9497480641565375 SMQ 
11 Q0 CACM-0731 63  5.896403091556683 SMQ 
11 Q0 CACM-1769 64  5.879240756608997 SMQ 
11 Q0 CACM-2542 65  5.816790955646956 SMQ 
11 Q0 CACM-1223 66  5.663860907642745 SMQ 
11 Q0 CACM-0081 67  5.438171111143291 SMQ 
11 Q0 CACM-3101 68  5.4262693694596855 SMQ 
11 Q0 CACM-0074 69  5.384345384431145 SMQ 
11 Q0 CACM-1641 70  5.319134206654565 SMQ 
11 Q0 CACM-0198 71  5.284744740101946 SMQ 
11 Q0 CACM-0232 72  5.238466044192981 SMQ 
11 Q0 CACM-1788 73  5.110749978411574 SMQ 
11 Q0 CACM-2957 74  4.882882844994962 SMQ 
11 Q0 CACM-1425 75  4.854071201190534 SMQ 
11 Q0 CACM-0249 76  4.8110028470203545 SMQ 
11 Q0 CACM-1472 77  4.735688844556728 SMQ 
11 Q0 CACM-0795 78  4.71290906910728 SMQ 
11 Q0 CACM-2603 79  4.686924407927237 SMQ 
11 Q0 CACM-1073 80  4.643147321404776 SMQ 
11 Q0 CACM-2208 81  4.59147718614821 SMQ 
11 Q0 CACM-1046 82  4.582200501949597 SMQ 
11 Q0 CACM-2931 83  4.568267548127869 SMQ 
11 Q0 CACM-1466 84  4.566419289814302 SMQ 
11 Q0 CACM-3123 85  4.483446964990103 SMQ 
11 Q0 CACM-1102 86  4.449934800063504 SMQ 
11 Q0 CACM-1115 87  4.4130433013046195 SMQ 
11 Q0 CACM-1642 88  4.386174597852962 SMQ 
11 Q0 CACM-1713 89  4.385477423519853 SMQ 
11 Q0 CACM-0463 90  4.345871146276354 SMQ 
11 Q0 CACM-1142 91  4.345871146276354 SMQ 
11 Q0 CACM-2814 92  4.2977287828930395 SMQ 
11 Q0 CACM-3057 93  4.279119301447916 SMQ 
11 Q0 CACM-0651 94  4.251856148670062 SMQ 
11 Q0 CACM-2295 95  4.251856148670062 SMQ 
11 Q0 CACM-2489 96  4.242935739155394 SMQ 
11 Q0 CACM-0762 97  4.2080513486795805 SMQ 
11 Q0 CACM-0920 98  4.2080513486795805 SMQ 
11 Q0 CACM-1183 99  4.196648463137105 SMQ 
11 Q0 CACM-1098 100  4.140833799849782 SMQ 
