20 Q0 CACM-2695 1  18.14487900352638 SMQ 
20 Q0 CACM-2986 2  15.240660113490218 SMQ 
20 Q0 CACM-2769 3  13.968026242389163 SMQ 
20 Q0 CACM-2524 4  13.260304109765773 SMQ 
20 Q0 CACM-1563 5  12.51077408573973 SMQ 
20 Q0 CACM-1457 6  10.063194045473427 SMQ 
20 Q0 CACM-2780 7  9.943164070189104 SMQ 
20 Q0 CACM-2167 8  9.892395408070476 SMQ 
20 Q0 CACM-2905 9  9.683590555217606 SMQ 
20 Q0 CACM-2490 10  9.087487306685953 SMQ 
20 Q0 CACM-2630 11  8.822421220652668 SMQ 
20 Q0 CACM-2232 12  8.775328277976845 SMQ 
20 Q0 CACM-2273 13  8.6080381782565 SMQ 
20 Q0 CACM-3152 14  8.559529851232515 SMQ 
20 Q0 CACM-2368 15  8.401400790226033 SMQ 
20 Q0 CACM-2453 16  8.184198856480663 SMQ 
20 Q0 CACM-2289 17  8.140111499715067 SMQ 
20 Q0 CACM-3156 18  8.133183734378324 SMQ 
20 Q0 CACM-3124 19  7.935438409488724 SMQ 
20 Q0 CACM-1886 20  7.90031274775396 SMQ 
20 Q0 CACM-2484 21  7.8720695851213796 SMQ 
20 Q0 CACM-2142 22  7.8073935310128455 SMQ 
20 Q0 CACM-1630 23  7.804049224938157 SMQ 
20 Q0 CACM-3094 24  7.738394265187122 SMQ 
20 Q0 CACM-2557 25  7.7261627128551345 SMQ 
20 Q0 CACM-2766 26  7.705018730970856 SMQ 
20 Q0 CACM-3018 27  7.702440426096877 SMQ 
20 Q0 CACM-1924 28  7.6971136212043465 SMQ 
20 Q0 CACM-3040 29  7.662611810306997 SMQ 
20 Q0 CACM-2081 30  7.6204812458186675 SMQ 
20 Q0 CACM-2216 31  7.58113900969351 SMQ 
20 Q0 CACM-2199 32  7.297540191536062 SMQ 
20 Q0 CACM-2506 33  7.297540191536062 SMQ 
20 Q0 CACM-2888 34  7.276750706402944 SMQ 
20 Q0 CACM-1787 35  7.074945712967293 SMQ 
20 Q0 CACM-0955 36  7.022838523960608 SMQ 
20 Q0 CACM-1504 37  7.017395660667242 SMQ 
20 Q0 CACM-2442 38  6.976213404343258 SMQ 
20 Q0 CACM-1707 39  6.9595053464130245 SMQ 
20 Q0 CACM-2699 40  6.865464457212811 SMQ 
20 Q0 CACM-3176 41  6.863782686461122 SMQ 
20 Q0 CACM-0828 42  6.7941701009899615 SMQ 
20 Q0 CACM-2877 43  6.68254512642083 SMQ 
20 Q0 CACM-2631 44  6.633303078681601 SMQ 
20 Q0 CACM-2883 45  6.633142377908409 SMQ 
20 Q0 CACM-2314 46  6.589269453649891 SMQ 
20 Q0 CACM-1047 47  6.559231641086666 SMQ 
20 Q0 CACM-2189 48  6.558692678784167 SMQ 
20 Q0 CACM-3139 49  6.53268384233695 SMQ 
20 Q0 CACM-2405 50  6.506769917726256 SMQ 
20 Q0 CACM-1423 51  6.495524808141823 SMQ 
20 Q0 CACM-3115 52  6.490054926375626 SMQ 
20 Q0 CACM-1961 53  6.461184498402162 SMQ 
20 Q0 CACM-2768 54  6.4597022397479815 SMQ 
20 Q0 CACM-0185 55  6.435531499637014 SMQ 
20 Q0 CACM-1145 56  6.425613449159336 SMQ 
20 Q0 CACM-2806 57  6.362782863463544 SMQ 
20 Q0 CACM-0856 58  6.35659598690622 SMQ 
20 Q0 CACM-1796 59  6.3523169469542236 SMQ 
20 Q0 CACM-1952 60  6.343282471959865 SMQ 
20 Q0 CACM-0661 61  6.335199614497973 SMQ 
20 Q0 CACM-2805 62  6.308209533932543 SMQ 
20 Q0 CACM-1417 63  6.28445128368244 SMQ 
20 Q0 CACM-1727 64  6.268253246705955 SMQ 
20 Q0 CACM-1153 65  6.262037015508119 SMQ 
20 Q0 CACM-2052 66  6.258938387222884 SMQ 
20 Q0 CACM-1660 67  6.237138435649309 SMQ 
20 Q0 CACM-0799 68  6.214883048955743 SMQ 
20 Q0 CACM-2192 69  6.119759495252797 SMQ 
20 Q0 CACM-1963 70  6.0961297661580796 SMQ 
20 Q0 CACM-2811 71  6.062420551050946 SMQ 
20 Q0 CACM-1116 72  6.05834336879256 SMQ 
20 Q0 CACM-2824 73  6.041667644933698 SMQ 
20 Q0 CACM-0678 74  5.983397752894527 SMQ 
20 Q0 CACM-0944 75  5.978837378815459 SMQ 
20 Q0 CACM-1847 76  5.958191512380074 SMQ 
20 Q0 CACM-2141 77  5.947273901688285 SMQ 
20 Q0 CACM-0891 78  5.89874939616269 SMQ 
20 Q0 CACM-0962 79  5.89874939616269 SMQ 
20 Q0 CACM-2619 80  5.874542114438221 SMQ 
20 Q0 CACM-1587 81  5.870399690256377 SMQ 
20 Q0 CACM-2134 82  5.869907538002599 SMQ 
20 Q0 CACM-2894 83  5.867208286626563 SMQ 
20 Q0 CACM-2554 84  5.848769475943411 SMQ 
20 Q0 CACM-1390 85  5.792483931709098 SMQ 
20 Q0 CACM-3128 86  5.792483931709098 SMQ 
20 Q0 CACM-3088 87  5.761551400045562 SMQ 
20 Q0 CACM-2803 88  5.749050410560455 SMQ 
20 Q0 CACM-2172 89  5.6665584968581335 SMQ 
20 Q0 CACM-2177 90  5.658339751008765 SMQ 
20 Q0 CACM-1292 91  5.6512081674629 SMQ 
20 Q0 CACM-2830 92  5.6358623836536905 SMQ 
20 Q0 CACM-1501 93  5.608531142119276 SMQ 
20 Q0 CACM-0096 94  5.56579357163797 SMQ 
20 Q0 CACM-0241 95  5.560006177132921 SMQ 
20 Q0 CACM-1395 96  5.547653678036159 SMQ 
20 Q0 CACM-1432 97  5.509780990163455 SMQ 
20 Q0 CACM-1180 98  5.5022139712216624 SMQ 
20 Q0 CACM-2335 99  5.484928651088317 SMQ 
20 Q0 CACM-1347 100  5.471592847550151 SMQ 
