49 Q0 CACM-2390 1  20.507159628616943 SMQ 
49 Q0 CACM-3012 2  20.068486626043423 SMQ 
49 Q0 CACM-2990 3  18.44650582421427 SMQ 
49 Q0 CACM-3134 4  17.80877863668683 SMQ 
49 Q0 CACM-1514 5  17.632282570655725 SMQ 
49 Q0 CACM-2795 6  17.262209914359993 SMQ 
49 Q0 CACM-2163 7  17.243144799871427 SMQ 
49 Q0 CACM-2307 8  17.14588398837341 SMQ 
49 Q0 CACM-1032 9  16.813524923073338 SMQ 
49 Q0 CACM-0239 10  16.447313068499874 SMQ 
49 Q0 CACM-2882 11  16.356539208405906 SMQ 
49 Q0 CACM-0651 12  16.15370195093828 SMQ 
49 Q0 CACM-1457 13  15.712004747983668 SMQ 
49 Q0 CACM-3090 14  15.628311431522466 SMQ 
49 Q0 CACM-1699 15  15.595489779845133 SMQ 
49 Q0 CACM-1959 16  15.539311937133307 SMQ 
49 Q0 CACM-2985 17  15.191096042918643 SMQ 
49 Q0 CACM-2479 18  14.7324449862863 SMQ 
49 Q0 CACM-1541 19  14.498432804898098 SMQ 
49 Q0 CACM-1935 20  14.469591575300068 SMQ 
49 Q0 CACM-3177 21  14.343309161007875 SMQ 
49 Q0 CACM-1135 22  14.217541090931663 SMQ 
49 Q0 CACM-0440 23  13.85725233251831 SMQ 
49 Q0 CACM-0652 24  13.842263265201872 SMQ 
49 Q0 CACM-2318 25  13.765366055289753 SMQ 
49 Q0 CACM-2345 26  13.65456753025169 SMQ 
49 Q0 CACM-2198 27  13.549868611395578 SMQ 
49 Q0 CACM-2127 28  13.49216618407771 SMQ 
49 Q0 CACM-1233 29  13.444048872378414 SMQ 
49 Q0 CACM-2519 30  13.437883769299269 SMQ 
49 Q0 CACM-0982 31  13.40944833564064 SMQ 
49 Q0 CACM-2407 32  13.365725130427926 SMQ 
49 Q0 CACM-1199 33  13.354580949304008 SMQ 
49 Q0 CACM-2852 34  13.277270861939844 SMQ 
49 Q0 CACM-2625 35  13.206397583681095 SMQ 
49 Q0 CACM-2288 36  13.123780793608221 SMQ 
49 Q0 CACM-2046 37  13.059481278704423 SMQ 
49 Q0 CACM-1349 38  13.004955341414739 SMQ 
49 Q0 CACM-1681 39  12.997365466018922 SMQ 
49 Q0 CACM-2160 40  12.952939773985793 SMQ 
49 Q0 CACM-3181 41  12.895129910126704 SMQ 
49 Q0 CACM-2631 42  12.869789680321498 SMQ 
49 Q0 CACM-1751 43  12.813085973573125 SMQ 
49 Q0 CACM-2319 44  12.689264829976633 SMQ 
49 Q0 CACM-1267 45  12.60899176496125 SMQ 
49 Q0 CACM-2741 46  12.604133896188292 SMQ 
49 Q0 CACM-1627 47  12.60247961288372 SMQ 
49 Q0 CACM-2168 48  12.527814222274294 SMQ 
49 Q0 CACM-2846 49  12.444796898805146 SMQ 
49 Q0 CACM-1236 50  12.41717872872365 SMQ 
49 Q0 CACM-2311 51  12.380695653694858 SMQ 
49 Q0 CACM-2522 52  12.289896915834504 SMQ 
