36 Q0 CACM-2030 1  14.075006018001691 SMQ 
36 Q0 CACM-2794 2  13.504389380703097 SMQ 
36 Q0 CACM-2112 3  12.168192934134062 SMQ 
36 Q0 CACM-1265 4  11.331255168557988 SMQ 
36 Q0 CACM-1527 5  11.198427245001236 SMQ 
36 Q0 CACM-1855 6  10.877607877281948 SMQ 
36 Q0 CACM-2581 7  10.561025966205108 SMQ 
36 Q0 CACM-2310 8  10.286267681121071 SMQ 
36 Q0 CACM-2698 9  10.25208427529637 SMQ 
36 Q0 CACM-2301 10  10.024583619195674 SMQ 
36 Q0 CACM-2811 11  9.889549409411957 SMQ 
36 Q0 CACM-1184 12  9.877393272702287 SMQ 
36 Q0 CACM-1309 13  9.712961210366794 SMQ 
36 Q0 CACM-2980 14  9.618684522902925 SMQ 
36 Q0 CACM-2113 15  9.597674009958643 SMQ 
36 Q0 CACM-2110 16  9.564965083285493 SMQ 
36 Q0 CACM-2643 17  9.508948719731986 SMQ 
36 Q0 CACM-1989 18  9.436576781235862 SMQ 
36 Q0 CACM-2836 19  9.433100291537837 SMQ 
36 Q0 CACM-1612 20  9.312322292594956 SMQ 
36 Q0 CACM-1665 21  9.184068148636582 SMQ 
36 Q0 CACM-2739 22  9.091516126752943 SMQ 
36 Q0 CACM-2423 23  8.949259659217548 SMQ 
36 Q0 CACM-3132 24  8.841663191507438 SMQ 
36 Q0 CACM-1012 25  8.722082127135572 SMQ 
36 Q0 CACM-2050 26  8.68306348298585 SMQ 
36 Q0 CACM-0617 27  8.618458964107278 SMQ 
36 Q0 CACM-1455 28  8.61503662153258 SMQ 
36 Q0 CACM-1669 29  8.519827112446148 SMQ 
36 Q0 CACM-1787 30  8.49615459434633 SMQ 
36 Q0 CACM-1668 31  8.469882750547395 SMQ 
36 Q0 CACM-2880 32  8.465449011328037 SMQ 
36 Q0 CACM-1825 33  8.451374703393816 SMQ 
36 Q0 CACM-3079 34  8.38711666415622 SMQ 
36 Q0 CACM-1910 35  8.333384688149017 SMQ 
36 Q0 CACM-1917 36  8.326330113689808 SMQ 
36 Q0 CACM-0185 37  8.278813590926628 SMQ 
36 Q0 CACM-1679 38  8.277252859685088 SMQ 
36 Q0 CACM-2195 39  8.12827817318447 SMQ 
36 Q0 CACM-2828 40  8.032664287488242 SMQ 
