10 Q0 CACM-2785 1  18.988469701191725 SMQ 
10 Q0 CACM-1795 2  15.507562469014491 SMQ 
10 Q0 CACM-2895 3  13.821139794568435 SMQ 
10 Q0 CACM-2266 4  13.697151736932884 SMQ 
10 Q0 CACM-3073 5  13.645155994745377 SMQ 
10 Q0 CACM-3075 6  13.20424709880471 SMQ 
10 Q0 CACM-3059 7  13.15372867444627 SMQ 
10 Q0 CACM-2700 8  12.760009060737367 SMQ 
10 Q0 CACM-2514 9  12.714484195937594 SMQ 
10 Q0 CACM-1747 10  12.65339406903517 SMQ 
10 Q0 CACM-1536 11  12.392077315296437 SMQ 
10 Q0 CACM-1302 12  12.021978720096532 SMQ 
10 Q0 CACM-2851 13  11.656889067914577 SMQ 
10 Q0 CACM-1158 14  11.64160865718403 SMQ 
10 Q0 CACM-2685 15  11.59150221793664 SMQ 
10 Q0 CACM-0249 16  11.51907415535103 SMQ 
10 Q0 CACM-1367 17  11.308153757560866 SMQ 
10 Q0 CACM-1828 18  10.850535015205324 SMQ 
10 Q0 CACM-2316 19  10.700893705580686 SMQ 
10 Q0 CACM-2814 20  10.642585454665522 SMQ 
10 Q0 CACM-0651 21  10.510449215083892 SMQ 
10 Q0 CACM-2896 22  10.487305320449755 SMQ 
10 Q0 CACM-2714 23  10.487206073718351 SMQ 
10 Q0 CACM-1262 24  10.485536121026742 SMQ 
10 Q0 CACM-2973 25  10.460254015227006 SMQ 
10 Q0 CACM-2289 26  10.370224340772863 SMQ 
10 Q0 CACM-1601 27  10.261759794304528 SMQ 
10 Q0 CACM-0141 28  10.173717667045992 SMQ 
10 Q0 CACM-0628 29  10.148993282454 SMQ 
10 Q0 CACM-0950 30  10.121496846053269 SMQ 
10 Q0 CACM-1811 31  10.061155042634235 SMQ 
10 Q0 CACM-3156 32  9.978515970296183 SMQ 
10 Q0 CACM-0392 33  9.97485083121709 SMQ 
10 Q0 CACM-2865 34  9.96593467833862 SMQ 
10 Q0 CACM-1468 35  9.878303348861419 SMQ 
10 Q0 CACM-1309 36  9.82863254691729 SMQ 
10 Q0 CACM-2265 37  9.60565072897027 SMQ 
10 Q0 CACM-1569 38  9.602296462290933 SMQ 
10 Q0 CACM-1366 39  9.5928951872104 SMQ 
10 Q0 CACM-2705 40  9.559782031193935 SMQ 
10 Q0 CACM-2081 41  9.537128598674471 SMQ 
10 Q0 CACM-2401 42  9.479067425453199 SMQ 
10 Q0 CACM-3077 43  9.439398357272903 SMQ 
10 Q0 CACM-1098 44  9.431362546244797 SMQ 
10 Q0 CACM-2557 45  9.41155895873388 SMQ 
10 Q0 CACM-2182 46  9.40403032711815 SMQ 
10 Q0 CACM-2603 47  9.373848815854474 SMQ 
10 Q0 CACM-1496 48  9.317058051783032 SMQ 
10 Q0 CACM-1008 49  9.287091585268959 SMQ 
10 Q0 CACM-1923 50  9.25041520958646 SMQ 
10 Q0 CACM-1852 51  9.237117004294792 SMQ 
10 Q0 CACM-2326 52  9.159092908883144 SMQ 
10 Q0 CACM-1466 53  9.132838579628604 SMQ 
10 Q0 CACM-1216 54  9.129235999850255 SMQ 
10 Q0 CACM-2406 55  9.021005320353922 SMQ 
10 Q0 CACM-2952 56  9.019604648610512 SMQ 
10 Q0 CACM-2342 57  9.016260018322358 SMQ 
10 Q0 CACM-1459 58  8.986691393475951 SMQ 
10 Q0 CACM-3148 59  8.984697226272738 SMQ 
10 Q0 CACM-2470 60  8.952092365887816 SMQ 
10 Q0 CACM-1703 61  8.949829121379286 SMQ 
10 Q0 CACM-1102 62  8.899869600127008 SMQ 
10 Q0 CACM-1306 63  8.893540035775647 SMQ 
10 Q0 CACM-2570 64  8.781161729132577 SMQ 
10 Q0 CACM-2645 65  8.777711630547326 SMQ 
10 Q0 CACM-2842 66  8.755873389455399 SMQ 
10 Q0 CACM-2195 67  8.734218097965133 SMQ 
10 Q0 CACM-0463 68  8.691742292552709 SMQ 
10 Q0 CACM-1142 69  8.691742292552709 SMQ 
10 Q0 CACM-1988 70  8.60665130996324 SMQ 
10 Q0 CACM-0990 71  8.589184113861007 SMQ 
10 Q0 CACM-2192 72  8.589184113861007 SMQ 
10 Q0 CACM-3150 73  8.577941340833192 SMQ 
10 Q0 CACM-2710 74  8.573109991326104 SMQ 
10 Q0 CACM-2838 75  8.51627104396631 SMQ 
10 Q0 CACM-2295 76  8.503712297340124 SMQ 
10 Q0 CACM-2727 77  8.49004609922234 SMQ 
10 Q0 CACM-1471 78  8.471912495134648 SMQ 
10 Q0 CACM-2175 79  8.454399743931104 SMQ 
10 Q0 CACM-2433 80  8.43923761755819 SMQ 
10 Q0 CACM-0762 81  8.416102697359161 SMQ 
10 Q0 CACM-0920 82  8.416102697359161 SMQ 
10 Q0 CACM-1485 83  8.41438469885213 SMQ 
10 Q0 CACM-1846 84  8.314121949678464 SMQ 
10 Q0 CACM-0265 85  8.290005295510685 SMQ 
10 Q0 CACM-1613 86  8.273727913956758 SMQ 
10 Q0 CACM-3105 87  8.223586107000544 SMQ 
10 Q0 CACM-1603 88  8.194996915143747 SMQ 
10 Q0 CACM-2956 89  8.192765578080932 SMQ 
10 Q0 CACM-1200 90  8.140834486881054 SMQ 
10 Q0 CACM-2254 91  8.13800868515791 SMQ 
10 Q0 CACM-2112 92  8.127482426557314 SMQ 
10 Q0 CACM-2317 93  8.104070863463123 SMQ 
10 Q0 CACM-2941 94  8.085893509812967 SMQ 
10 Q0 CACM-2126 95  8.036209657863413 SMQ 
10 Q0 CACM-1959 96  8.019115537542428 SMQ 
10 Q0 CACM-3171 97  7.987968857718716 SMQ 
10 Q0 CACM-2080 98  7.983905041715126 SMQ 
10 Q0 CACM-2782 99  7.96024548979408 SMQ 
10 Q0 CACM-1957 100  7.87651510211694 SMQ 
