56 Q0 CACM-2327 1  22.725764171784043 SMQ 
56 Q0 CACM-1678 2  22.477499205533707 SMQ 
56 Q0 CACM-2931 3  22.187294683029116 SMQ 
56 Q0 CACM-2650 4  20.928790724762003 SMQ 
56 Q0 CACM-2112 5  20.898108962202837 SMQ 
56 Q0 CACM-2921 6  20.672736135386064 SMQ 
56 Q0 CACM-1665 7  20.165328090349913 SMQ 
56 Q0 CACM-2645 8  19.519031120117088 SMQ 
56 Q0 CACM-2470 9  19.445802575366084 SMQ 
56 Q0 CACM-2061 10  18.758848918416675 SMQ 
56 Q0 CACM-2302 11  18.248977010264714 SMQ 
56 Q0 CACM-2842 12  17.912296630194852 SMQ 
56 Q0 CACM-1453 13  17.885831961463275 SMQ 
56 Q0 CACM-1961 14  17.5852888189041 SMQ 
56 Q0 CACM-0464 15  17.289557085302185 SMQ 
56 Q0 CACM-1048 16  16.538120305537483 SMQ 
56 Q0 CACM-2932 17  16.38520286572684 SMQ 
56 Q0 CACM-2051 18  15.87500661847449 SMQ 
56 Q0 CACM-1334 19  15.871085214084994 SMQ 
56 Q0 CACM-1867 20  15.870532090895408 SMQ 
56 Q0 CACM-2323 21  15.855965131105178 SMQ 
56 Q0 CACM-2326 22  15.847464097341005 SMQ 
56 Q0 CACM-1834 23  15.5671403008258 SMQ 
56 Q0 CACM-3124 24  15.526479024465678 SMQ 
56 Q0 CACM-1046 25  15.446033412855542 SMQ 
56 Q0 CACM-2809 26  15.414592177389958 SMQ 
56 Q0 CACM-2449 27  15.41342294412976 SMQ 
56 Q0 CACM-1911 28  15.371146913944374 SMQ 
56 Q0 CACM-2166 29  15.233999835612872 SMQ 
56 Q0 CACM-2134 30  15.223672560621893 SMQ 
56 Q0 CACM-1258 31  15.06393948572428 SMQ 
56 Q0 CACM-1397 32  15.014488007678551 SMQ 
56 Q0 CACM-2165 33  14.985632380661018 SMQ 
56 Q0 CACM-1253 34  14.955908026624154 SMQ 
56 Q0 CACM-2167 35  14.784270871351698 SMQ 
56 Q0 CACM-2616 36  14.507767587113989 SMQ 
56 Q0 CACM-2305 37  14.452585090287926 SMQ 
56 Q0 CACM-1154 38  14.449189277815261 SMQ 
56 Q0 CACM-1216 39  14.42093289809406 SMQ 
56 Q0 CACM-1781 40  14.418554505900918 SMQ 
56 Q0 CACM-3077 41  14.388892601923327 SMQ 
56 Q0 CACM-1806 42  14.239592791972155 SMQ 
56 Q0 CACM-0671 43  14.220395954930668 SMQ 
56 Q0 CACM-1425 44  14.169726256140576 SMQ 
56 Q0 CACM-2580 45  14.113652165363966 SMQ 
56 Q0 CACM-1366 46  14.099673242347269 SMQ 
56 Q0 CACM-0397 47  14.080858690128832 SMQ 
56 Q0 CACM-2164 48  14.016664031255727 SMQ 
56 Q0 CACM-1739 49  14.004760223480618 SMQ 
56 Q0 CACM-0724 50  14.0041789034273 SMQ 
56 Q0 CACM-1223 51  13.85892907696487 SMQ 
56 Q0 CACM-2719 52  13.766941078043633 SMQ 
56 Q0 CACM-3199 53  13.764318089777799 SMQ 
56 Q0 CACM-1703 54  13.65077852852254 SMQ 
56 Q0 CACM-2195 55  13.60527065700942 SMQ 
56 Q0 CACM-1649 56  13.576489675538056 SMQ 
56 Q0 CACM-1463 57  13.563957069538402 SMQ 
56 Q0 CACM-2803 58  13.522768882021959 SMQ 
56 Q0 CACM-2163 59  13.498174614130374 SMQ 
56 Q0 CACM-1752 60  13.467306814648337 SMQ 
56 Q0 CACM-1503 61  13.366332771302032 SMQ 
56 Q0 CACM-2186 62  13.365996165834808 SMQ 
56 Q0 CACM-3012 63  13.325557734815064 SMQ 
