31 Q0 CACM-3013 1  59.44210861613446 SMQ 
31 Q0 CACM-2142 2  56.680117732755264 SMQ 
31 Q0 CACM-1686 3  55.64137794289354 SMQ 
31 Q0 CACM-2283 4  49.839364066272054 SMQ 
31 Q0 CACM-1144 5  49.67042661909141 SMQ 
31 Q0 CACM-2065 6  48.97658730276668 SMQ 
31 Q0 CACM-3047 7  47.92908767695647 SMQ 
31 Q0 CACM-2370 8  47.882241459230585 SMQ 
31 Q0 CACM-2188 9  43.652597616685206 SMQ 
31 Q0 CACM-1327 10  42.78940625090095 SMQ 
31 Q0 CACM-2893 11  42.042742337574005 SMQ 
31 Q0 CACM-2051 12  41.42907424527135 SMQ 
31 Q0 CACM-2231 13  41.31382323941729 SMQ 
31 Q0 CACM-1350 14  40.37323227813835 SMQ 
31 Q0 CACM-1415 15  40.0151990206357 SMQ 
31 Q0 CACM-2402 16  39.81744417261501 SMQ 
31 Q0 CACM-3015 17  39.24285964971449 SMQ 
31 Q0 CACM-2421 18  39.19829466271045 SMQ 
31 Q0 CACM-1108 19  39.10292068256883 SMQ 
31 Q0 CACM-2674 20  38.69976374613515 SMQ 
31 Q0 CACM-2211 21  38.56711348829992 SMQ 
31 Q0 CACM-1543 22  38.52648289419533 SMQ 
31 Q0 CACM-0730 23  38.25826511066612 SMQ 
31 Q0 CACM-0849 24  37.50979576982223 SMQ 
31 Q0 CACM-1891 25  37.45991577846143 SMQ 
31 Q0 CACM-0078 26  37.45357042922414 SMQ 
31 Q0 CACM-0615 27  37.239594202801435 SMQ 
31 Q0 CACM-2054 28  37.14829828791858 SMQ 
31 Q0 CACM-1388 29  37.01778482706152 SMQ 
31 Q0 CACM-0973 30  36.599527095018054 SMQ 
31 Q0 CACM-0616 31  36.594845442876135 SMQ 
31 Q0 CACM-0605 32  36.30397855036111 SMQ 
31 Q0 CACM-2367 33  36.183331386628915 SMQ 
31 Q0 CACM-3198 34  35.75968543797877 SMQ 
31 Q0 CACM-2721 35  35.66734808566322 SMQ 
31 Q0 CACM-1588 36  35.44168540058118 SMQ 
31 Q0 CACM-0533 37  35.425920053854874 SMQ 
31 Q0 CACM-1664 38  35.37622350319676 SMQ 
31 Q0 CACM-0670 39  35.30724413387742 SMQ 
31 Q0 CACM-1325 40  35.22558362842593 SMQ 
31 Q0 CACM-1381 41  35.17416705999704 SMQ 
31 Q0 CACM-2004 42  34.97949387971194 SMQ 
31 Q0 CACM-0531 43  34.859582503977315 SMQ 
31 Q0 CACM-1046 44  34.74293942899568 SMQ 
31 Q0 CACM-0104 45  34.72363421757355 SMQ 
31 Q0 CACM-1741 46  34.718352147653334 SMQ 
31 Q0 CACM-1638 47  34.59496448602529 SMQ 
31 Q0 CACM-2125 48  34.59107334955269 SMQ 
31 Q0 CACM-2020 49  34.58234308874502 SMQ 
31 Q0 CACM-0329 50  34.55375837128166 SMQ 
31 Q0 CACM-0894 51  34.44943020022615 SMQ 
31 Q0 CACM-1806 52  34.36915224578523 SMQ 
31 Q0 CACM-1384 53  34.28155592959506 SMQ 
31 Q0 CACM-1440 54  34.25365857396718 SMQ 
31 Q0 CACM-1272 55  34.141123070713654 SMQ 
31 Q0 CACM-1233 56  34.11790385497288 SMQ 
31 Q0 CACM-1423 57  34.09903610621665 SMQ 
31 Q0 CACM-2130 58  33.90690635977995 SMQ 
31 Q0 CACM-1428 59  33.88180351880601 SMQ 
31 Q0 CACM-1625 60  33.71413106606833 SMQ 
31 Q0 CACM-1066 61  33.67495668175313 SMQ 
31 Q0 CACM-2050 62  33.66100450566539 SMQ 
31 Q0 CACM-2606 63  33.600154838966375 SMQ 
31 Q0 CACM-1700 64  33.44931698816833 SMQ 
31 Q0 CACM-3076 65  33.328580584350846 SMQ 
31 Q0 CACM-1665 66  33.27158073190053 SMQ 
31 Q0 CACM-1571 67  33.24882700295622 SMQ 
31 Q0 CACM-1726 68  33.22632140867925 SMQ 
31 Q0 CACM-2302 69  33.1395846780645 SMQ 
31 Q0 CACM-0694 70  33.08787360202866 SMQ 
31 Q0 CACM-2396 71  33.06566936373561 SMQ 
31 Q0 CACM-2628 72  32.889675804618676 SMQ 
31 Q0 CACM-1929 73  32.815831767938754 SMQ 
31 Q0 CACM-2786 74  32.798560005519846 SMQ 
31 Q0 CACM-2931 75  32.56172961148761 SMQ 
31 Q0 CACM-1601 76  32.49484351622658 SMQ 
31 Q0 CACM-2341 77  32.47477157804785 SMQ 
31 Q0 CACM-2829 78  32.41885130032306 SMQ 
31 Q0 CACM-2254 79  32.39400387904999 SMQ 
31 Q0 CACM-1456 80  32.35886789937407 SMQ 
31 Q0 CACM-0674 81  32.34358778905262 SMQ 
31 Q0 CACM-2274 82  32.25701867754343 SMQ 
31 Q0 CACM-1961 83  32.10150903870063 SMQ 
31 Q0 CACM-1846 84  32.01451339448477 SMQ 
31 Q0 CACM-2687 85  31.93276582908457 SMQ 
31 Q0 CACM-1292 86  31.907494376951913 SMQ 
31 Q0 CACM-2233 87  31.88652618278842 SMQ 
31 Q0 CACM-3057 88  31.77640986311373 SMQ 
31 Q0 CACM-1652 89  31.712849443547938 SMQ 
31 Q0 CACM-0893 90  31.675801327219553 SMQ 
31 Q0 CACM-0464 91  31.64193722188998 SMQ 
31 Q0 CACM-2092 92  31.602520431183972 SMQ 
31 Q0 CACM-1878 93  31.58976123935839 SMQ 
31 Q0 CACM-2486 94  31.53245468673083 SMQ 
31 Q0 CACM-1680 95  31.497995253341692 SMQ 
31 Q0 CACM-2702 96  31.439756513042255 SMQ 
31 Q0 CACM-2826 97  31.398885109254113 SMQ 
31 Q0 CACM-1196 98  31.275282665149497 SMQ 
31 Q0 CACM-2484 99  31.223110823497972 SMQ 
31 Q0 CACM-2031 100  31.219911803399242 SMQ 
