46 Q0 CACM-1032 1  28.735431183647233 SMQ 
46 Q0 CACM-2990 2  27.70177892585993 SMQ 
46 Q0 CACM-0329 3  25.440896195481642 SMQ 
46 Q0 CACM-1457 4  24.511647842084233 SMQ 
46 Q0 CACM-2711 5  24.092681268700225 SMQ 
46 Q0 CACM-2631 6  23.494533586410142 SMQ 
46 Q0 CACM-2451 7  22.57577874614421 SMQ 
46 Q0 CACM-1653 8  21.40984475401087 SMQ 
46 Q0 CACM-2307 9  20.378970944410426 SMQ 
46 Q0 CACM-2568 10  19.96851509346395 SMQ 
46 Q0 CACM-0944 11  19.9474722126893 SMQ 
46 Q0 CACM-2882 12  19.810393408463494 SMQ 
46 Q0 CACM-1236 13  19.57075356448404 SMQ 
46 Q0 CACM-2265 14  19.181892576175237 SMQ 
46 Q0 CACM-1976 15  19.08636514169372 SMQ 
46 Q0 CACM-1267 16  19.066933883984717 SMQ 
46 Q0 CACM-2542 17  19.016121998374057 SMQ 
46 Q0 CACM-1108 18  18.545436970610368 SMQ 
46 Q0 CACM-2984 19  18.42725727859261 SMQ 
46 Q0 CACM-1675 20  18.317756668810496 SMQ 
46 Q0 CACM-1652 21  18.11125499596347 SMQ 
46 Q0 CACM-1665 22  17.91459162954391 SMQ 
46 Q0 CACM-2959 23  17.907185908523523 SMQ 
46 Q0 CACM-1627 24  17.763225834012093 SMQ 
46 Q0 CACM-2991 25  17.761991676613313 SMQ 
46 Q0 CACM-2140 26  17.712214918343307 SMQ 
46 Q0 CACM-2217 27  17.501370287822127 SMQ 
46 Q0 CACM-1194 28  17.374592269473474 SMQ 
46 Q0 CACM-1272 29  17.200966022295898 SMQ 
46 Q0 CACM-2389 30  17.10319999052649 SMQ 
46 Q0 CACM-2842 31  17.046577128392794 SMQ 
46 Q0 CACM-2699 32  16.979821308158215 SMQ 
46 Q0 CACM-2454 33  16.90918594848496 SMQ 
46 Q0 CACM-1699 34  16.8404990458384 SMQ 
46 Q0 CACM-0696 35  16.757974918569758 SMQ 
46 Q0 CACM-0891 36  16.583806034711944 SMQ 
46 Q0 CACM-2835 37  16.5023636051393 SMQ 
46 Q0 CACM-0675 38  16.468673225687166 SMQ 
46 Q0 CACM-1911 39  16.46114750673037 SMQ 
46 Q0 CACM-2598 40  16.44629047134478 SMQ 
46 Q0 CACM-1572 41  16.409687459998697 SMQ 
46 Q0 CACM-2561 42  16.401628857899734 SMQ 
46 Q0 CACM-1948 43  16.397270973167572 SMQ 
46 Q0 CACM-1415 44  16.393383839615392 SMQ 
46 Q0 CACM-2669 45  16.35656746668463 SMQ 
46 Q0 CACM-3089 46  16.252664412286435 SMQ 
46 Q0 CACM-2059 47  16.16596655805673 SMQ 
46 Q0 CACM-2812 48  16.14115640135593 SMQ 
46 Q0 CACM-2437 49  16.02768996846433 SMQ 
46 Q0 CACM-2318 50  16.01347546690594 SMQ 
46 Q0 CACM-1048 51  15.947533025301714 SMQ 
46 Q0 CACM-1926 52  15.864143345179222 SMQ 
46 Q0 CACM-1935 53  15.825137694777183 SMQ 
46 Q0 CACM-3059 54  15.804973005163129 SMQ 
46 Q0 CACM-1290 55  15.793491596613919 SMQ 
46 Q0 CACM-3134 56  15.770524580600515 SMQ 
46 Q0 CACM-2094 57  15.731956767580327 SMQ 
46 Q0 CACM-2484 58  15.496122196218183 SMQ 
46 Q0 CACM-1412 59  15.430700167372216 SMQ 
46 Q0 CACM-1855 60  15.306643619905927 SMQ 
46 Q0 CACM-1029 61  15.280148907931995 SMQ 
46 Q0 CACM-2741 62  15.249770701305952 SMQ 
46 Q0 CACM-2033 63  15.21263770599505 SMQ 
46 Q0 CACM-1516 64  15.129647868126064 SMQ 
46 Q0 CACM-1934 65  15.11526325508041 SMQ 
46 Q0 CACM-2616 66  15.033295791561468 SMQ 
46 Q0 CACM-1827 67  15.01936009942681 SMQ 
46 Q0 CACM-2050 68  15.012578071779126 SMQ 
46 Q0 CACM-2188 69  14.983368608055976 SMQ 
46 Q0 CACM-2319 70  14.976818707995461 SMQ 
46 Q0 CACM-3092 71  14.966955455237379 SMQ 
46 Q0 CACM-1856 72  14.917489477542855 SMQ 
46 Q0 CACM-1768 73  14.871371576929166 SMQ 
46 Q0 CACM-2765 74  14.782094667994144 SMQ 
46 Q0 CACM-2684 75  14.77055813055952 SMQ 
46 Q0 CACM-2518 76  14.753544498570996 SMQ 
46 Q0 CACM-2046 77  14.749260912274696 SMQ 
46 Q0 CACM-2390 78  14.744399323531349 SMQ 
46 Q0 CACM-3041 79  14.729989356770606 SMQ 
46 Q0 CACM-1651 80  14.725671976550935 SMQ 
46 Q0 CACM-1527 81  14.70016759174638 SMQ 
46 Q0 CACM-2092 82  14.690976735970363 SMQ 
46 Q0 CACM-0048 83  14.652320173190907 SMQ 
46 Q0 CACM-1769 84  14.63210601245761 SMQ 
46 Q0 CACM-2268 85  14.61800848322904 SMQ 
46 Q0 CACM-2165 86  14.607039993790846 SMQ 
46 Q0 CACM-2883 87  14.60467420055861 SMQ 
46 Q0 CACM-3119 88  14.598380557391293 SMQ 
46 Q0 CACM-3070 89  14.59375797921113 SMQ 
46 Q0 CACM-1792 90  14.558727621009059 SMQ 
46 Q0 CACM-1469 91  14.546676240101888 SMQ 
46 Q0 CACM-2452 92  14.518509463132187 SMQ 
46 Q0 CACM-2198 93  14.485388812577591 SMQ 
46 Q0 CACM-0397 94  14.469531394174968 SMQ 
46 Q0 CACM-1503 95  14.436886776446244 SMQ 
46 Q0 CACM-1173 96  14.423408480137113 SMQ 
46 Q0 CACM-2453 97  14.416998041783353 SMQ 
46 Q0 CACM-1398 98  14.386268198916556 SMQ 
46 Q0 CACM-2571 99  14.375438234608733 SMQ 
46 Q0 CACM-2923 100  14.366659319297268 SMQ 
