25 Q0 CACM-2318 1  16.767116154874998 SMQ 
25 Q0 CACM-2812 2  14.124365203590926 SMQ 
25 Q0 CACM-3119 3  13.88771467948186 SMQ 
25 Q0 CACM-1653 4  12.895122431856779 SMQ 
25 Q0 CACM-2984 5  12.885018709156032 SMQ 
25 Q0 CACM-2319 6  12.874466825235428 SMQ 
25 Q0 CACM-3070 7  12.872878624955344 SMQ 
25 Q0 CACM-2268 8  12.732383103106741 SMQ 
25 Q0 CACM-2634 9  12.583783215355835 SMQ 
25 Q0 CACM-3089 10  12.562061177945553 SMQ 
25 Q0 CACM-2741 11  12.321425517452354 SMQ 
25 Q0 CACM-1938 12  11.993584760762333 SMQ 
25 Q0 CACM-2882 13  11.892404926982989 SMQ 
25 Q0 CACM-2542 14  11.540371653205836 SMQ 
25 Q0 CACM-2894 15  11.538835411847138 SMQ 
25 Q0 CACM-2990 16  11.351548055896558 SMQ 
25 Q0 CACM-2951 17  11.064949866181609 SMQ 
25 Q0 CACM-2988 18  10.933248781362998 SMQ 
25 Q0 CACM-2017 19  10.887053307387992 SMQ 
25 Q0 CACM-2522 20  10.653149015745845 SMQ 
25 Q0 CACM-3048 21  10.559166499662023 SMQ 
25 Q0 CACM-1032 22  10.50616111693235 SMQ 
25 Q0 CACM-1030 23  10.345183714013018 SMQ 
25 Q0 CACM-2298 24  10.293451823377506 SMQ 
25 Q0 CACM-1728 25  10.23446885714924 SMQ 
25 Q0 CACM-2852 26  10.121610643118764 SMQ 
25 Q0 CACM-2151 27  10.069564471316903 SMQ 
25 Q0 CACM-1908 28  10.047082349466224 SMQ 
25 Q0 CACM-2535 29  10.045479623171342 SMQ 
25 Q0 CACM-2892 30  9.99992569190959 SMQ 
25 Q0 CACM-1719 31  9.83685161157842 SMQ 
25 Q0 CACM-3136 32  9.815641141602471 SMQ 
25 Q0 CACM-1347 33  9.802057074878128 SMQ 
25 Q0 CACM-1518 34  9.696176898585378 SMQ 
25 Q0 CACM-3028 35  9.602355380152847 SMQ 
25 Q0 CACM-2452 36  9.520099259740416 SMQ 
25 Q0 CACM-1267 37  9.503520080283218 SMQ 
25 Q0 CACM-1827 38  9.498579085233978 SMQ 
25 Q0 CACM-1750 39  9.45917231179942 SMQ 
25 Q0 CACM-1805 40  9.439591959020069 SMQ 
25 Q0 CACM-2317 41  9.393503689441989 SMQ 
25 Q0 CACM-0436 42  9.340570267488665 SMQ 
25 Q0 CACM-2798 43  9.256466615988817 SMQ 
25 Q0 CACM-3091 44  9.105378371093153 SMQ 
25 Q0 CACM-3072 45  8.989836795548872 SMQ 
25 Q0 CACM-2571 46  8.906815643488217 SMQ 
25 Q0 CACM-2016 47  8.897681827448027 SMQ 
25 Q0 CACM-3088 48  8.778095297746852 SMQ 
25 Q0 CACM-1699 49  8.61555848713786 SMQ 
25 Q0 CACM-2375 50  8.573982308588683 SMQ 
25 Q0 CACM-2859 51  8.519823831618002 SMQ 
