5 Q0 CACM-1829 1  34.73944972186801 SMQ 
5 Q0 CACM-2035 2  33.65191610490333 SMQ 
5 Q0 CACM-1978 3  30.08632068807114 SMQ 
5 Q0 CACM-2321 4  27.77923285933312 SMQ 
5 Q0 CACM-2786 5  27.728356091871582 SMQ 
5 Q0 CACM-1699 6  27.32460915027071 SMQ 
5 Q0 CACM-1671 7  27.277612324668514 SMQ 
5 Q0 CACM-2003 8  26.779564482864657 SMQ 
5 Q0 CACM-2629 9  26.306995158266687 SMQ 
5 Q0 CACM-2357 10  25.342415201878755 SMQ 
5 Q0 CACM-2299 11  25.07670823007128 SMQ 
5 Q0 CACM-1698 12  24.704314323358194 SMQ 
5 Q0 CACM-1188 13  24.69229161131726 SMQ 
5 Q0 CACM-2169 14  24.515158007552678 SMQ 
5 Q0 CACM-1605 15  24.475351232354015 SMQ 
5 Q0 CACM-2873 16  24.11520635310981 SMQ 
5 Q0 CACM-1960 17  23.839389926547316 SMQ 
5 Q0 CACM-3147 18  23.776842464935136 SMQ 
5 Q0 CACM-2820 19  23.718485523979247 SMQ 
5 Q0 CACM-2247 20  22.88512547366086 SMQ 
5 Q0 CACM-1571 21  22.541572150542564 SMQ 
5 Q0 CACM-1742 22  22.39078896743923 SMQ 
5 Q0 CACM-0892 23  22.316467392481606 SMQ 
5 Q0 CACM-1502 24  22.28052346513206 SMQ 
5 Q0 CACM-2622 25  22.240835111265426 SMQ 
5 Q0 CACM-1409 26  21.935171795948836 SMQ 
5 Q0 CACM-2396 27  21.796205524770794 SMQ 
5 Q0 CACM-3102 28  21.64014348792008 SMQ 
5 Q0 CACM-1937 29  21.614573375379194 SMQ 
5 Q0 CACM-2252 30  21.595026810251483 SMQ 
5 Q0 CACM-2483 31  21.589453371474423 SMQ 
5 Q0 CACM-2138 32  21.58280946453186 SMQ 
5 Q0 CACM-2145 33  21.52892008521489 SMQ 
5 Q0 CACM-0972 34  21.39840378121903 SMQ 
5 Q0 CACM-1764 35  21.385800766961005 SMQ 
5 Q0 CACM-1392 36  21.36519559311406 SMQ 
5 Q0 CACM-2106 37  21.314584069509653 SMQ 
5 Q0 CACM-2314 38  21.124438640559845 SMQ 
5 Q0 CACM-2358 39  21.1100423793105 SMQ 
5 Q0 CACM-3035 40  20.752436602254036 SMQ 
5 Q0 CACM-1853 41  20.687653885536964 SMQ 
5 Q0 CACM-2956 42  20.664983856866794 SMQ 
5 Q0 CACM-3012 43  20.656803019404304 SMQ 
5 Q0 CACM-1395 44  20.644848012270376 SMQ 
5 Q0 CACM-1534 45  20.598831082811863 SMQ 
5 Q0 CACM-1487 46  20.373485242443365 SMQ 
5 Q0 CACM-1238 47  20.33793802213912 SMQ 
5 Q0 CACM-3087 48  20.202986827167457 SMQ 
5 Q0 CACM-2522 49  20.154370112172206 SMQ 
5 Q0 CACM-1435 50  20.126841312543974 SMQ 
5 Q0 CACM-2812 51  20.12138563750321 SMQ 
5 Q0 CACM-1519 52  20.111218912299016 SMQ 
5 Q0 CACM-1421 53  20.06145928179508 SMQ 
5 Q0 CACM-1962 54  19.89089824859589 SMQ 
5 Q0 CACM-1810 55  19.741768432674217 SMQ 
5 Q0 CACM-2439 56  19.69460182666373 SMQ 
