1 Q0 CACM-2319 1  24.91206230517533 SMQ 
1 Q0 CACM-1410 2  22.0861028030189 SMQ 
1 Q0 CACM-1657 3  22.037575897668646 SMQ 
1 Q0 CACM-2629 4  20.067413651312897 SMQ 
1 Q0 CACM-1605 5  19.990609349474337 SMQ 
1 Q0 CACM-2054 6  19.53314756328735 SMQ 
1 Q0 CACM-1827 7  19.407607037654085 SMQ 
1 Q0 CACM-2218 8  19.093880403135977 SMQ 
1 Q0 CACM-1938 9  19.003426342600424 SMQ 
1 Q0 CACM-1033 10  18.955668182558473 SMQ 
1 Q0 CACM-1698 11  18.50102801625678 SMQ 
1 Q0 CACM-2357 12  18.357917958170475 SMQ 
1 Q0 CACM-2378 13  18.34725992443606 SMQ 
1 Q0 CACM-2379 14  18.276714039181797 SMQ 
1 Q0 CACM-2947 15  17.742008152012367 SMQ 
1 Q0 CACM-2151 16  17.688080315211025 SMQ 
1 Q0 CACM-1591 17  17.59839311613137 SMQ 
1 Q0 CACM-1519 18  17.52404555252661 SMQ 
1 Q0 CACM-2535 19  17.482724644040537 SMQ 
1 Q0 CACM-1506 20  17.368619956493077 SMQ 
1 Q0 CACM-1749 21  17.276881016145527 SMQ 
1 Q0 CACM-1161 22  17.152550764232444 SMQ 
1 Q0 CACM-1844 23  16.999609381615507 SMQ 
1 Q0 CACM-2950 24  16.83079012953207 SMQ 
1 Q0 CACM-2541 25  16.740330590728643 SMQ 
1 Q0 CACM-2371 26  16.566391703785136 SMQ 
1 Q0 CACM-1523 27  16.49584917020325 SMQ 
1 Q0 CACM-2424 28  16.26298416210625 SMQ 
1 Q0 CACM-2632 29  16.093797090878414 SMQ 
1 Q0 CACM-1752 30  16.046810246333344 SMQ 
1 Q0 CACM-2219 31  16.023459550485303 SMQ 
1 Q0 CACM-2500 32  15.9933665305114 SMQ 
1 Q0 CACM-1805 33  15.977145345023327 SMQ 
1 Q0 CACM-1226 34  15.836055010379495 SMQ 
1 Q0 CACM-1225 35  15.764626263834387 SMQ 
1 Q0 CACM-1487 36  15.743958880882078 SMQ 
1 Q0 CACM-1391 37  15.658313490766306 SMQ 
1 Q0 CACM-3127 38  15.590836718945262 SMQ 
1 Q0 CACM-2501 39  15.582898941891923 SMQ 
1 Q0 CACM-1572 40  15.564458637229158 SMQ 
1 Q0 CACM-1464 41  15.559204993596174 SMQ 
1 Q0 CACM-0698 42  15.557446897788157 SMQ 
1 Q0 CACM-0397 43  15.550027453468843 SMQ 
1 Q0 CACM-1315 44  15.446684579097939 SMQ 
1 Q0 CACM-1908 45  15.445657733718996 SMQ 
1 Q0 CACM-2946 46  15.293871011496039 SMQ 
1 Q0 CACM-2003 47  15.225769655024607 SMQ 
1 Q0 CACM-2948 48  15.174267332542748 SMQ 
1 Q0 CACM-2764 49  15.13614587393117 SMQ 
1 Q0 CACM-1071 50  15.11607742508172 SMQ 
1 Q0 CACM-1647 51  15.110380432939152 SMQ 
1 Q0 CACM-0585 52  15.008128357293494 SMQ 
1 Q0 CACM-1685 53  14.982592178446586 SMQ 
1 Q0 CACM-1408 54  14.97140544675288 SMQ 
1 Q0 CACM-0637 55  14.968662862706829 SMQ 
1 Q0 CACM-1544 56  14.942480249631421 SMQ 
1 Q0 CACM-1264 57  14.914608082731512 SMQ 
1 Q0 CACM-2380 58  14.861202511400588 SMQ 
1 Q0 CACM-2317 59  14.813628875241495 SMQ 
1 Q0 CACM-3069 60  14.682988680126229 SMQ 
1 Q0 CACM-2920 61  14.661437598607701 SMQ 
1 Q0 CACM-2344 62  14.389074827395245 SMQ 
