42 Q0 CACM-2641 1  16.879919908124357 SMQ 
42 Q0 CACM-0462 2  16.801246535525987 SMQ 
42 Q0 CACM-2215 3  14.176963178412409 SMQ 
42 Q0 CACM-1653 4  13.972583266801829 SMQ 
42 Q0 CACM-2402 5  13.71896988412873 SMQ 
42 Q0 CACM-1726 6  13.466502492597334 SMQ 
42 Q0 CACM-2019 7  13.407017718317702 SMQ 
42 Q0 CACM-2370 8  13.308961044209665 SMQ 
42 Q0 CACM-2318 9  13.211042605711107 SMQ 
42 Q0 CACM-2894 10  13.060044489619676 SMQ 
42 Q0 CACM-2980 11  12.90816015017536 SMQ 
42 Q0 CACM-2811 12  12.834610769369075 SMQ 
42 Q0 CACM-2319 13  12.62016918926054 SMQ 
42 Q0 CACM-3070 14  12.365816752615654 SMQ 
42 Q0 CACM-3089 15  12.136644730154066 SMQ 
42 Q0 CACM-0633 16  11.95989125256445 SMQ 
42 Q0 CACM-2991 17  11.941146947837915 SMQ 
42 Q0 CACM-2984 18  11.612600313611887 SMQ 
42 Q0 CACM-2829 19  11.51415653080483 SMQ 
42 Q0 CACM-2849 20  11.472278836410187 SMQ 
42 Q0 CACM-2054 21  11.346352205450701 SMQ 
42 Q0 CACM-2542 22  11.339909849076987 SMQ 
42 Q0 CACM-2310 23  11.141862480983377 SMQ 
42 Q0 CACM-0204 24  11.032150515367885 SMQ 
42 Q0 CACM-2232 25  10.854397015297996 SMQ 
42 Q0 CACM-2231 26  10.637196521619732 SMQ 
42 Q0 CACM-3091 27  10.399444291375318 SMQ 
42 Q0 CACM-1931 28  10.264789196794005 SMQ 
42 Q0 CACM-2437 29  10.19166093164107 SMQ 
42 Q0 CACM-1805 30  10.185828417062282 SMQ 
42 Q0 CACM-2451 31  10.182883974213496 SMQ 
42 Q0 CACM-2720 32  10.038251879524879 SMQ 
42 Q0 CACM-2268 33  9.958836968535026 SMQ 
42 Q0 CACM-2812 34  9.934447580303452 SMQ 
42 Q0 CACM-2788 35  9.934023023300785 SMQ 
42 Q0 CACM-2990 36  9.875479228615776 SMQ 
42 Q0 CACM-2910 37  9.874745648194168 SMQ 
42 Q0 CACM-2883 38  9.746133391403651 SMQ 
42 Q0 CACM-3078 39  9.682207592888926 SMQ 
42 Q0 CACM-2882 40  9.675087704267654 SMQ 
42 Q0 CACM-1030 41  9.609557264109496 SMQ 
42 Q0 CACM-2634 42  9.604345415221749 SMQ 
42 Q0 CACM-0893 43  9.58619921925461 SMQ 
42 Q0 CACM-3119 44  9.574373196862592 SMQ 
42 Q0 CACM-2494 45  9.571898280810784 SMQ 
42 Q0 CACM-1908 46  9.519892398438637 SMQ 
42 Q0 CACM-1050 47  9.344769266026386 SMQ 
42 Q0 CACM-1870 48  9.223009368347515 SMQ 
42 Q0 CACM-0961 49  9.212916940455468 SMQ 
42 Q0 CACM-3132 50  9.202107274152672 SMQ 
42 Q0 CACM-3149 51  9.160649449395489 SMQ 
42 Q0 CACM-1534 52  9.142937952272288 SMQ 
42 Q0 CACM-2716 53  9.119876267917466 SMQ 
42 Q0 CACM-0851 54  9.114950157449416 SMQ 
42 Q0 CACM-2711 55  9.109016307206803 SMQ 
42 Q0 CACM-2561 56  9.084836864811965 SMQ 
42 Q0 CACM-2344 57  9.068005583661261 SMQ 
42 Q0 CACM-2400 58  9.063872200213458 SMQ 
42 Q0 CACM-3048 59  9.003925941654252 SMQ 
42 Q0 CACM-1915 60  8.985088785517561 SMQ 
42 Q0 CACM-2452 61  8.84855616671171 SMQ 
42 Q0 CACM-2113 62  8.758139480192353 SMQ 
42 Q0 CACM-2892 63  8.748748729165037 SMQ 
42 Q0 CACM-1785 64  8.724360802332779 SMQ 
42 Q0 CACM-1427 65  8.687188643266893 SMQ 
42 Q0 CACM-2902 66  8.514701626719457 SMQ 
42 Q0 CACM-1543 67  8.449099788408219 SMQ 
42 Q0 CACM-3013 68  8.443435341608843 SMQ 
42 Q0 CACM-1827 69  8.421668806306522 SMQ 
42 Q0 CACM-1170 70  8.316791193358624 SMQ 
42 Q0 CACM-1938 71  8.288333048976341 SMQ 
42 Q0 CACM-3135 72  8.239625232902604 SMQ 
42 Q0 CACM-2741 73  8.19824482607216 SMQ 
42 Q0 CACM-1542 74  8.185954238457917 SMQ 
42 Q0 CACM-1935 75  8.122225903910323 SMQ 
42 Q0 CACM-1526 76  8.08924332984885 SMQ 
42 Q0 CACM-0436 77  8.068151871944519 SMQ 
42 Q0 CACM-1973 78  7.9918332870380375 SMQ 
42 Q0 CACM-0860 79  7.978870451393015 SMQ 
42 Q0 CACM-2107 80  7.92866668824103 SMQ 
42 Q0 CACM-0827 81  7.921440827034745 SMQ 
42 Q0 CACM-2317 82  7.891533340998242 SMQ 
42 Q0 CACM-2401 83  7.862468001686541 SMQ 
42 Q0 CACM-3072 84  7.847373396981417 SMQ 
42 Q0 CACM-2746 85  7.8347494512758775 SMQ 
42 Q0 CACM-2903 86  7.738209433295401 SMQ 
42 Q0 CACM-2145 87  7.715716767699701 SMQ 
42 Q0 CACM-2871 88  7.703030588579223 SMQ 
42 Q0 CACM-2571 89  7.699839122394112 SMQ 
42 Q0 CACM-1164 90  7.69836372718314 SMQ 
42 Q0 CACM-2951 91  7.68662119662413 SMQ 
42 Q0 CACM-1334 92  7.665271659860237 SMQ 
42 Q0 CACM-2683 93  7.589700236669464 SMQ 
42 Q0 CACM-0678 94  7.546433356489558 SMQ 
42 Q0 CACM-2375 95  7.538407246462604 SMQ 
42 Q0 CACM-2859 96  7.538331436116358 SMQ 
42 Q0 CACM-2669 97  7.534635385033917 SMQ 
42 Q0 CACM-2454 98  7.518093122579755 SMQ 
42 Q0 CACM-3001 99  7.512705596336768 SMQ 
42 Q0 CACM-2866 100  7.487867565844362 SMQ 
