64 Q0 CACM-1878 1  20.217814063102693 SMQ 
64 Q0 CACM-2651 2  19.839967849924715 SMQ 
64 Q0 CACM-0497 3  19.73881524571707 SMQ 
64 Q0 CACM-3188 4  19.05197073307825 SMQ 
64 Q0 CACM-1051 5  18.076324256516756 SMQ 
64 Q0 CACM-0595 6  17.557893628731787 SMQ 
64 Q0 CACM-2177 7  17.039184012896563 SMQ 
64 Q0 CACM-1046 8  16.621468329832435 SMQ 
64 Q0 CACM-2232 9  16.3516453726367 SMQ 
64 Q0 CACM-2513 10  15.951532009075741 SMQ 
64 Q0 CACM-1456 11  15.885255834736371 SMQ 
64 Q0 CACM-2390 12  15.575683520970578 SMQ 
64 Q0 CACM-3140 13  15.515801440885534 SMQ 
64 Q0 CACM-2484 14  15.261940946137138 SMQ 
64 Q0 CACM-0106 15  15.24142317076729 SMQ 
64 Q0 CACM-1957 16  15.197217601864446 SMQ 
64 Q0 CACM-2456 17  15.055434429918531 SMQ 
64 Q0 CACM-1248 18  14.992921791963065 SMQ 
64 Q0 CACM-1614 19  14.975021074686747 SMQ 
64 Q0 CACM-1608 20  14.734883262884383 SMQ 
64 Q0 CACM-3121 21  14.677911358969519 SMQ 
64 Q0 CACM-1861 22  14.63951773536024 SMQ 
64 Q0 CACM-2470 23  14.59452003857081 SMQ 
64 Q0 CACM-1717 24  14.448517289379605 SMQ 
64 Q0 CACM-2184 25  14.416541991598024 SMQ 
64 Q0 CACM-2845 26  14.314114806584422 SMQ 
64 Q0 CACM-2354 27  14.226801904845658 SMQ 
64 Q0 CACM-1853 28  14.103496475860911 SMQ 
64 Q0 CACM-0616 29  14.00725667267071 SMQ 
64 Q0 CACM-3142 30  13.994264040071922 SMQ 
64 Q0 CACM-1443 31  13.990102632990101 SMQ 
64 Q0 CACM-2622 32  13.964610021635686 SMQ 
64 Q0 CACM-1931 33  13.951613872004417 SMQ 
64 Q0 CACM-2905 34  13.821144939885174 SMQ 
64 Q0 CACM-2723 35  13.75808732122255 SMQ 
64 Q0 CACM-1459 36  13.66228759020471 SMQ 
64 Q0 CACM-2179 37  13.60781683211275 SMQ 
64 Q0 CACM-3069 38  13.557932817522222 SMQ 
64 Q0 CACM-3031 39  13.529299638592265 SMQ 
64 Q0 CACM-3202 40  13.49348321120754 SMQ 
64 Q0 CACM-2406 41  13.410938208538507 SMQ 
64 Q0 CACM-0321 42  13.388416918935286 SMQ 
64 Q0 CACM-1307 43  13.27774822245196 SMQ 
64 Q0 CACM-1072 44  13.225454284305318 SMQ 
64 Q0 CACM-2036 45  13.196448340237986 SMQ 
64 Q0 CACM-2229 46  13.166474675746299 SMQ 
64 Q0 CACM-2358 47  13.16615644807585 SMQ 
64 Q0 CACM-2931 48  13.134405290652655 SMQ 
64 Q0 CACM-2060 49  13.128535018645206 SMQ 
64 Q0 CACM-2766 50  13.081503758197679 SMQ 
64 Q0 CACM-2865 51  13.032895410028628 SMQ 
64 Q0 CACM-1262 52  13.02670376646697 SMQ 
64 Q0 CACM-2340 53  13.006207196354682 SMQ 
64 Q0 CACM-2106 54  12.904826687710994 SMQ 
64 Q0 CACM-2305 55  12.798333431301831 SMQ 
64 Q0 CACM-1911 56  12.73824697485232 SMQ 
64 Q0 CACM-3052 57  12.69438622776039 SMQ 
64 Q0 CACM-2712 58  12.660723478603396 SMQ 
64 Q0 CACM-2927 59  12.641326320435251 SMQ 
64 Q0 CACM-1350 60  12.630133808844175 SMQ 
64 Q0 CACM-1847 61  12.565784563174917 SMQ 
64 Q0 CACM-1264 62  12.515228702248173 SMQ 
64 Q0 CACM-1988 63  12.498856439620383 SMQ 
64 Q0 CACM-0973 64  12.474379321820763 SMQ 
64 Q0 CACM-2002 65  12.424590511019439 SMQ 
64 Q0 CACM-2838 66  12.41589987858493 SMQ 
64 Q0 CACM-2542 67  12.372923858364377 SMQ 
64 Q0 CACM-1465 68  12.349319309351193 SMQ 
64 Q0 CACM-3054 69  12.326205723298484 SMQ 
64 Q0 CACM-2194 70  12.260107727355523 SMQ 
64 Q0 CACM-3092 71  12.257221939543381 SMQ 
64 Q0 CACM-1676 72  12.21549747599522 SMQ 
64 Q0 CACM-2970 73  12.186978787475738 SMQ 
64 Q0 CACM-3136 74  12.183839448984246 SMQ 
64 Q0 CACM-0397 75  12.112708891802306 SMQ 
64 Q0 CACM-3106 76  12.108999669361749 SMQ 
64 Q0 CACM-1014 77  12.09896587683671 SMQ 
64 Q0 CACM-1625 78  12.07378825993591 SMQ 
64 Q0 CACM-3144 79  12.018086714202767 SMQ 
64 Q0 CACM-0865 80  11.946236721448484 SMQ 
64 Q0 CACM-2609 81  11.835165559745455 SMQ 
64 Q0 CACM-2480 82  11.832358914414693 SMQ 
64 Q0 CACM-2409 83  11.816370259516916 SMQ 
64 Q0 CACM-1846 84  11.794794746955045 SMQ 
64 Q0 CACM-1486 85  11.7898051411332 SMQ 
64 Q0 CACM-1415 86  11.778484289291137 SMQ 
64 Q0 CACM-0675 87  11.773512051794208 SMQ 
64 Q0 CACM-1390 88  11.741116233783638 SMQ 
64 Q0 CACM-0949 89  11.658085278379145 SMQ 
64 Q0 CACM-3189 90  11.552848502993283 SMQ 
64 Q0 CACM-0731 91  11.538770887875422 SMQ 
64 Q0 CACM-2176 92  11.501693296813729 SMQ 
64 Q0 CACM-2867 93  11.43912723719247 SMQ 
64 Q0 CACM-3105 94  11.41312120246035 SMQ 
64 Q0 CACM-1877 95  11.405498398885552 SMQ 
64 Q0 CACM-2483 96  11.385132652605014 SMQ 
64 Q0 CACM-1643 97  11.372782039479404 SMQ 
64 Q0 CACM-2499 98  11.372053080853421 SMQ 
64 Q0 CACM-2501 99  11.364964568492638 SMQ 
64 Q0 CACM-2833 100  11.36347513909325 SMQ 
