15 Q0 CACM-3125 1  28.36105711643699 SMQ 
15 Q0 CACM-3069 2  24.890238283810664 SMQ 
15 Q0 CACM-2877 3  24.842987351571466 SMQ 
15 Q0 CACM-2701 4  24.17920784224701 SMQ 
15 Q0 CACM-2944 5  23.956808337186335 SMQ 
15 Q0 CACM-2929 6  22.668461856995805 SMQ 
15 Q0 CACM-1807 7  22.604448474409036 SMQ 
15 Q0 CACM-3054 8  22.328050638926303 SMQ 
15 Q0 CACM-2344 9  21.970192513065474 SMQ 
15 Q0 CACM-1947 10  21.896270031494414 SMQ 
15 Q0 CACM-2195 11  21.675929900098485 SMQ 
15 Q0 CACM-1886 12  21.27071792130088 SMQ 
15 Q0 CACM-2616 13  20.753180793053446 SMQ 
15 Q0 CACM-2923 14  20.66588617052876 SMQ 
15 Q0 CACM-2835 15  20.501709192833168 SMQ 
15 Q0 CACM-2897 16  20.18665746758876 SMQ 
15 Q0 CACM-2388 17  20.025553486804633 SMQ 
15 Q0 CACM-2188 18  19.67430813260483 SMQ 
15 Q0 CACM-2142 19  19.595667333122737 SMQ 
15 Q0 CACM-2716 20  19.371244869830097 SMQ 
15 Q0 CACM-2953 21  19.294062407073067 SMQ 
15 Q0 CACM-1795 22  19.19300770113454 SMQ 
15 Q0 CACM-1223 23  18.879374403212235 SMQ 
15 Q0 CACM-1231 24  18.717289287620975 SMQ 
15 Q0 CACM-2464 25  18.01496257160708 SMQ 
15 Q0 CACM-1658 26  18.00123322999006 SMQ 
15 Q0 CACM-3080 27  17.555785921768063 SMQ 
15 Q0 CACM-2836 28  17.380573119187538 SMQ 
15 Q0 CACM-2680 29  17.14227630353968 SMQ 
15 Q0 CACM-2537 30  16.950710017669916 SMQ 
15 Q0 CACM-3018 31  16.854881946999814 SMQ 
15 Q0 CACM-1195 32  16.78604652613673 SMQ 
15 Q0 CACM-1564 33  16.72682470926573 SMQ 
15 Q0 CACM-2904 34  16.578452445878824 SMQ 
15 Q0 CACM-2964 35  16.549916543184523 SMQ 
15 Q0 CACM-2812 36  16.538232113554297 SMQ 
15 Q0 CACM-2321 37  16.35635250651476 SMQ 
15 Q0 CACM-0104 38  16.19980483624047 SMQ 
15 Q0 CACM-2134 39  16.120631212093954 SMQ 
15 Q0 CACM-2495 40  16.07998186114864 SMQ 
15 Q0 CACM-2611 41  15.942911180420422 SMQ 
15 Q0 CACM-3020 42  15.940893103239649 SMQ 
15 Q0 CACM-1676 43  15.917727080675403 SMQ 
15 Q0 CACM-1750 44  15.866755007997682 SMQ 
15 Q0 CACM-2253 45  15.837195126528206 SMQ 
15 Q0 CACM-2411 46  15.750961347881619 SMQ 
15 Q0 CACM-2827 47  15.664139393287353 SMQ 
15 Q0 CACM-2969 48  15.349102936203119 SMQ 
15 Q0 CACM-2940 49  15.28855778771822 SMQ 
15 Q0 CACM-2851 50  14.978025573717574 SMQ 
15 Q0 CACM-2000 51  14.963084479352098 SMQ 
15 Q0 CACM-2433 52  14.946182001453117 SMQ 
15 Q0 CACM-2883 53  14.914638671960697 SMQ 
15 Q0 CACM-2699 54  14.870748829760167 SMQ 
15 Q0 CACM-1548 55  14.854010932491173 SMQ 
15 Q0 CACM-2903 56  14.791500088298859 SMQ 
15 Q0 CACM-2579 57  14.746655065243319 SMQ 
15 Q0 CACM-0693 58  14.699369830933083 SMQ 
15 Q0 CACM-1974 59  14.593383413087192 SMQ 
15 Q0 CACM-0695 60  14.58222723914773 SMQ 
15 Q0 CACM-1719 61  14.536667670865825 SMQ 
15 Q0 CACM-2133 62  14.474861118397497 SMQ 
15 Q0 CACM-2451 63  14.327253594414692 SMQ 
15 Q0 CACM-2858 64  14.303433148109157 SMQ 
15 Q0 CACM-2314 65  14.232008955539222 SMQ 
15 Q0 CACM-1961 66  14.105440573656304 SMQ 
15 Q0 CACM-1410 67  14.088226195300061 SMQ 
15 Q0 CACM-2570 68  14.002881187091734 SMQ 
15 Q0 CACM-2181 69  13.983408158897376 SMQ 
15 Q0 CACM-3053 70  13.961891010937215 SMQ 
15 Q0 CACM-2290 71  13.878195548612421 SMQ 
15 Q0 CACM-3002 72  13.737787308328752 SMQ 
15 Q0 CACM-2943 73  13.585835743329685 SMQ 
15 Q0 CACM-1808 74  13.545824532990265 SMQ 
15 Q0 CACM-1951 75  13.50328788171381 SMQ 
15 Q0 CACM-2715 76  13.444664973126152 SMQ 
15 Q0 CACM-3166 77  13.283487253936384 SMQ 
15 Q0 CACM-2423 78  13.223322971814335 SMQ 
15 Q0 CACM-3087 79  13.181354412753526 SMQ 
15 Q0 CACM-1197 80  13.124892430727266 SMQ 
15 Q0 CACM-1710 81  13.051865786871648 SMQ 
15 Q0 CACM-2065 82  13.009745595299787 SMQ 
15 Q0 CACM-2174 83  12.904000338746721 SMQ 
15 Q0 CACM-2722 84  12.885122739997275 SMQ 
15 Q0 CACM-2396 85  12.740247483848119 SMQ 
15 Q0 CACM-0243 86  12.694208321641412 SMQ 
15 Q0 CACM-0972 87  12.564861530334111 SMQ 
15 Q0 CACM-3157 88  12.398457901968126 SMQ 
15 Q0 CACM-2304 89  12.39584228919044 SMQ 
15 Q0 CACM-2457 90  12.384477104594776 SMQ 
15 Q0 CACM-1183 91  12.309708399704675 SMQ 
15 Q0 CACM-2015 92  12.287055109712412 SMQ 
15 Q0 CACM-2081 93  12.26647040775097 SMQ 
15 Q0 CACM-2003 94  12.153606159430051 SMQ 
15 Q0 CACM-1626 95  12.140690081158494 SMQ 
15 Q0 CACM-1752 96  12.093151487358273 SMQ 
15 Q0 CACM-2800 97  12.033885945848457 SMQ 
15 Q0 CACM-0278 98  11.93909020262448 SMQ 
15 Q0 CACM-2146 99  11.859674415406134 SMQ 
15 Q0 CACM-2541 100  11.702705331778498 SMQ 
