26 Q0 CACM-2626 1  12.97703047250161 SMQ 
26 Q0 CACM-3105 2  12.796487080823658 SMQ 
26 Q0 CACM-2840 3  12.686164386291596 SMQ 
26 Q0 CACM-3128 4  11.524867703905464 SMQ 
26 Q0 CACM-2632 5  10.914933805382885 SMQ 
26 Q0 CACM-1677 6  10.556263191133306 SMQ 
26 Q0 CACM-2939 7  10.45638790888921 SMQ 
26 Q0 CACM-2314 8  10.284891866450936 SMQ 
26 Q0 CACM-2541 9  9.991664364322077 SMQ 
26 Q0 CACM-1750 10  9.892351479972874 SMQ 
26 Q0 CACM-2377 11  9.698824296889258 SMQ 
26 Q0 CACM-2938 12  9.654964841508836 SMQ 
26 Q0 CACM-2080 13  9.642891975306124 SMQ 
26 Q0 CACM-2817 14  9.591573611557113 SMQ 
26 Q0 CACM-2372 15  9.488035158450412 SMQ 
26 Q0 CACM-2558 16  9.36759355478491 SMQ 
26 Q0 CACM-2320 17  9.260079184262292 SMQ 
26 Q0 CACM-3068 18  9.046548144630721 SMQ 
26 Q0 CACM-1747 19  8.833124915605799 SMQ 
26 Q0 CACM-3026 20  8.788559506305472 SMQ 
26 Q0 CACM-2578 21  8.775073261341559 SMQ 
26 Q0 CACM-2036 22  8.769723567643869 SMQ 
26 Q0 CACM-1461 23  8.628495751061353 SMQ 
26 Q0 CACM-1754 24  8.569954803026803 SMQ 
26 Q0 CACM-1680 25  8.517019488067854 SMQ 
26 Q0 CACM-1463 26  8.510712505400193 SMQ 
26 Q0 CACM-2870 27  8.409201976595835 SMQ 
26 Q0 CACM-2111 28  8.194123910043839 SMQ 
26 Q0 CACM-2867 29  8.139510481695131 SMQ 
26 Q0 CACM-2317 30  8.117285151263477 SMQ 
26 Q0 CACM-1728 31  8.111697589026498 SMQ 
26 Q0 CACM-0059 32  8.093441025980644 SMQ 
26 Q0 CACM-1341 33  7.914372045980588 SMQ 
26 Q0 CACM-0696 34  7.888550800577768 SMQ 
26 Q0 CACM-0084 35  7.832248252787118 SMQ 
26 Q0 CACM-1591 36  7.815207207632895 SMQ 
26 Q0 CACM-2936 37  7.780148174888574 SMQ 
26 Q0 CACM-2878 38  7.691386715130351 SMQ 
26 Q0 CACM-2151 39  7.55833891204724 SMQ 
26 Q0 CACM-2888 40  7.494917947116916 SMQ 
26 Q0 CACM-2621 41  7.456000984193659 SMQ 
26 Q0 CACM-0618 42  7.433915796384775 SMQ 
26 Q0 CACM-2716 43  7.4019949614907325 SMQ 
26 Q0 CACM-3183 44  7.393980434180239 SMQ 
26 Q0 CACM-0086 45  7.382104526135638 SMQ 
26 Q0 CACM-3141 46  7.381351076210571 SMQ 
26 Q0 CACM-1247 47  7.3726742613508796 SMQ 
26 Q0 CACM-3011 48  7.3605260850157475 SMQ 
26 Q0 CACM-2020 49  7.342636545189945 SMQ 
26 Q0 CACM-1636 50  7.33006563821011 SMQ 
26 Q0 CACM-1476 51  7.245454179636011 SMQ 
26 Q0 CACM-3050 52  7.1730567308905835 SMQ 
26 Q0 CACM-2060 53  7.1148122126398965 SMQ 
26 Q0 CACM-1290 54  7.100069289214693 SMQ 
26 Q0 CACM-2821 55  7.076466543670449 SMQ 
26 Q0 CACM-2849 56  7.024433809162445 SMQ 
26 Q0 CACM-1462 57  7.02125023787676 SMQ 
26 Q0 CACM-0300 58  7.004574898615061 SMQ 
26 Q0 CACM-1534 59  6.97972111184575 SMQ 
26 Q0 CACM-2321 60  6.979041814474227 SMQ 
26 Q0 CACM-2876 61  6.976654933560724 SMQ 
26 Q0 CACM-1485 62  6.962107226865653 SMQ 
26 Q0 CACM-0104 63  6.940210353623376 SMQ 
26 Q0 CACM-2985 64  6.922950206594927 SMQ 
26 Q0 CACM-2138 65  6.912945449085827 SMQ 
26 Q0 CACM-2742 66  6.910946017156103 SMQ 
26 Q0 CACM-2597 67  6.903224935723602 SMQ 
26 Q0 CACM-2319 68  6.892383618630426 SMQ 
26 Q0 CACM-3028 69  6.882329429313185 SMQ 
26 Q0 CACM-2866 70  6.84281540747301 SMQ 
26 Q0 CACM-2358 71  6.783805899955389 SMQ 
26 Q0 CACM-3025 72  6.77282005618436 SMQ 
26 Q0 CACM-3073 73  6.753303283922734 SMQ 
26 Q0 CACM-1751 74  6.738560732366631 SMQ 
26 Q0 CACM-2950 75  6.738560732366631 SMQ 
26 Q0 CACM-0251 76  6.7187652883249935 SMQ 
26 Q0 CACM-2069 77  6.659922797157904 SMQ 
26 Q0 CACM-2424 78  6.658993750568999 SMQ 
26 Q0 CACM-2297 79  6.618330233887344 SMQ 
26 Q0 CACM-2949 80  6.586095506455241 SMQ 
26 Q0 CACM-2522 81  6.582945143746064 SMQ 
26 Q0 CACM-1033 82  6.5609134660060935 SMQ 
26 Q0 CACM-2721 83  6.547228968587177 SMQ 
26 Q0 CACM-2844 84  6.538471949470457 SMQ 
26 Q0 CACM-2379 85  6.513095310023133 SMQ 
26 Q0 CACM-2342 86  6.510525681734021 SMQ 
26 Q0 CACM-3127 87  6.5103402658986695 SMQ 
26 Q0 CACM-2629 88  6.491645464183042 SMQ 
26 Q0 CACM-1951 89  6.4711920780386025 SMQ 
26 Q0 CACM-3064 90  6.4452220095950645 SMQ 
26 Q0 CACM-1264 91  6.44114445473466 SMQ 
26 Q0 CACM-3006 92  6.417382136264568 SMQ 
26 Q0 CACM-2482 93  6.39676797609336 SMQ 
26 Q0 CACM-2624 94  6.393952965507294 SMQ 
26 Q0 CACM-3153 95  6.346555259625333 SMQ 
26 Q0 CACM-2438 96  6.325011260112362 SMQ 
26 Q0 CACM-1226 97  6.321291690457107 SMQ 
26 Q0 CACM-2668 98  6.318382225735975 SMQ 
26 Q0 CACM-1552 99  6.298918932452039 SMQ 
26 Q0 CACM-1236 100  6.286187334878019 SMQ 
