59 Q0 CACM-1456 1  40.46360109387789 SMQ 
59 Q0 CACM-0144 2  37.81344074478025 SMQ 
59 Q0 CACM-1235 3  35.47996811008682 SMQ 
59 Q0 CACM-3087 4  35.18367509271583 SMQ 
59 Q0 CACM-2127 5  33.19615683440455 SMQ 
59 Q0 CACM-1700 6  33.12760570496087 SMQ 
59 Q0 CACM-1112 7  32.48974325086808 SMQ 
59 Q0 CACM-2753 8  32.03914561373757 SMQ 
59 Q0 CACM-0944 9  31.748699092433057 SMQ 
59 Q0 CACM-1665 10  29.982771164206092 SMQ 
59 Q0 CACM-1051 11  29.43877428571144 SMQ 
59 Q0 CACM-2484 12  29.226267708455453 SMQ 
59 Q0 CACM-3041 13  27.46988454996358 SMQ 
59 Q0 CACM-1457 14  26.767136207529504 SMQ 
59 Q0 CACM-2091 15  26.712214506692103 SMQ 
59 Q0 CACM-1703 16  26.665187518904705 SMQ 
59 Q0 CACM-2688 17  26.664938968029674 SMQ 
59 Q0 CACM-2711 18  26.35514036724383 SMQ 
59 Q0 CACM-0028 19  26.323459810050654 SMQ 
59 Q0 CACM-1886 20  26.255993728844338 SMQ 
59 Q0 CACM-1855 21  26.084537752100843 SMQ 
59 Q0 CACM-2307 22  26.074730653331766 SMQ 
59 Q0 CACM-1725 23  26.065253113074906 SMQ 
59 Q0 CACM-1486 24  26.048878261348197 SMQ 
59 Q0 CACM-1359 25  26.008521099078294 SMQ 
59 Q0 CACM-2523 26  25.92152247237637 SMQ 
59 Q0 CACM-2905 27  25.91663305402487 SMQ 
59 Q0 CACM-2046 28  25.79597405485518 SMQ 
59 Q0 CACM-1888 29  25.65920410181258 SMQ 
59 Q0 CACM-2998 30  25.551766465150905 SMQ 
59 Q0 CACM-1527 31  25.427574390583715 SMQ 
59 Q0 CACM-1856 32  25.407017043615753 SMQ 
59 Q0 CACM-2437 33  25.359219137309626 SMQ 
59 Q0 CACM-2203 34  24.883635381350786 SMQ 
59 Q0 CACM-2846 35  24.741081728195002 SMQ 
59 Q0 CACM-1681 36  24.679802146491145 SMQ 
59 Q0 CACM-1402 37  24.53763201565546 SMQ 
59 Q0 CACM-2265 38  24.498305292969484 SMQ 
59 Q0 CACM-0719 39  24.041593873746663 SMQ 
59 Q0 CACM-1711 40  23.819240978304784 SMQ 
59 Q0 CACM-1272 41  23.804572528129842 SMQ 
59 Q0 CACM-3138 42  23.744187117371894 SMQ 
59 Q0 CACM-0078 43  23.73299307147453 SMQ 
59 Q0 CACM-0095 44  23.712494446471354 SMQ 
59 Q0 CACM-2267 45  23.685219502763022 SMQ 
59 Q0 CACM-3046 46  23.675313003942726 SMQ 
59 Q0 CACM-2060 47  23.631923591968047 SMQ 
59 Q0 CACM-2953 48  23.578893306454443 SMQ 
59 Q0 CACM-2229 49  23.570948815458912 SMQ 
59 Q0 CACM-3101 50  23.509942954111537 SMQ 
59 Q0 CACM-2705 51  23.413768024320746 SMQ 
59 Q0 CACM-2572 52  23.343936737612545 SMQ 
59 Q0 CACM-2989 53  23.309913159398057 SMQ 
59 Q0 CACM-2050 54  23.166963952149114 SMQ 
59 Q0 CACM-1926 55  23.113807012413893 SMQ 
59 Q0 CACM-1483 56  23.053042275582005 SMQ 
59 Q0 CACM-2486 57  23.00871406452375 SMQ 
59 Q0 CACM-1930 58  22.912779980231416 SMQ 
59 Q0 CACM-3065 59  22.64191386112425 SMQ 
59 Q0 CACM-1602 60  22.64093157632153 SMQ 
59 Q0 CACM-1408 61  22.43249714970929 SMQ 
59 Q0 CACM-2931 62  22.398865052967516 SMQ 
59 Q0 CACM-2233 63  22.309268967930684 SMQ 
59 Q0 CACM-0185 64  22.18254793803931 SMQ 
59 Q0 CACM-2210 65  22.13172288554059 SMQ 
59 Q0 CACM-1929 66  22.013317974836944 SMQ 
59 Q0 CACM-1438 67  21.977640701047545 SMQ 
59 Q0 CACM-2646 68  21.953372738257713 SMQ 
59 Q0 CACM-2906 69  21.91551136546658 SMQ 
59 Q0 CACM-2494 70  21.90228505889065 SMQ 
59 Q0 CACM-2423 71  21.88609546238773 SMQ 
59 Q0 CACM-0695 72  21.883806003000863 SMQ 
59 Q0 CACM-1307 73  21.869908776519445 SMQ 
59 Q0 CACM-1309 74  21.866608478875467 SMQ 
59 Q0 CACM-1629 75  21.80314460573572 SMQ 
59 Q0 CACM-1699 76  21.788936276876537 SMQ 
59 Q0 CACM-1976 77  21.721113463753163 SMQ 
59 Q0 CACM-1264 78  21.697955811745274 SMQ 
59 Q0 CACM-3100 79  21.598285419293248 SMQ 
59 Q0 CACM-1184 80  21.597217869076182 SMQ 
59 Q0 CACM-1650 81  21.47152784867495 SMQ 
59 Q0 CACM-1216 82  21.456028347515236 SMQ 
59 Q0 CACM-2310 83  21.430486557479096 SMQ 
59 Q0 CACM-2795 84  21.415807190538537 SMQ 
59 Q0 CACM-2828 85  21.369897617464915 SMQ 
59 Q0 CACM-0096 86  21.25483684173496 SMQ 
59 Q0 CACM-2111 87  21.182465672999236 SMQ 
59 Q0 CACM-2059 88  21.095743109466888 SMQ 
59 Q0 CACM-1470 89  21.06989981617327 SMQ 
59 Q0 CACM-2194 90  20.82459696265909 SMQ 
59 Q0 CACM-1087 91  20.810170496452052 SMQ 
59 Q0 CACM-1554 92  20.777044176328957 SMQ 
59 Q0 CACM-1625 93  20.743449242734208 SMQ 
59 Q0 CACM-2990 94  20.7209999058059 SMQ 
59 Q0 CACM-2153 95  20.703298758077807 SMQ 
59 Q0 CACM-2078 96  20.68406119959563 SMQ 
59 Q0 CACM-1379 97  20.627912927166882 SMQ 
59 Q0 CACM-3198 98  20.462044229482725 SMQ 
59 Q0 CACM-2836 99  20.3392487345431 SMQ 
59 Q0 CACM-0440 100  20.317990164272867 SMQ 
