38 Q0 CACM-2867 1  50.591438900953655 SMQ 
38 Q0 CACM-1698 2  48.8282925076512 SMQ 
38 Q0 CACM-2082 3  47.991066921216465 SMQ 
38 Q0 CACM-3031 4  47.912801956047964 SMQ 
38 Q0 CACM-3105 5  47.344498146820655 SMQ 
38 Q0 CACM-0497 6  45.96737824778362 SMQ 
38 Q0 CACM-2931 7  45.277504263990544 SMQ 
38 Q0 CACM-2956 8  45.02611516409249 SMQ 
38 Q0 CACM-2905 9  44.38172415080717 SMQ 
38 Q0 CACM-2470 10  43.75699534990976 SMQ 
38 Q0 CACM-2876 11  42.831298345584635 SMQ 
38 Q0 CACM-2247 12  42.78586679064949 SMQ 
38 Q0 CACM-0616 13  42.43052446771968 SMQ 
38 Q0 CACM-1727 14  42.15343128404074 SMQ 
38 Q0 CACM-2582 15  42.131408022727186 SMQ 
38 Q0 CACM-0670 16  40.49067013538388 SMQ 
38 Q0 CACM-2233 17  40.33316431495281 SMQ 
38 Q0 CACM-3142 18  40.30021654109683 SMQ 
38 Q0 CACM-3188 19  40.02277469512461 SMQ 
38 Q0 CACM-1572 20  40.00079081258511 SMQ 
38 Q0 CACM-2305 21  39.63356947674185 SMQ 
38 Q0 CACM-1638 22  39.5673590672391 SMQ 
38 Q0 CACM-3033 23  39.0888386360764 SMQ 
38 Q0 CACM-1625 24  38.8414152786484 SMQ 
38 Q0 CACM-1931 25  38.81782055017747 SMQ 
38 Q0 CACM-3177 26  38.298740120361934 SMQ 
38 Q0 CACM-2970 27  38.03960755237802 SMQ 
38 Q0 CACM-3069 28  37.96401674339511 SMQ 
38 Q0 CACM-2568 29  37.93091673572107 SMQ 
38 Q0 CACM-3057 30  37.661323306831356 SMQ 
38 Q0 CACM-2176 31  37.64360788999553 SMQ 
38 Q0 CACM-1014 32  37.584882500677914 SMQ 
38 Q0 CACM-2622 33  37.404508709011736 SMQ 
38 Q0 CACM-0492 34  37.33915613144388 SMQ 
38 Q0 CACM-0321 35  37.201654583771564 SMQ 
38 Q0 CACM-1768 36  37.059399446559105 SMQ 
38 Q0 CACM-2741 37  36.880242104065296 SMQ 
38 Q0 CACM-2354 38  36.71074154662778 SMQ 
38 Q0 CACM-1323 39  36.64759014309914 SMQ 
38 Q0 CACM-1248 40  36.617468122665514 SMQ 
38 Q0 CACM-1470 41  36.54825402473518 SMQ 
38 Q0 CACM-2912 42  36.463949438110006 SMQ 
38 Q0 CACM-1806 43  36.25264129243954 SMQ 
38 Q0 CACM-1421 44  36.04405650044629 SMQ 
38 Q0 CACM-2989 45  35.9728554358445 SMQ 
38 Q0 CACM-0867 46  35.91405498476851 SMQ 
38 Q0 CACM-2939 47  35.86934931816135 SMQ 
38 Q0 CACM-2958 48  35.784405776909914 SMQ 
38 Q0 CACM-0106 49  35.54281779111953 SMQ 
38 Q0 CACM-2184 50  35.52269693695561 SMQ 
38 Q0 CACM-1413 51  35.31885966496422 SMQ 
38 Q0 CACM-1846 52  35.15816949327497 SMQ 
38 Q0 CACM-2941 53  34.90085151546736 SMQ 
38 Q0 CACM-1062 54  34.79536336656419 SMQ 
38 Q0 CACM-2390 55  34.78495581786089 SMQ 
38 Q0 CACM-1861 56  34.740948916131615 SMQ 
38 Q0 CACM-2424 57  34.74032501194183 SMQ 
38 Q0 CACM-1676 58  34.62629624433409 SMQ 
38 Q0 CACM-2369 59  34.140951083383314 SMQ 
38 Q0 CACM-3060 60  34.04431415386016 SMQ 
38 Q0 CACM-2219 61  33.89394255290431 SMQ 
38 Q0 CACM-1408 62  33.88802780307019 SMQ 
38 Q0 CACM-1469 63  33.647205562570186 SMQ 
38 Q0 CACM-3002 64  33.63878332845748 SMQ 
38 Q0 CACM-2406 65  33.58660630329282 SMQ 
38 Q0 CACM-3014 66  33.5616658729845 SMQ 
38 Q0 CACM-2832 67  33.450243803436656 SMQ 
38 Q0 CACM-1543 68  33.43377972375036 SMQ 
38 Q0 CACM-0536 69  33.329225287924494 SMQ 
38 Q0 CACM-1012 70  33.29141656593506 SMQ 
38 Q0 CACM-1497 71  33.16780987945029 SMQ 
38 Q0 CACM-1456 72  33.09637123425548 SMQ 
38 Q0 CACM-2139 73  32.976081706553444 SMQ 
38 Q0 CACM-0483 74  32.89186016300672 SMQ 
38 Q0 CACM-2705 75  32.86181057095594 SMQ 
38 Q0 CACM-0435 76  32.76422986988598 SMQ 
38 Q0 CACM-3082 77  32.76251369125571 SMQ 
38 Q0 CACM-0849 78  32.71695954994729 SMQ 
38 Q0 CACM-2109 79  32.71657361635548 SMQ 
38 Q0 CACM-2784 80  32.683461681314675 SMQ 
38 Q0 CACM-1847 81  32.67994068123318 SMQ 
38 Q0 CACM-1359 82  32.65803803385282 SMQ 
38 Q0 CACM-2451 83  32.580080919309275 SMQ 
38 Q0 CACM-2572 84  32.5609541095499 SMQ 
38 Q0 CACM-1003 85  32.555068859493865 SMQ 
38 Q0 CACM-1549 86  32.51624080224652 SMQ 
38 Q0 CACM-3132 87  32.486500514606625 SMQ 
38 Q0 CACM-1170 88  32.451752817934974 SMQ 
38 Q0 CACM-1162 89  32.38380540921206 SMQ 
38 Q0 CACM-1307 90  32.28112317019559 SMQ 
38 Q0 CACM-2480 91  32.26698928696908 SMQ 
38 Q0 CACM-1032 92  32.09256273263015 SMQ 
38 Q0 CACM-2485 93  32.05177515130496 SMQ 
38 Q0 CACM-2851 94  32.01971702476432 SMQ 
38 Q0 CACM-2196 95  31.986810011006686 SMQ 
38 Q0 CACM-2342 96  31.973242265663668 SMQ 
38 Q0 CACM-2208 97  31.91927478547107 SMQ 
38 Q0 CACM-2937 98  31.899962637754715 SMQ 
38 Q0 CACM-0595 99  31.82730553023334 SMQ 
38 Q0 CACM-1939 100  31.710230855139482 SMQ 
