44 Q0 CACM-2523 1  34.96835112792863 SMQ 
44 Q0 CACM-2829 2  33.18025620194877 SMQ 
44 Q0 CACM-2325 3  17.195015377908447 SMQ 
44 Q0 CACM-1002 4  13.621444253407965 SMQ 
44 Q0 CACM-2494 5  12.989798777262372 SMQ 
44 Q0 CACM-1404 6  12.972303416929051 SMQ 
44 Q0 CACM-0533 7  12.85427830227772 SMQ 
44 Q0 CACM-1679 8  12.718448663585173 SMQ 
44 Q0 CACM-2825 9  12.695763299989656 SMQ 
44 Q0 CACM-1260 10  12.475510365588924 SMQ 
44 Q0 CACM-0525 11  11.68654068779319 SMQ 
44 Q0 CACM-2812 12  11.515513048828696 SMQ 
44 Q0 CACM-2751 13  11.431082405005803 SMQ 
44 Q0 CACM-0931 14  11.375416052053737 SMQ 
44 Q0 CACM-1653 15  11.265951657427415 SMQ 
44 Q0 CACM-0461 16  11.230290339924476 SMQ 
44 Q0 CACM-1809 17  11.039131655583546 SMQ 
44 Q0 CACM-2771 18  11.01050012923912 SMQ 
44 Q0 CACM-0912 19  10.940688238596865 SMQ 
44 Q0 CACM-3078 20  10.721949949799189 SMQ 
44 Q0 CACM-2719 21  10.592621213904826 SMQ 
44 Q0 CACM-1045 22  10.556481291083376 SMQ 
44 Q0 CACM-1801 23  10.46477721493484 SMQ 
44 Q0 CACM-1732 24  10.429346560773979 SMQ 
44 Q0 CACM-1823 25  10.429346560773979 SMQ 
44 Q0 CACM-2871 26  10.416617576704192 SMQ 
44 Q0 CACM-1325 27  10.381469197994484 SMQ 
44 Q0 CACM-1855 28  10.343757785972635 SMQ 
44 Q0 CACM-2447 29  10.324075871405876 SMQ 
44 Q0 CACM-0464 30  10.260527491889112 SMQ 
44 Q0 CACM-2125 31  10.115024904039187 SMQ 
44 Q0 CACM-1916 32  10.0005388368761 SMQ 
44 Q0 CACM-1507 33  9.999331658579997 SMQ 
44 Q0 CACM-2478 34  9.933519020175337 SMQ 
44 Q0 CACM-2221 35  9.866380231788696 SMQ 
44 Q0 CACM-2560 36  9.854267076735237 SMQ 
44 Q0 CACM-3149 37  9.836356607759416 SMQ 
44 Q0 CACM-1927 38  9.804522364432517 SMQ 
44 Q0 CACM-2062 39  9.793063921400703 SMQ 
44 Q0 CACM-3055 40  9.780958921010022 SMQ 
44 Q0 CACM-1802 41  9.724650306025469 SMQ 
44 Q0 CACM-1435 42  9.721869526968948 SMQ 
44 Q0 CACM-0974 43  9.710445269572771 SMQ 
44 Q0 CACM-2924 44  9.689948550861448 SMQ 
44 Q0 CACM-2754 45  9.6332818418236 SMQ 
44 Q0 CACM-1989 46  9.589477081477964 SMQ 
44 Q0 CACM-2310 47  9.555435853055506 SMQ 
44 Q0 CACM-2735 48  9.518940430071842 SMQ 
44 Q0 CACM-1014 49  9.49096906636752 SMQ 
44 Q0 CACM-1003 50  9.484984296467287 SMQ 
44 Q0 CACM-2999 51  9.465350695363433 SMQ 
44 Q0 CACM-1526 52  9.292713900012535 SMQ 
44 Q0 CACM-2286 53  9.24501607165347 SMQ 
44 Q0 CACM-1686 54  9.23860705230415 SMQ 
44 Q0 CACM-0633 55  9.186702318705395 SMQ 
44 Q0 CACM-2050 56  9.154952356336807 SMQ 
44 Q0 CACM-2798 57  9.120276254717842 SMQ 
44 Q0 CACM-1272 58  9.107010014153712 SMQ 
44 Q0 CACM-2387 59  9.093768553412719 SMQ 
44 Q0 CACM-1365 60  9.08017391552951 SMQ 
44 Q0 CACM-2877 61  9.040166897654254 SMQ 
44 Q0 CACM-1709 62  9.024625197631872 SMQ 
44 Q0 CACM-2113 63  8.996857970811725 SMQ 
44 Q0 CACM-1632 64  8.987170806208791 SMQ 
44 Q0 CACM-2820 65  8.94262097267923 SMQ 
44 Q0 CACM-2835 66  8.933065853716071 SMQ 
44 Q0 CACM-2308 67  8.880558027631333 SMQ 
44 Q0 CACM-1782 68  8.816202957426093 SMQ 
44 Q0 CACM-1605 69  8.794726839244662 SMQ 
44 Q0 CACM-2947 70  8.77805946222875 SMQ 
44 Q0 CACM-1034 71  8.702538040206703 SMQ 
44 Q0 CACM-1517 72  8.666248725540115 SMQ 
44 Q0 CACM-0643 73  8.666175844586563 SMQ 
44 Q0 CACM-2687 74  8.657806023385419 SMQ 
44 Q0 CACM-1308 75  8.597685241279558 SMQ 
44 Q0 CACM-2210 76  8.582204495525348 SMQ 
