12 Q0 CACM-3127 1  12.78822128497336 SMQ 
12 Q0 CACM-1461 2  8.628495751061353 SMQ 
12 Q0 CACM-3068 3  7.824373610426545 SMQ 
12 Q0 CACM-2246 4  7.024959099306655 SMQ 
12 Q0 CACM-1462 5  7.02125023787676 SMQ 
12 Q0 CACM-2111 6  7.0158365511440355 SMQ 
12 Q0 CACM-2069 7  6.659922797157904 SMQ 
12 Q0 CACM-1930 8  6.614405822297478 SMQ 
12 Q0 CACM-1728 9  6.5138737474982715 SMQ 
12 Q0 CACM-1247 10  6.513538578159533 SMQ 
12 Q0 CACM-2867 11  6.513538578159533 SMQ 
12 Q0 CACM-2372 12  6.427471086549707 SMQ 
12 Q0 CACM-3196 13  6.397128365630655 SMQ 
12 Q0 CACM-2482 14  6.39676797609336 SMQ 
12 Q0 CACM-2317 15  6.325392935172763 SMQ 
12 Q0 CACM-2840 16  6.308183611595816 SMQ 
12 Q0 CACM-1750 17  6.257713190649954 SMQ 
12 Q0 CACM-1747 18  6.170513736357428 SMQ 
12 Q0 CACM-2621 19  6.164318366136248 SMQ 
12 Q0 CACM-2151 20  6.1585165254937575 SMQ 
12 Q0 CACM-2080 21  6.15040301917124 SMQ 
12 Q0 CACM-3025 22  6.125398634604039 SMQ 
12 Q0 CACM-2597 23  6.100556007822389 SMQ 
12 Q0 CACM-2740 24  5.963958804213073 SMQ 
12 Q0 CACM-2319 25  5.953194134277 SMQ 
12 Q0 CACM-2320 26  5.93378963827559 SMQ 
12 Q0 CACM-2138 27  5.893621953367248 SMQ 
12 Q0 CACM-1680 28  5.878151713576369 SMQ 
12 Q0 CACM-2379 29  5.858888300559651 SMQ 
12 Q0 CACM-2424 30  5.820554546711723 SMQ 
12 Q0 CACM-1923 31  5.807301129243804 SMQ 
12 Q0 CACM-1324 32  5.801374876612845 SMQ 
12 Q0 CACM-2629 33  5.7814197146570585 SMQ 
12 Q0 CACM-1751 34  5.714838916329531 SMQ 
12 Q0 CACM-2950 35  5.714838916329531 SMQ 
12 Q0 CACM-3174 36  5.702019245459472 SMQ 
12 Q0 CACM-2624 37  5.687770831006946 SMQ 
12 Q0 CACM-3141 38  5.6176686434588 SMQ 
12 Q0 CACM-2522 39  5.593300398965182 SMQ 
12 Q0 CACM-0322 40  5.586103735993314 SMQ 
12 Q0 CACM-1226 41  5.548907488946235 SMQ 
12 Q0 CACM-1951 42  5.509419933785421 SMQ 
12 Q0 CACM-2632 43  5.382806780870329 SMQ 
12 Q0 CACM-2358 44  5.381606059848071 SMQ 
12 Q0 CACM-3026 45  5.324289484917271 SMQ 
12 Q0 CACM-2777 46  5.28704617387802 SMQ 
12 Q0 CACM-2541 47  5.25138410535815 SMQ 
12 Q0 CACM-2378 48  5.240903836588425 SMQ 
12 Q0 CACM-1752 49  5.156127796857647 SMQ 
12 Q0 CACM-2036 50  5.144496323983908 SMQ 
12 Q0 CACM-3028 51  5.144496323983908 SMQ 
12 Q0 CACM-1892 52  5.118221800731523 SMQ 
12 Q0 CACM-3137 53  5.103710443712056 SMQ 
12 Q0 CACM-2374 54  5.033186192614247 SMQ 
12 Q0 CACM-1236 55  5.023355838669611 SMQ 
12 Q0 CACM-2625 56  4.83102995443258 SMQ 
12 Q0 CACM-2972 57  4.719782042508449 SMQ 
12 Q0 CACM-2297 58  4.718644464014438 SMQ 
12 Q0 CACM-3006 59  4.636455235012143 SMQ 
12 Q0 CACM-2095 60  4.6229794951251275 SMQ 
12 Q0 CACM-2796 61  4.601856464014877 SMQ 
12 Q0 CACM-2184 62  4.590442340848234 SMQ 
12 Q0 CACM-3050 63  4.5832229338796795 SMQ 
12 Q0 CACM-1755 64  4.515756779687547 SMQ 
12 Q0 CACM-1069 65  4.475390319993952 SMQ 
12 Q0 CACM-3105 66  4.386608399999373 SMQ 
12 Q0 CACM-1647 67  4.3751038516470775 SMQ 
12 Q0 CACM-0696 68  4.253912511254848 SMQ 
12 Q0 CACM-2582 69  4.2224590931432875 SMQ 
12 Q0 CACM-2622 70  4.178299472152174 SMQ 
12 Q0 CACM-1877 71  4.161442651427219 SMQ 
12 Q0 CACM-1854 72  4.14163963344472 SMQ 
12 Q0 CACM-1472 73  4.102177673989259 SMQ 
12 Q0 CACM-2849 74  4.064943771221598 SMQ 
