3 Q0 CACM-2061 1  12.755139716945424 SMQ 
3 Q0 CACM-1988 2  12.439930078924743 SMQ 
3 Q0 CACM-2921 3  11.307765093733659 SMQ 
3 Q0 CACM-2112 4  11.288862717545378 SMQ 
3 Q0 CACM-1387 5  11.02166751298245 SMQ 
3 Q0 CACM-1496 6  10.777053641853058 SMQ 
3 Q0 CACM-2411 7  10.72499050938391 SMQ 
3 Q0 CACM-0205 8  10.439252177202246 SMQ 
3 Q0 CACM-0799 9  10.284246502070255 SMQ 
3 Q0 CACM-2939 10  10.140610793585434 SMQ 
3 Q0 CACM-0252 11  10.02087474506706 SMQ 
3 Q0 CACM-1787 12  9.910795540567243 SMQ 
3 Q0 CACM-2867 13  9.885761769366308 SMQ 
3 Q0 CACM-1223 14  9.82009252853421 SMQ 
3 Q0 CACM-2579 15  9.744758927522293 SMQ 
3 Q0 CACM-2886 16  9.707620535471566 SMQ 
3 Q0 CACM-3115 17  9.663729623209104 SMQ 
3 Q0 CACM-3030 18  9.629552515670028 SMQ 
3 Q0 CACM-1533 19  9.596328310081066 SMQ 
3 Q0 CACM-1029 20  9.553570420378449 SMQ 
3 Q0 CACM-1723 21  9.474784406126922 SMQ 
3 Q0 CACM-0637 22  9.446424577314069 SMQ 
3 Q0 CACM-3102 23  9.395645201060814 SMQ 
3 Q0 CACM-3130 24  9.369285982250846 SMQ 
3 Q0 CACM-2684 25  9.115961975521344 SMQ 
3 Q0 CACM-3099 26  9.08116212029046 SMQ 
3 Q0 CACM-1572 27  9.009787648985785 SMQ 
3 Q0 CACM-1788 28  9.004071063207718 SMQ 
3 Q0 CACM-0303 29  8.995724355402478 SMQ 
3 Q0 CACM-3124 30  8.958689849241402 SMQ 
3 Q0 CACM-1350 31  8.895885478483796 SMQ 
3 Q0 CACM-3093 32  8.813771118521453 SMQ 
3 Q0 CACM-2732 33  8.753885258799562 SMQ 
3 Q0 CACM-1134 34  8.71183248083055 SMQ 
3 Q0 CACM-1807 35  8.68458330460399 SMQ 
3 Q0 CACM-1565 36  8.666256831939904 SMQ 
3 Q0 CACM-2990 37  8.646618071877976 SMQ 
3 Q0 CACM-1457 38  8.58408660034983 SMQ 
3 Q0 CACM-1135 39  8.565472944624307 SMQ 
3 Q0 CACM-2138 40  8.549434041651411 SMQ 
3 Q0 CACM-2746 41  8.527472493977795 SMQ 
