18 Q0 CACM-2138 1  20.794741496568278 SMQ 
18 Q0 CACM-1988 2  15.946799045910627 SMQ 
18 Q0 CACM-2112 3  14.650394697862602 SMQ 
18 Q0 CACM-0670 4  14.62053879564468 SMQ 
18 Q0 CACM-1852 5  13.932573788608389 SMQ 
18 Q0 CACM-3110 6  13.566781333958223 SMQ 
18 Q0 CACM-1795 7  12.728618422985372 SMQ 
18 Q0 CACM-2896 8  12.222976907469203 SMQ 
18 Q0 CACM-2175 9  12.2170781938752 SMQ 
18 Q0 CACM-2921 10  12.148929577368268 SMQ 
18 Q0 CACM-2685 11  12.14396075574667 SMQ 
18 Q0 CACM-1159 12  12.066518807437593 SMQ 
18 Q0 CACM-2567 13  11.94752066071571 SMQ 
18 Q0 CACM-3075 14  11.747309354904967 SMQ 
18 Q0 CACM-2714 15  11.740008869677066 SMQ 
18 Q0 CACM-1811 16  11.528882937799308 SMQ 
18 Q0 CACM-1665 17  11.514920982584838 SMQ 
18 Q0 CACM-2495 18  11.453455794108704 SMQ 
18 Q0 CACM-0243 19  11.45329674717169 SMQ 
18 Q0 CACM-2266 20  11.382758990687977 SMQ 
18 Q0 CACM-1223 21  11.05281700492022 SMQ 
18 Q0 CACM-1099 22  11.029296718014631 SMQ 
18 Q0 CACM-1163 23  11.021235544173184 SMQ 
18 Q0 CACM-3148 24  10.928260700413798 SMQ 
18 Q0 CACM-3156 25  10.81858893984162 SMQ 
18 Q0 CACM-2298 26  10.74311163495828 SMQ 
18 Q0 CACM-0303 27  10.717051038360442 SMQ 
18 Q0 CACM-2929 28  10.687926838277077 SMQ 
18 Q0 CACM-2723 29  10.616426178804783 SMQ 
18 Q0 CACM-2289 30  10.566651031197532 SMQ 
18 Q0 CACM-0637 31  10.548682221740853 SMQ 
18 Q0 CACM-0950 32  10.542941754716232 SMQ 
18 Q0 CACM-2897 33  10.497138220011994 SMQ 
18 Q0 CACM-2717 34  10.461414002845963 SMQ 
18 Q0 CACM-1463 35  10.417583460260479 SMQ 
18 Q0 CACM-2644 36  10.401211325036197 SMQ 
18 Q0 CACM-1603 37  10.396875997961473 SMQ 
18 Q0 CACM-3066 38  10.380394746300626 SMQ 
18 Q0 CACM-3005 39  10.30824426952622 SMQ 
18 Q0 CACM-1738 40  10.221328194851727 SMQ 
18 Q0 CACM-1923 41  10.088339150012462 SMQ 
18 Q0 CACM-2570 42  10.084238901789787 SMQ 
18 Q0 CACM-0799 43  10.020008166037695 SMQ 
18 Q0 CACM-3093 44  9.933414595237322 SMQ 
18 Q0 CACM-2820 45  9.835992625062445 SMQ 
18 Q0 CACM-2252 46  9.737689741451096 SMQ 
18 Q0 CACM-1591 47  9.73737003743777 SMQ 
18 Q0 CACM-1548 48  9.662816148122957 SMQ 
18 Q0 CACM-2341 49  9.628131050794291 SMQ 
18 Q0 CACM-2064 50  9.613669401343193 SMQ 
18 Q0 CACM-2423 51  9.495714665891283 SMQ 
18 Q0 CACM-2785 52  9.491360357624306 SMQ 
18 Q0 CACM-3080 53  9.444773030635327 SMQ 
18 Q0 CACM-3127 54  9.406374445003781 SMQ 
18 Q0 CACM-2645 55  9.360360491919815 SMQ 
18 Q0 CACM-1947 56  9.335793797953933 SMQ 
18 Q0 CACM-1409 57  9.330434653292523 SMQ 
18 Q0 CACM-1389 58  9.324591954822376 SMQ 
18 Q0 CACM-1680 59  9.321488286665781 SMQ 
18 Q0 CACM-2661 60  9.249919627650161 SMQ 
18 Q0 CACM-2433 61  9.172134202784015 SMQ 
18 Q0 CACM-2534 62  9.169447677204309 SMQ 
18 Q0 CACM-2886 63  9.120726170191492 SMQ 
18 Q0 CACM-1844 64  9.095862110204678 SMQ 
18 Q0 CACM-1324 65  9.082763692685077 SMQ 
18 Q0 CACM-3150 66  9.012768733833209 SMQ 
18 Q0 CACM-0205 67  8.997269306260293 SMQ 
18 Q0 CACM-0082 68  8.963729179809336 SMQ 
18 Q0 CACM-2767 69  8.953694208089285 SMQ 
18 Q0 CACM-2939 70  8.928970269207465 SMQ 
18 Q0 CACM-2819 71  8.856581606463427 SMQ 
18 Q0 CACM-2579 72  8.856062517687958 SMQ 
18 Q0 CACM-2904 73  8.740496107922368 SMQ 
18 Q0 CACM-2633 74  8.705535047961206 SMQ 
18 Q0 CACM-2497 75  8.661334427815248 SMQ 
18 Q0 CACM-3107 76  8.60629380020241 SMQ 
18 Q0 CACM-1613 77  8.573355134476556 SMQ 
18 Q0 CACM-1906 78  8.547275604821374 SMQ 
18 Q0 CACM-1158 79  8.413776445540972 SMQ 
18 Q0 CACM-3175 80  8.402057862684053 SMQ 
18 Q0 CACM-3171 81  8.362965548048901 SMQ 
18 Q0 CACM-1425 82  8.340215186426121 SMQ 
18 Q0 CACM-2411 83  8.337147365746805 SMQ 
18 Q0 CACM-0249 84  8.302440019788575 SMQ 
18 Q0 CACM-2684 85  8.277772750194593 SMQ 
18 Q0 CACM-1807 86  8.252704042756037 SMQ 
18 Q0 CACM-3131 87  8.129393492243626 SMQ 
18 Q0 CACM-1367 88  8.103615277985057 SMQ 
18 Q0 CACM-2146 89  8.024338603547635 SMQ 
18 Q0 CACM-0848 90  8.021346593822825 SMQ 
18 Q0 CACM-1275 91  8.000843819057062 SMQ 
18 Q0 CACM-3074 92  7.9974337736749055 SMQ 
18 Q0 CACM-0651 93  7.9561290269193865 SMQ 
18 Q0 CACM-1135 94  7.9485680540398285 SMQ 
18 Q0 CACM-2998 95  7.9280783690239405 SMQ 
18 Q0 CACM-0850 96  7.8928378296443835 SMQ 
18 Q0 CACM-2034 97  7.892217850806941 SMQ 
18 Q0 CACM-3073 98  7.876594456052305 SMQ 
18 Q0 CACM-1204 99  7.875210206513879 SMQ 
18 Q0 CACM-2061 100  7.865145707874772 SMQ 
