19 Q0 CACM-2973 1  7.990639985346748 SMQ 
19 Q0 CACM-3075 2  7.4060406463784805 SMQ 
19 Q0 CACM-2266 3  7.015598808727772 SMQ 
19 Q0 CACM-2557 4  6.891797607265634 SMQ 
19 Q0 CACM-3156 5  6.791391053903021 SMQ 
19 Q0 CACM-0950 6  6.681250208761389 SMQ 
19 Q0 CACM-1601 7  6.670180896711561 SMQ 
19 Q0 CACM-1468 8  6.360706266548341 SMQ 
19 Q0 CACM-2838 9  6.202521756474466 SMQ 
19 Q0 CACM-2289 10  6.154492952585397 SMQ 
19 Q0 CACM-2570 11  6.108665465041593 SMQ 
19 Q0 CACM-2433 12  5.864334158997254 SMQ 
19 Q0 CACM-1957 13  5.749990316406802 SMQ 
19 Q0 CACM-2114 14  5.654732922380653 SMQ 
19 Q0 CACM-2692 15  5.436998411223744 SMQ 
19 Q0 CACM-0141 16  5.086858833522996 SMQ 
19 Q0 CACM-2723 17  5.005267081613434 SMQ 
19 Q0 CACM-0392 18  4.987425415608545 SMQ 
19 Q0 CACM-1302 19  4.987425415608545 SMQ 
19 Q0 CACM-2685 20  4.956389458451886 SMQ 
19 Q0 CACM-2714 21  4.9220762532138815 SMQ 
19 Q0 CACM-1158 22  4.8548682923472875 SMQ 
19 Q0 CACM-1262 23  4.804501632562519 SMQ 
19 Q0 CACM-1367 24  4.738058577777179 SMQ 
19 Q0 CACM-2896 25  4.738058577777179 SMQ 
19 Q0 CACM-2700 26  4.710902785908584 SMQ 
19 Q0 CACM-2182 27  4.702015163559075 SMQ 
19 Q0 CACM-1828 28  4.658745239721155 SMQ 
19 Q0 CACM-1795 29  4.601204528833853 SMQ 
19 Q0 CACM-2952 30  4.509802324305256 SMQ 
19 Q0 CACM-0371 31  4.49448827070072 SMQ 
19 Q0 CACM-2785 32  4.453290797337045 SMQ 
19 Q0 CACM-2007 33  4.390368140487967 SMQ 
19 Q0 CACM-1811 34  4.34511860998826 SMQ 
19 Q0 CACM-2895 35  4.336961728950233 SMQ 
19 Q0 CACM-1952 36  4.26685645510694 SMQ 
19 Q0 CACM-1342 37  4.210522748436171 SMQ 
19 Q0 CACM-1660 38  4.210522748436171 SMQ 
19 Q0 CACM-2325 39  4.19693549686776 SMQ 
19 Q0 CACM-3059 40  4.155902663851274 SMQ 
19 Q0 CACM-1569 41  4.129303259274235 SMQ 
19 Q0 CACM-2342 42  4.129303259274235 SMQ 
19 Q0 CACM-2865 43  4.116272597347854 SMQ 
19 Q0 CACM-0270 44  4.106809609491277 SMQ 
19 Q0 CACM-0804 45  4.106809609491277 SMQ 
19 Q0 CACM-2884 46  4.106809609491277 SMQ 
19 Q0 CACM-2401 47  4.084443523574787 SMQ 
19 Q0 CACM-2851 48  4.0831918913778456 SMQ 
19 Q0 CACM-1796 49  4.082528417389071 SMQ 
19 Q0 CACM-3073 50  4.081317475919988 SMQ 
19 Q0 CACM-2226 51  4.0357227019236275 SMQ 
19 Q0 CACM-2080 52  3.991952520857563 SMQ 
19 Q0 CACM-3166 53  3.9766495742945764 SMQ 
19 Q0 CACM-1374 54  3.9695136548665615 SMQ 
19 Q0 CACM-1551 55  3.9695136548665615 SMQ 
19 Q0 CACM-2417 56  3.9695136548665615 SMQ 
19 Q0 CACM-2175 57  3.939359391122752 SMQ 
19 Q0 CACM-2725 58  3.9277746868588443 SMQ 
19 Q0 CACM-2950 59  3.9209909529646607 SMQ 
19 Q0 CACM-3044 60  3.918047020242087 SMQ 
19 Q0 CACM-2195 61  3.907565470452039 SMQ 
19 Q0 CACM-2830 62  3.8877726658413185 SMQ 
19 Q0 CACM-1846 63  3.881851392909565 SMQ 
19 Q0 CACM-1851 64  3.8493712543850465 SMQ 
19 Q0 CACM-1873 65  3.8493712543850465 SMQ 
19 Q0 CACM-1953 66  3.8493712543850465 SMQ 
19 Q0 CACM-3006 67  3.8418721614590337 SMQ 
19 Q0 CACM-1658 68  3.830732458679543 SMQ 
19 Q0 CACM-2902 69  3.824599274849979 SMQ 
19 Q0 CACM-2863 70  3.812449557393411 SMQ 
19 Q0 CACM-1747 71  3.794604024093406 SMQ 
19 Q0 CACM-2903 72  3.790961507787136 SMQ 
19 Q0 CACM-2273 73  3.7768998746051725 SMQ 
19 Q0 CACM-2283 74  3.7768998746051725 SMQ 
19 Q0 CACM-2146 75  3.735916346822899 SMQ 
19 Q0 CACM-2727 76  3.7189270250491635 SMQ 
19 Q0 CACM-2505 77  3.7095409214332196 SMQ 
19 Q0 CACM-3061 78  3.7095409214332196 SMQ 
19 Q0 CACM-1008 79  3.7061741028639985 SMQ 
19 Q0 CACM-1380 80  3.6568059899211502 SMQ 
19 Q0 CACM-2740 81  3.6389347895042867 SMQ 
19 Q0 CACM-1924 82  3.616676624313436 SMQ 
19 Q0 CACM-2819 83  3.616676624313436 SMQ 
19 Q0 CACM-2272 84  3.6020458130780155 SMQ 
19 Q0 CACM-2025 85  3.5876376277865845 SMQ 
19 Q0 CACM-2362 86  3.5876376277865845 SMQ 
19 Q0 CACM-1200 87  3.5872574099210257 SMQ 
19 Q0 CACM-2767 88  3.5762669892514145 SMQ 
19 Q0 CACM-2426 89  3.55946339553331 SMQ 
19 Q0 CACM-2942 90  3.55946339553331 SMQ 
19 Q0 CACM-2630 91  3.545685164936609 SMQ 
19 Q0 CACM-2627 92  3.5388707325556665 SMQ 
19 Q0 CACM-1471 93  3.5329661550401252 SMQ 
19 Q0 CACM-2222 94  3.5321051622596857 SMQ 
19 Q0 CACM-2490 95  3.5142974194020664 SMQ 
19 Q0 CACM-2514 96  3.5120949247392415 SMQ 
19 Q0 CACM-1392 97  3.505518171911061 SMQ 
19 Q0 CACM-1529 98  3.505518171911061 SMQ 
19 Q0 CACM-1554 99  3.471690969877971 SMQ 
19 Q0 CACM-2674 100  3.4483091969177964 SMQ 
