28 Q0 CACM-2949 1  49.983246537389675 SMQ 
28 Q0 CACM-3032 2  47.59200050750909 SMQ 
28 Q0 CACM-2892 3  42.2510750944857 SMQ 
28 Q0 CACM-2890 4  36.1974917296543 SMQ 
28 Q0 CACM-3158 5  35.92716662500433 SMQ 
28 Q0 CACM-1928 6  34.04759074159473 SMQ 
28 Q0 CACM-1846 7  33.991605489653466 SMQ 
28 Q0 CACM-2046 8  32.55685229913798 SMQ 
28 Q0 CACM-0616 9  32.15466050546701 SMQ 
28 Q0 CACM-2849 10  31.349962032860603 SMQ 
28 Q0 CACM-2776 11  31.348325904850327 SMQ 
28 Q0 CACM-2289 12  31.100617238907713 SMQ 
28 Q0 CACM-0441 13  30.008902463620615 SMQ 
28 Q0 CACM-1572 14  29.911769825196465 SMQ 
28 Q0 CACM-2274 15  29.84747218350121 SMQ 
28 Q0 CACM-2401 16  29.554855362127217 SMQ 
28 Q0 CACM-2572 17  28.826254370211455 SMQ 
28 Q0 CACM-1685 18  28.54974194012313 SMQ 
28 Q0 CACM-2969 19  28.4354540501654 SMQ 
28 Q0 CACM-1723 20  28.21444259973474 SMQ 
28 Q0 CACM-1768 21  27.986623664376435 SMQ 
28 Q0 CACM-2951 22  27.860589233565314 SMQ 
28 Q0 CACM-2515 23  27.848867962257454 SMQ 
28 Q0 CACM-1601 24  27.661352844629125 SMQ 
28 Q0 CACM-0828 25  27.417270772951596 SMQ 
28 Q0 CACM-1397 26  27.329841709779135 SMQ 
28 Q0 CACM-2450 27  27.31178082251285 SMQ 
28 Q0 CACM-3164 28  26.946997735070745 SMQ 
28 Q0 CACM-1989 29  26.93333315260797 SMQ 
28 Q0 CACM-2197 30  26.746097763234687 SMQ 
28 Q0 CACM-2454 31  26.697484126401573 SMQ 
28 Q0 CACM-2630 32  26.543435600301393 SMQ 
28 Q0 CACM-2712 33  26.471376226211305 SMQ 
28 Q0 CACM-2833 34  26.46361350305345 SMQ 
28 Q0 CACM-3040 35  26.17955900229935 SMQ 
28 Q0 CACM-1623 36  26.117615859950725 SMQ 
28 Q0 CACM-2371 37  26.02312016080936 SMQ 
28 Q0 CACM-1421 38  25.905451527558917 SMQ 
28 Q0 CACM-1458 39  25.863686593956903 SMQ 
28 Q0 CACM-1199 40  25.73620179912204 SMQ 
28 Q0 CACM-1728 41  25.667910876601198 SMQ 
28 Q0 CACM-1612 42  25.635705889090104 SMQ 
28 Q0 CACM-1695 43  25.633883534216977 SMQ 
