37 Q0 CACM-2265 1  75.4097420980238 SMQ 
37 Q0 CACM-2956 2  67.89644618319133 SMQ 
37 Q0 CACM-2632 3  65.74220927043443 SMQ 
37 Q0 CACM-2060 4  64.43259502231963 SMQ 
37 Q0 CACM-3142 5  62.79371523566707 SMQ 
37 Q0 CACM-3105 6  61.731122186111314 SMQ 
37 Q0 CACM-2341 7  60.9134192861199 SMQ 
37 Q0 CACM-2560 8  60.65234669145473 SMQ 
37 Q0 CACM-2912 9  60.05170658020088 SMQ 
37 Q0 CACM-2184 10  59.45296560294534 SMQ 
37 Q0 CACM-2958 11  59.10286206017878 SMQ 
37 Q0 CACM-2229 12  56.67128502279706 SMQ 
37 Q0 CACM-2342 13  56.05316801052889 SMQ 
37 Q0 CACM-2957 14  55.78358547377584 SMQ 
37 Q0 CACM-2794 15  55.58091510755819 SMQ 
37 Q0 CACM-3031 16  55.35921706884044 SMQ 
37 Q0 CACM-2850 17  54.446291434984474 SMQ 
37 Q0 CACM-2651 18  54.21120435705817 SMQ 
37 Q0 CACM-1847 19  54.013766212124416 SMQ 
37 Q0 CACM-1768 20  53.853565857794706 SMQ 
37 Q0 CACM-3153 21  52.94053796502724 SMQ 
37 Q0 CACM-2321 22  52.70121906496626 SMQ 
37 Q0 CACM-2003 23  52.34267573250986 SMQ 
37 Q0 CACM-1455 24  52.30842240314608 SMQ 
37 Q0 CACM-2194 25  51.68168053227127 SMQ 
37 Q0 CACM-2376 26  51.63563598686822 SMQ 
37 Q0 CACM-2369 27  51.46037277459252 SMQ 
37 Q0 CACM-3103 28  51.36016889160797 SMQ 
37 Q0 CACM-1844 29  51.222542086830146 SMQ 
37 Q0 CACM-1398 30  51.13381585323172 SMQ 
37 Q0 CACM-3128 31  50.683262915192635 SMQ 
37 Q0 CACM-2941 32  50.09739125551605 SMQ 
37 Q0 CACM-1748 33  50.07092348812459 SMQ 
37 Q0 CACM-0867 34  49.98789486207226 SMQ 
37 Q0 CACM-2233 35  49.80859058104305 SMQ 
37 Q0 CACM-2178 36  49.71587792441732 SMQ 
37 Q0 CACM-1625 37  49.676002238701216 SMQ 
37 Q0 CACM-3048 38  49.58847044301346 SMQ 
37 Q0 CACM-2033 39  49.4790538717831 SMQ 
37 Q0 CACM-1003 40  49.31954593068354 SMQ 
37 Q0 CACM-1135 41  49.31870300508624 SMQ 
37 Q0 CACM-2051 42  49.13222337064053 SMQ 
37 Q0 CACM-1637 43  48.874900969456554 SMQ 
37 Q0 CACM-0243 44  48.58255779980509 SMQ 
37 Q0 CACM-2931 45  48.53215441008957 SMQ 
37 Q0 CACM-1543 46  48.37770107336478 SMQ 
37 Q0 CACM-1591 47  48.32294724289523 SMQ 
37 Q0 CACM-1626 48  48.253599377322026 SMQ 
37 Q0 CACM-1474 49  47.95808407353881 SMQ 
37 Q0 CACM-1698 50  47.80487029394709 SMQ 
37 Q0 CACM-2937 51  47.63155956594679 SMQ 
37 Q0 CACM-1828 52  47.56840957301464 SMQ 
37 Q0 CACM-1143 53  47.5601559065288 SMQ 
37 Q0 CACM-2864 54  47.28457672497684 SMQ 
37 Q0 CACM-2939 55  47.28123793292392 SMQ 
37 Q0 CACM-1426 56  47.09436179203444 SMQ 
37 Q0 CACM-3002 57  46.99485006505781 SMQ 
37 Q0 CACM-3164 58  46.98569382996848 SMQ 
37 Q0 CACM-2289 59  46.929756233261024 SMQ 
37 Q0 CACM-2083 60  46.59845544362317 SMQ 
37 Q0 CACM-1482 61  46.37328677522682 SMQ 
37 Q0 CACM-0982 62  46.31321311652133 SMQ 
37 Q0 CACM-1646 63  46.24693107306408 SMQ 
37 Q0 CACM-2513 64  46.168967815617265 SMQ 
