7 Q0 CACM-3043 1  47.24852362045687 SMQ 
7 Q0 CACM-2912 2  36.26151572475879 SMQ 
7 Q0 CACM-1623 3  35.50354817288348 SMQ 
7 Q0 CACM-3128 4  34.62281432473185 SMQ 
7 Q0 CACM-2111 5  33.684298311085236 SMQ 
7 Q0 CACM-2903 6  31.908292104611157 SMQ 
7 Q0 CACM-2865 7  31.762889663341852 SMQ 
7 Q0 CACM-3141 8  30.722413165223017 SMQ 
7 Q0 CACM-2342 9  30.51606033584186 SMQ 
7 Q0 CACM-2317 10  30.389539803498412 SMQ 
7 Q0 CACM-2949 11  29.976586632897966 SMQ 
7 Q0 CACM-2376 12  29.969340443631573 SMQ 
7 Q0 CACM-2890 13  28.826216712555752 SMQ 
7 Q0 CACM-1381 14  28.77621201804832 SMQ 
7 Q0 CACM-1397 15  28.653279644047224 SMQ 
7 Q0 CACM-3148 16  28.45929905187166 SMQ 
7 Q0 CACM-1854 17  28.42193647873526 SMQ 
7 Q0 CACM-2871 18  28.043707247641407 SMQ 
7 Q0 CACM-0616 19  27.718047145728473 SMQ 
7 Q0 CACM-0046 20  27.406872509386318 SMQ 
7 Q0 CACM-2033 21  26.71508725631962 SMQ 
7 Q0 CACM-2905 22  26.412104594924187 SMQ 
7 Q0 CACM-1601 23  26.11397124977947 SMQ 
7 Q0 CACM-2740 24  25.756999641078746 SMQ 
7 Q0 CACM-1698 25  25.746596254810612 SMQ 
7 Q0 CACM-1440 26  25.462103637694305 SMQ 
7 Q0 CACM-2519 27  25.453193748464045 SMQ 
7 Q0 CACM-2208 28  25.25634812654779 SMQ 
7 Q0 CACM-2344 29  25.203074453592752 SMQ 
7 Q0 CACM-2216 30  25.101813174248026 SMQ 
7 Q0 CACM-2016 31  24.860548666631388 SMQ 
7 Q0 CACM-2289 32  24.80954943712288 SMQ 
7 Q0 CACM-1771 33  24.603292168322636 SMQ 
7 Q0 CACM-2716 34  24.503286928162183 SMQ 
7 Q0 CACM-1145 35  24.49689781478284 SMQ 
7 Q0 CACM-2913 36  24.41148575161268 SMQ 
7 Q0 CACM-1609 37  24.23013125502974 SMQ 
7 Q0 CACM-1886 38  24.071050840620817 SMQ 
7 Q0 CACM-1626 39  23.963264152658347 SMQ 
7 Q0 CACM-3014 40  23.859713067205636 SMQ 
7 Q0 CACM-2972 41  23.8486248941094 SMQ 
7 Q0 CACM-3078 42  23.819581831481667 SMQ 
7 Q0 CACM-3143 43  23.7580516676831 SMQ 
7 Q0 CACM-1948 44  23.7426021022232 SMQ 
7 Q0 CACM-2795 45  23.72705326216337 SMQ 
7 Q0 CACM-2535 46  23.63578279037667 SMQ 
7 Q0 CACM-1099 47  23.544005378242584 SMQ 
7 Q0 CACM-2829 48  23.53275673991885 SMQ 
7 Q0 CACM-2860 49  23.51576538958921 SMQ 
7 Q0 CACM-2979 50  23.510195547655336 SMQ 
7 Q0 CACM-2950 51  23.435834496862892 SMQ 
7 Q0 CACM-1135 52  23.36468680710095 SMQ 
7 Q0 CACM-2657 53  23.228650985066654 SMQ 
7 Q0 CACM-2320 54  23.13785690383169 SMQ 
7 Q0 CACM-2439 55  23.134574252491223 SMQ 
7 Q0 CACM-2402 56  23.119717295167295 SMQ 
7 Q0 CACM-1749 57  23.08125893312975 SMQ 
7 Q0 CACM-2379 58  22.866949419272522 SMQ 
7 Q0 CACM-2962 59  22.863611759698735 SMQ 
7 Q0 CACM-2581 60  22.829368072721547 SMQ 
7 Q0 CACM-1427 61  22.77372737644299 SMQ 
7 Q0 CACM-0409 62  22.481177234715684 SMQ 
7 Q0 CACM-0964 63  22.402057743704294 SMQ 
7 Q0 CACM-1098 64  22.393606835720696 SMQ 
7 Q0 CACM-2828 65  22.393403617495608 SMQ 
7 Q0 CACM-2864 66  22.387067086750967 SMQ 
7 Q0 CACM-1553 67  22.229385743679995 SMQ 
7 Q0 CACM-1665 68  22.224224337302665 SMQ 
7 Q0 CACM-1572 69  22.188632996585223 SMQ 
7 Q0 CACM-2438 70  22.145588735139302 SMQ 
7 Q0 CACM-2896 71  22.109889682796926 SMQ 
7 Q0 CACM-1160 72  22.060666202464628 SMQ 
7 Q0 CACM-3021 73  22.056361328057353 SMQ 
7 Q0 CACM-3028 74  22.044868468006612 SMQ 
7 Q0 CACM-2094 75  21.926921300419387 SMQ 
7 Q0 CACM-2866 76  21.89566703518772 SMQ 
7 Q0 CACM-2524 77  21.86154407408529 SMQ 
7 Q0 CACM-2378 78  21.843671715258736 SMQ 
7 Q0 CACM-2802 79  21.83252056842267 SMQ 
7 Q0 CACM-2470 80  21.827338204778684 SMQ 
7 Q0 CACM-2142 81  21.73857240304881 SMQ 
7 Q0 CACM-2268 82  21.68652811632617 SMQ 
7 Q0 CACM-0396 83  21.616673924126605 SMQ 
7 Q0 CACM-1924 84  21.610637020155604 SMQ 
7 Q0 CACM-1939 85  21.566235896510342 SMQ 
7 Q0 CACM-2276 86  21.503286588877355 SMQ 
7 Q0 CACM-2179 87  21.494252277491142 SMQ 
7 Q0 CACM-2732 88  21.48127242295056 SMQ 
7 Q0 CACM-1870 89  21.449640039368848 SMQ 
7 Q0 CACM-2110 90  21.36371887211831 SMQ 
7 Q0 CACM-2454 91  21.358677432317624 SMQ 
7 Q0 CACM-3104 92  21.33370329565449 SMQ 
7 Q0 CACM-3006 93  21.27358024868519 SMQ 
7 Q0 CACM-1458 94  21.245527536039976 SMQ 
7 Q0 CACM-2882 95  21.234037365568234 SMQ 
7 Q0 CACM-2646 96  21.198093615658728 SMQ 
7 Q0 CACM-1706 97  21.18909100750018 SMQ 
7 Q0 CACM-2940 98  21.15581071322826 SMQ 
7 Q0 CACM-2233 99  21.09506214284544 SMQ 
7 Q0 CACM-2325 100  21.085665584647142 SMQ 
