35 Q0 CACM-2932 1  40.67964730334633 SMQ 
35 Q0 CACM-1474 2  30.12365931717814 SMQ 
35 Q0 CACM-3175 3  25.14291263738511 SMQ 
35 Q0 CACM-2165 4  25.005801374963735 SMQ 
35 Q0 CACM-3071 5  24.48828406038397 SMQ 
35 Q0 CACM-2836 6  24.283945650471626 SMQ 
35 Q0 CACM-2560 7  23.70303507294953 SMQ 
35 Q0 CACM-1386 8  23.289280597277767 SMQ 
35 Q0 CACM-2516 9  22.587367369255748 SMQ 
35 Q0 CACM-2580 10  22.320799889290733 SMQ 
35 Q0 CACM-1397 11  22.092957470305215 SMQ 
35 Q0 CACM-2645 12  21.705815104303618 SMQ 
35 Q0 CACM-2437 13  21.551192634027405 SMQ 
35 Q0 CACM-2166 14  21.050872094129666 SMQ 
35 Q0 CACM-2090 15  20.939017421277583 SMQ 
35 Q0 CACM-2681 16  20.524076286582083 SMQ 
35 Q0 CACM-1935 17  20.007797905305583 SMQ 
35 Q0 CACM-2323 18  19.491954144670338 SMQ 
35 Q0 CACM-3203 19  18.971545841372965 SMQ 
35 Q0 CACM-2169 20  18.966443462074608 SMQ 
35 Q0 CACM-0717 21  18.2161062563057 SMQ 
35 Q0 CACM-2450 22  18.052666148663782 SMQ 
35 Q0 CACM-2167 23  17.95378784600263 SMQ 
35 Q0 CACM-1396 24  17.931892387452347 SMQ 
35 Q0 CACM-1696 25  17.29872953362939 SMQ 
35 Q0 CACM-2170 26  16.89396085370377 SMQ 
35 Q0 CACM-2567 27  16.676090051066275 SMQ 
35 Q0 CACM-0265 28  16.428280616766912 SMQ 
35 Q0 CACM-2931 29  16.40165088844626 SMQ 
35 Q0 CACM-2164 30  16.282879163339963 SMQ 
35 Q0 CACM-1862 31  16.255660592894575 SMQ 
35 Q0 CACM-1392 32  16.224126044383294 SMQ 
35 Q0 CACM-1214 33  16.05249827365916 SMQ 
35 Q0 CACM-2956 34  15.779529191649926 SMQ 
35 Q0 CACM-2809 35  15.765183884538141 SMQ 
35 Q0 CACM-0719 36  15.69171126880914 SMQ 
35 Q0 CACM-2283 37  15.451973350527485 SMQ 
35 Q0 CACM-1699 38  15.33259826854449 SMQ 
35 Q0 CACM-2096 39  15.322501661948316 SMQ 
35 Q0 CACM-1216 40  15.222239388911927 SMQ 
35 Q0 CACM-2767 41  15.079717722609749 SMQ 
35 Q0 CACM-0892 42  15.065597633598856 SMQ 
35 Q0 CACM-1806 43  15.034619264136957 SMQ 
35 Q0 CACM-1257 44  14.733172740486788 SMQ 
35 Q0 CACM-1667 45  14.619466839284456 SMQ 
35 Q0 CACM-1893 46  14.619466839284456 SMQ 
35 Q0 CACM-1628 47  14.57049583130875 SMQ 
35 Q0 CACM-0644 48  14.54494431434305 SMQ 
35 Q0 CACM-0111 49  14.537108803855094 SMQ 
35 Q0 CACM-2490 50  14.452395034482162 SMQ 
35 Q0 CACM-2402 51  14.420189676860577 SMQ 
35 Q0 CACM-2266 52  14.409039331416565 SMQ 
35 Q0 CACM-2094 53  14.39258834739892 SMQ 
35 Q0 CACM-2554 54  14.188269143767593 SMQ 
35 Q0 CACM-3201 55  14.061395025120877 SMQ 
35 Q0 CACM-1154 56  14.04779483661157 SMQ 
35 Q0 CACM-2953 57  14.041266030383351 SMQ 
35 Q0 CACM-2704 58  14.004033725350958 SMQ 
35 Q0 CACM-2414 59  13.950488305566818 SMQ 
35 Q0 CACM-1543 60  13.788130800841916 SMQ 
35 Q0 CACM-2231 61  13.684275652580297 SMQ 
35 Q0 CACM-0762 62  13.593688292189599 SMQ 
35 Q0 CACM-2341 63  13.506341926300166 SMQ 
35 Q0 CACM-1391 64  13.493363070509643 SMQ 
35 Q0 CACM-0319 65  13.468890003190506 SMQ 
35 Q0 CACM-2253 66  13.401324709935711 SMQ 
35 Q0 CACM-2850 67  13.369416049250878 SMQ 
35 Q0 CACM-1524 68  13.285654421223601 SMQ 
35 Q0 CACM-2268 69  13.267111438751849 SMQ 
35 Q0 CACM-1946 70  13.161682083190943 SMQ 
35 Q0 CACM-0284 71  13.048085236955812 SMQ 
35 Q0 CACM-0393 72  13.012268711643522 SMQ 
35 Q0 CACM-2997 73  12.959868749896893 SMQ 
35 Q0 CACM-2921 74  12.8612053244278 SMQ 
35 Q0 CACM-2273 75  12.840918227872649 SMQ 
35 Q0 CACM-0278 76  12.82778860349229 SMQ 
35 Q0 CACM-1589 77  12.807999514616203 SMQ 
35 Q0 CACM-1197 78  12.79696769706989 SMQ 
35 Q0 CACM-3006 79  12.796106883768463 SMQ 
35 Q0 CACM-1743 80  12.78914596115568 SMQ 
35 Q0 CACM-3023 81  12.73045356225806 SMQ 
35 Q0 CACM-2314 82  12.641760011737725 SMQ 
35 Q0 CACM-1388 83  12.609045625262233 SMQ 
35 Q0 CACM-2987 84  12.563758860101878 SMQ 
35 Q0 CACM-1846 85  12.502665191684816 SMQ 
35 Q0 CACM-1225 86  12.493492759934695 SMQ 
35 Q0 CACM-1847 87  12.414869838967062 SMQ 
35 Q0 CACM-1978 88  12.392870182276768 SMQ 
35 Q0 CACM-2217 89  12.361504092029808 SMQ 
35 Q0 CACM-3131 90  12.335281651933208 SMQ 
35 Q0 CACM-2719 91  12.328357460435262 SMQ 
35 Q0 CACM-1948 92  12.286390633355868 SMQ 
35 Q0 CACM-1664 93  12.282965654687047 SMQ 
35 Q0 CACM-1423 94  12.218503717041685 SMQ 
35 Q0 CACM-1387 95  12.145838154180925 SMQ 
35 Q0 CACM-0731 96  12.087437553788769 SMQ 
35 Q0 CACM-0371 97  12.041309414817485 SMQ 
35 Q0 CACM-2135 98  12.010109342623085 SMQ 
35 Q0 CACM-3018 99  11.999390046775769 SMQ 
35 Q0 CACM-1210 100  11.946308023673183 SMQ 
