14 Q0 CACM-3087 1  16.4248908482016 SMQ 
14 Q0 CACM-3131 2  16.259861989025207 SMQ 
14 Q0 CACM-3112 3  16.066033424086896 SMQ 
14 Q0 CACM-2819 4  15.66205441588287 SMQ 
14 Q0 CACM-2181 5  15.486183223113374 SMQ 
14 Q0 CACM-2289 6  15.151185644080655 SMQ 
14 Q0 CACM-2679 7  14.574791768504749 SMQ 
14 Q0 CACM-2674 8  13.953831727295007 SMQ 
14 Q0 CACM-3164 9  13.825764480366647 SMQ 
14 Q0 CACM-3067 10  13.633940609357223 SMQ 
14 Q0 CACM-2890 11  13.571702667110134 SMQ 
14 Q0 CACM-2716 12  13.423977455686874 SMQ 
14 Q0 CACM-3058 13  13.307340602391562 SMQ 
14 Q0 CACM-3037 14  13.188468993532322 SMQ 
14 Q0 CACM-3057 15  13.122072030520274 SMQ 
14 Q0 CACM-1886 16  13.024574588560217 SMQ 
14 Q0 CACM-2812 17  12.909965679241466 SMQ 
14 Q0 CACM-1752 18  12.86492578718984 SMQ 
14 Q0 CACM-2931 19  12.677337255158807 SMQ 
14 Q0 CACM-2750 20  12.183136365464533 SMQ 
14 Q0 CACM-1412 21  11.852123386222674 SMQ 
14 Q0 CACM-2964 22  11.784149501261458 SMQ 
14 Q0 CACM-3085 23  11.754388269455227 SMQ 
14 Q0 CACM-2017 24  11.750919659109996 SMQ 
14 Q0 CACM-1961 25  11.684097500353054 SMQ 
14 Q0 CACM-2924 26  11.567110768731311 SMQ 
14 Q0 CACM-3075 27  11.523596360470812 SMQ 
14 Q0 CACM-3032 28  11.517580192025898 SMQ 
14 Q0 CACM-2174 29  11.500599634861944 SMQ 
14 Q0 CACM-3132 30  11.468440141829934 SMQ 
14 Q0 CACM-2959 31  11.221478769551759 SMQ 
14 Q0 CACM-2691 32  11.150643329112798 SMQ 
14 Q0 CACM-1098 33  11.137929160351952 SMQ 
14 Q0 CACM-2142 34  11.106597346471478 SMQ 
14 Q0 CACM-3011 35  11.06049393813755 SMQ 
14 Q0 CACM-1197 36  10.956638345349782 SMQ 
14 Q0 CACM-2997 37  10.935877953206568 SMQ 
14 Q0 CACM-2314 38  10.841197207891707 SMQ 
14 Q0 CACM-3038 39  10.783499083279947 SMQ 
14 Q0 CACM-2650 40  10.77760377731184 SMQ 
14 Q0 CACM-0630 41  10.764323310003583 SMQ 
14 Q0 CACM-0717 42  10.721810341922065 SMQ 
14 Q0 CACM-2337 43  10.714902241586497 SMQ 
14 Q0 CACM-1873 44  10.655659377111718 SMQ 
14 Q0 CACM-3166 45  10.650133028398347 SMQ 
14 Q0 CACM-2963 46  10.61743231238278 SMQ 
14 Q0 CACM-2308 47  10.615647761877785 SMQ 
14 Q0 CACM-2816 48  10.603114824591183 SMQ 
14 Q0 CACM-3151 49  10.558755216596936 SMQ 
14 Q0 CACM-1423 50  10.52926776592982 SMQ 
14 Q0 CACM-2522 51  10.520965005118915 SMQ 
14 Q0 CACM-1462 52  10.520577375186832 SMQ 
14 Q0 CACM-0655 53  10.474089007462162 SMQ 
14 Q0 CACM-1724 54  10.470790202981833 SMQ 
14 Q0 CACM-2146 55  10.404283254159196 SMQ 
14 Q0 CACM-2481 56  10.366374659433355 SMQ 
14 Q0 CACM-2081 57  10.277520621051845 SMQ 
14 Q0 CACM-3049 58  10.239040334725132 SMQ 
14 Q0 CACM-2050 59  10.172923616311877 SMQ 
14 Q0 CACM-2856 60  10.162521043653761 SMQ 
14 Q0 CACM-1135 61  10.113320810764751 SMQ 
14 Q0 CACM-2902 62  10.10674147434829 SMQ 
14 Q0 CACM-2406 63  10.08667703941395 SMQ 
14 Q0 CACM-3156 64  10.075121565145158 SMQ 
14 Q0 CACM-3033 65  10.053033176694868 SMQ 
14 Q0 CACM-1594 66  10.029558868238704 SMQ 
14 Q0 CACM-2450 67  10.023087236225548 SMQ 
14 Q0 CACM-1892 68  9.999365122463727 SMQ 
14 Q0 CACM-2834 69  9.990537683282462 SMQ 
14 Q0 CACM-2051 70  9.984815310862672 SMQ 
14 Q0 CACM-2188 71  9.947722077933042 SMQ 
14 Q0 CACM-2900 72  9.865099476870656 SMQ 
14 Q0 CACM-3006 73  9.857797005649916 SMQ 
14 Q0 CACM-2324 74  9.852268758435997 SMQ 
14 Q0 CACM-2272 75  9.837822075429532 SMQ 
14 Q0 CACM-3177 76  9.812901564222603 SMQ 
14 Q0 CACM-3157 77  9.770677537862632 SMQ 
14 Q0 CACM-2106 78  9.759430889378134 SMQ 
14 Q0 CACM-2833 79  9.748345693742252 SMQ 
14 Q0 CACM-1878 80  9.655712990082492 SMQ 
14 Q0 CACM-2860 81  9.651199272432416 SMQ 
14 Q0 CACM-1483 82  9.619347379671265 SMQ 
14 Q0 CACM-2263 83  9.611410405318605 SMQ 
14 Q0 CACM-1905 84  9.573549686444077 SMQ 
14 Q0 CACM-2863 85  9.497937791439544 SMQ 
14 Q0 CACM-2227 86  9.432750243474478 SMQ 
14 Q0 CACM-3171 87  9.43244064519637 SMQ 
14 Q0 CACM-3134 88  9.387986947522663 SMQ 
14 Q0 CACM-2484 89  9.38482051578374 SMQ 
14 Q0 CACM-2742 90  9.373814172074464 SMQ 
14 Q0 CACM-1566 91  9.365510468402524 SMQ 
14 Q0 CACM-1433 92  9.352492319246812 SMQ 
14 Q0 CACM-2499 93  9.297356070364945 SMQ 
14 Q0 CACM-2715 94  9.272797925600234 SMQ 
14 Q0 CACM-1795 95  9.212904215841723 SMQ 
14 Q0 CACM-0867 96  9.210297995036363 SMQ 
14 Q0 CACM-2065 97  9.192899931796152 SMQ 
14 Q0 CACM-3163 98  9.190256247521424 SMQ 
14 Q0 CACM-3040 99  9.136874292830832 SMQ 
14 Q0 CACM-0950 100  9.120968871250936 SMQ 
