4 Q0 CACM-2931 1  46.41724095250721 SMQ 
4 Q0 CACM-3128 2  42.79502040299049 SMQ 
4 Q0 CACM-1135 3  40.1103419428642 SMQ 
4 Q0 CACM-2905 4  39.49708012771314 SMQ 
4 Q0 CACM-0616 5  39.18347564619327 SMQ 
4 Q0 CACM-2314 6  38.61642172522091 SMQ 
4 Q0 CACM-2377 7  37.62224351275567 SMQ 
4 Q0 CACM-2342 8  37.06566287080017 SMQ 
4 Q0 CACM-2939 9  36.78511560501254 SMQ 
4 Q0 CACM-3049 10  35.57040802462795 SMQ 
4 Q0 CACM-3043 11  35.32007653621412 SMQ 
4 Q0 CACM-1727 12  35.04154558696996 SMQ 
4 Q0 CACM-2851 13  34.28160124733052 SMQ 
4 Q0 CACM-1145 14  33.54132802687141 SMQ 
4 Q0 CACM-2848 15  33.18599500132806 SMQ 
4 Q0 CACM-2438 16  32.6105706054652 SMQ 
4 Q0 CACM-2060 17  32.57547670449049 SMQ 
4 Q0 CACM-0435 18  31.61440641305756 SMQ 
4 Q0 CACM-2969 19  31.329945559413733 SMQ 
4 Q0 CACM-3105 20  30.526747026935062 SMQ 
4 Q0 CACM-1651 21  30.394620368788647 SMQ 
4 Q0 CACM-2439 22  30.166282544463982 SMQ 
4 Q0 CACM-2406 23  29.87998322303759 SMQ 
4 Q0 CACM-2916 24  29.859864489836486 SMQ 
4 Q0 CACM-0724 25  29.811837745017563 SMQ 
4 Q0 CACM-1012 26  29.751771049816877 SMQ 
4 Q0 CACM-2721 27  29.71256619966567 SMQ 
4 Q0 CACM-2767 28  29.664206255794664 SMQ 
4 Q0 CACM-2684 29  29.629879392975027 SMQ 
4 Q0 CACM-3141 30  29.612971562941496 SMQ 
4 Q0 CACM-1014 31  29.541103745101353 SMQ 
4 Q0 CACM-1470 32  29.43843525848986 SMQ 
4 Q0 CACM-3188 33  29.097572686019454 SMQ 
4 Q0 CACM-2956 34  29.086691786021987 SMQ 
4 Q0 CACM-1846 35  28.88841570637642 SMQ 
4 Q0 CACM-1665 36  28.8166704949747 SMQ 
4 Q0 CACM-1626 37  28.731742411493826 SMQ 
4 Q0 CACM-1742 38  28.65212509239495 SMQ 
4 Q0 CACM-0409 39  28.61095803369091 SMQ 
4 Q0 CACM-2233 40  28.51267895128899 SMQ 
4 Q0 CACM-1253 41  28.47932192728587 SMQ 
4 Q0 CACM-3103 42  28.256097860692776 SMQ 
4 Q0 CACM-1829 43  28.176130201045506 SMQ 
4 Q0 CACM-1527 44  28.10778055937634 SMQ 
4 Q0 CACM-2865 45  28.06481745047308 SMQ 
4 Q0 CACM-1362 46  27.948098599274008 SMQ 
4 Q0 CACM-2519 47  27.878324140616147 SMQ 
4 Q0 CACM-2900 48  27.851349143715954 SMQ 
4 Q0 CACM-2895 49  27.837373947087315 SMQ 
4 Q0 CACM-0321 50  27.773912491813395 SMQ 
4 Q0 CACM-1307 51  27.7427647921763 SMQ 
4 Q0 CACM-1272 52  27.63946038260877 SMQ 
4 Q0 CACM-1677 53  27.562369803938118 SMQ 
4 Q0 CACM-3013 54  27.55235347554011 SMQ 
4 Q0 CACM-3069 55  27.5282499537665 SMQ 
4 Q0 CACM-3057 56  27.285690673613903 SMQ 
4 Q0 CACM-2177 57  27.283275974861155 SMQ 
4 Q0 CACM-1638 58  27.111687890279835 SMQ 
4 Q0 CACM-1978 59  27.046362026428007 SMQ 
4 Q0 CACM-2940 60  26.960858226719633 SMQ 
4 Q0 CACM-2020 61  26.955994503112354 SMQ 
4 Q0 CACM-0497 62  26.94815101431093 SMQ 
4 Q0 CACM-1143 63  26.927026827463365 SMQ 
4 Q0 CACM-1908 64  26.911351368354477 SMQ 
4 Q0 CACM-2929 65  26.85347835598401 SMQ 
4 Q0 CACM-1622 66  26.837713602283902 SMQ 
4 Q0 CACM-1534 67  26.788419682401795 SMQ 
4 Q0 CACM-2359 68  26.658425432174443 SMQ 
4 Q0 CACM-1099 69  26.5750639015154 SMQ 
4 Q0 CACM-1506 70  26.53057026022357 SMQ 
4 Q0 CACM-1421 71  26.43482802972862 SMQ 
4 Q0 CACM-1536 72  26.331808601038066 SMQ 
4 Q0 CACM-1485 73  26.303062677197975 SMQ 
4 Q0 CACM-3018 74  26.27188299509414 SMQ 
4 Q0 CACM-1550 75  26.258997419113623 SMQ 
4 Q0 CACM-2383 76  26.236789271978413 SMQ 
4 Q0 CACM-3081 77  26.225646652608322 SMQ 
4 Q0 CACM-2273 78  26.02482851542651 SMQ 
4 Q0 CACM-3008 79  25.975359597620667 SMQ 
4 Q0 CACM-2742 80  25.914102062286794 SMQ 
4 Q0 CACM-2989 81  25.895643372141066 SMQ 
4 Q0 CACM-2932 82  25.894558180091394 SMQ 
