60 Q0 CACM-3026 1  38.095086104026635 SMQ 
60 Q0 CACM-3087 2  35.856482770587725 SMQ 
60 Q0 CACM-2967 3  35.71706401057393 SMQ 
60 Q0 CACM-3142 4  35.41734373173197 SMQ 
60 Q0 CACM-0695 5  31.678367723307396 SMQ 
60 Q0 CACM-2424 6  30.59750595232962 SMQ 
60 Q0 CACM-1572 7  29.70099793822261 SMQ 
60 Q0 CACM-0698 8  29.293823978552943 SMQ 
60 Q0 CACM-2002 9  28.580874626596426 SMQ 
60 Q0 CACM-3049 10  28.02065308169001 SMQ 
60 Q0 CACM-2016 11  27.817346469205045 SMQ 
60 Q0 CACM-1844 12  27.671957832964168 SMQ 
60 Q0 CACM-1366 13  27.620479790274803 SMQ 
60 Q0 CACM-2311 14  27.543122479301854 SMQ 
60 Q0 CACM-1750 15  27.526059920053967 SMQ 
60 Q0 CACM-2738 16  27.417035652752713 SMQ 
60 Q0 CACM-1462 17  27.40861737695455 SMQ 
60 Q0 CACM-3202 18  27.13855386891669 SMQ 
60 Q0 CACM-2138 19  27.10339617628553 SMQ 
60 Q0 CACM-1083 20  26.626621293813077 SMQ 
60 Q0 CACM-3158 21  26.349093276984163 SMQ 
60 Q0 CACM-1518 22  26.347210716633477 SMQ 
60 Q0 CACM-2828 23  26.2170680081801 SMQ 
60 Q0 CACM-2593 24  26.206934694483806 SMQ 
60 Q0 CACM-2516 25  26.00344893047165 SMQ 
60 Q0 CACM-2486 26  25.8300839342354 SMQ 
60 Q0 CACM-1325 27  25.443236389076237 SMQ 
60 Q0 CACM-2812 28  25.27573869502207 SMQ 
60 Q0 CACM-3025 29  25.25311848499512 SMQ 
60 Q0 CACM-3056 30  25.136190365716608 SMQ 
60 Q0 CACM-3136 31  24.71247356511278 SMQ 
60 Q0 CACM-1805 32  24.503378085924556 SMQ 
60 Q0 CACM-2379 33  24.46410065355688 SMQ 
60 Q0 CACM-2188 34  24.133484372711116 SMQ 
60 Q0 CACM-2342 35  24.066511688111287 SMQ 
60 Q0 CACM-3112 36  24.039065624324852 SMQ 
60 Q0 CACM-2151 37  23.99523144590373 SMQ 
60 Q0 CACM-1409 38  23.899398294593816 SMQ 
60 Q0 CACM-2396 39  23.773882528691523 SMQ 
60 Q0 CACM-3092 40  23.66840619158367 SMQ 
60 Q0 CACM-2358 41  23.65543471429957 SMQ 
