57 Q0 CACM-3077 1  82.32941622472961 SMQ 
57 Q0 CACM-3140 2  74.11234956171933 SMQ 
57 Q0 CACM-2700 3  41.00192261866423 SMQ 
57 Q0 CACM-1132 4  40.65428269569095 SMQ 
57 Q0 CACM-1705 5  37.50057865809386 SMQ 
57 Q0 CACM-1106 6  36.452084002755726 SMQ 
57 Q0 CACM-0196 7  34.44734531805045 SMQ 
57 Q0 CACM-1137 8  34.129267958042405 SMQ 
57 Q0 CACM-0001 9  33.91887696412634 SMQ 
57 Q0 CACM-0209 10  33.91887696412634 SMQ 
57 Q0 CACM-0406 11  32.816248668217945 SMQ 
57 Q0 CACM-0065 12  32.297967239489104 SMQ 
57 Q0 CACM-0689 13  31.699899431425685 SMQ 
57 Q0 CACM-3008 14  30.823995481999756 SMQ 
57 Q0 CACM-1764 15  30.74903760172792 SMQ 
57 Q0 CACM-1046 16  30.406238848294258 SMQ 
57 Q0 CACM-0437 17  30.324246271009606 SMQ 
57 Q0 CACM-0231 18  30.146345703581694 SMQ 
57 Q0 CACM-2312 19  29.76688021352458 SMQ 
57 Q0 CACM-1835 20  29.51277341614588 SMQ 
57 Q0 CACM-3178 21  29.498362205358074 SMQ 
57 Q0 CACM-3138 22  29.191166492575586 SMQ 
57 Q0 CACM-1260 23  29.12344606660234 SMQ 
57 Q0 CACM-0176 24  29.00925766031407 SMQ 
57 Q0 CACM-1614 25  28.976626384585764 SMQ 
57 Q0 CACM-3154 26  28.726997943572236 SMQ 
57 Q0 CACM-3133 27  28.667575134227516 SMQ 
57 Q0 CACM-3145 28  28.320306684060803 SMQ 
57 Q0 CACM-3078 29  28.27968390220074 SMQ 
57 Q0 CACM-1278 30  28.209478270287796 SMQ 
57 Q0 CACM-2850 31  27.941927524536403 SMQ 
57 Q0 CACM-3155 32  27.869110597993885 SMQ 
57 Q0 CACM-1029 33  27.64929574740112 SMQ 
57 Q0 CACM-1834 34  27.643372177453983 SMQ 
57 Q0 CACM-2097 35  27.381532153874428 SMQ 
57 Q0 CACM-0349 36  27.362843524238023 SMQ 
57 Q0 CACM-3099 37  27.34842654063055 SMQ 
