11 Q0 CACM-2782 1  0.3416291371175899 TF-IDF 
11 Q0 CACM-1872 2  0.2972961548104963 TF-IDF 
11 Q0 CACM-1923 3  0.28716652105536544 TF-IDF 
11 Q0 CACM-2316 4  0.2755028159919513 TF-IDF 
11 Q0 CACM-2699 5  0.2706447740393869 TF-IDF 
11 Q0 CACM-2647 6  0.24768112441025272 TF-IDF 
11 Q0 CACM-2906 7  0.24646409914774906 TF-IDF 
11 Q0 CACM-2923 8  0.24579265074716894 TF-IDF 
11 Q0 CACM-0249 9  0.23213370505200787 TF-IDF 
11 Q0 CACM-2603 10  0.20482385739883047 TF-IDF 
11 Q0 CACM-0081 11  0.20034706608520367 TF-IDF 
11 Q0 CACM-0074 12  0.18980248365966665 TF-IDF 
11 Q0 CACM-1043 13  0.1843572016647371 TF-IDF 
11 Q0 CACM-1903 14  0.18295147988338234 TF-IDF 
11 Q0 CACM-1466 15  0.18135445707188114 TF-IDF 
11 Q0 CACM-2717 16  0.1809562052615385 TF-IDF 
11 Q0 CACM-2527 17  0.17369190900644654 TF-IDF 
11 Q0 CACM-0198 18  0.17172605664446028 TF-IDF 
11 Q0 CACM-3148 19  0.16763082523190043 TF-IDF 
11 Q0 CACM-0232 20  0.16392032679698484 TF-IDF 
11 Q0 CACM-1102 21  0.1612039618416721 TF-IDF 
11 Q0 CACM-3171 22  0.14786932800612101 TF-IDF 
11 Q0 CACM-0795 23  0.1477968032054932 TF-IDF 
11 Q0 CACM-0463 24  0.1450835656575049 TF-IDF 
11 Q0 CACM-1142 25  0.1450835656575049 TF-IDF 
11 Q0 CACM-2705 26  0.1382649675554885 TF-IDF 
11 Q0 CACM-2814 27  0.13817482443571896 TF-IDF 
11 Q0 CACM-1835 28  0.13626506691021495 TF-IDF 
11 Q0 CACM-3150 29  0.1350404011631089 TF-IDF 
11 Q0 CACM-0651 30  0.13189415059773174 TF-IDF 
11 Q0 CACM-2295 31  0.13189415059773174 TF-IDF 
11 Q0 CACM-2208 32  0.1307433259125517 TF-IDF 
11 Q0 CACM-0281 33  0.12741263777592698 TF-IDF 
11 Q0 CACM-0762 34  0.12615962231087383 TF-IDF 
11 Q0 CACM-0920 35  0.12615962231087383 TF-IDF 
11 Q0 CACM-2815 36  0.12098721089519016 TF-IDF 
11 Q0 CACM-2317 37  0.11914960009716564 TF-IDF 
11 Q0 CACM-1098 38  0.11783436804670448 TF-IDF 
11 Q0 CACM-1703 39  0.11763532350608506 TF-IDF 
11 Q0 CACM-3123 40  0.11721815426642565 TF-IDF 
11 Q0 CACM-2267 41  0.11655582325188363 TF-IDF 
11 Q0 CACM-0628 42  0.11606685252600393 TF-IDF 
11 Q0 CACM-2246 43  0.11503522175593915 TF-IDF 
11 Q0 CACM-0205 44  0.11087123860462661 TF-IDF 
11 Q0 CACM-1366 45  0.10702885991127412 TF-IDF 
11 Q0 CACM-1642 46  0.10622895230394824 TF-IDF 
11 Q0 CACM-3080 47  0.10554327045668124 TF-IDF 
11 Q0 CACM-1627 48  0.10538279054460137 TF-IDF 
11 Q0 CACM-0265 49  0.10501662978127403 TF-IDF 
11 Q0 CACM-1860 50  0.10302314210676486 TF-IDF 
11 Q0 CACM-1459 51  0.10241192869941523 TF-IDF 
11 Q0 CACM-2716 52  0.09965913552521742 TF-IDF 
11 Q0 CACM-1472 53  0.09880129286393606 TF-IDF 
11 Q0 CACM-2956 54  0.09630764127488876 TF-IDF 
11 Q0 CACM-3057 55  0.09530821888952365 TF-IDF 
