49 Q0 CACM-0651 1  0.467827878984325 TF-IDF 
49 Q0 CACM-2345 2  0.4413756888820043 TF-IDF 
49 Q0 CACM-0239 3  0.40356777717758846 TF-IDF 
49 Q0 CACM-2407 4  0.39818536734867505 TF-IDF 
49 Q0 CACM-2479 5  0.3958457098615228 TF-IDF 
49 Q0 CACM-2278 6  0.3906621799930956 TF-IDF 
49 Q0 CACM-2882 7  0.38036987235286246 TF-IDF 
49 Q0 CACM-0652 8  0.3755189029743033 TF-IDF 
49 Q0 CACM-3134 9  0.36575130478977336 TF-IDF 
49 Q0 CACM-2288 10  0.35835265209311734 TF-IDF 
49 Q0 CACM-2311 11  0.35397539202399875 TF-IDF 
49 Q0 CACM-1699 12  0.33202988290252705 TF-IDF 
49 Q0 CACM-1457 13  0.32867268381119696 TF-IDF 
49 Q0 CACM-1514 14  0.3173899726773993 TF-IDF 
49 Q0 CACM-2583 15  0.3166094940388207 TF-IDF 
49 Q0 CACM-3012 16  0.30846081957217986 TF-IDF 
49 Q0 CACM-2852 17  0.3081181616376726 TF-IDF 
49 Q0 CACM-1959 18  0.3046095860929324 TF-IDF 
49 Q0 CACM-1927 19  0.30186172523654337 TF-IDF 
49 Q0 CACM-2990 20  0.29875905246392953 TF-IDF 
49 Q0 CACM-3090 21  0.2968946219639787 TF-IDF 
49 Q0 CACM-1233 22  0.28170287823666695 TF-IDF 
49 Q0 CACM-2985 23  0.27694462147248883 TF-IDF 
49 Q0 CACM-1267 24  0.2726081112304338 TF-IDF 
49 Q0 CACM-0891 25  0.2700090055680084 TF-IDF 
49 Q0 CACM-1461 26  0.2645397423404274 TF-IDF 
49 Q0 CACM-1912 27  0.2642664141750215 TF-IDF 
49 Q0 CACM-1541 28  0.26103558092605783 TF-IDF 
49 Q0 CACM-1830 29  0.2600249795594574 TF-IDF 
49 Q0 CACM-2111 30  0.2578539538621638 TF-IDF 
49 Q0 CACM-1387 31  0.25589770754807817 TF-IDF 
49 Q0 CACM-0275 32  0.25584120005431704 TF-IDF 
49 Q0 CACM-0987 33  0.25572305287750907 TF-IDF 
49 Q0 CACM-2163 34  0.2520106710968531 TF-IDF 
49 Q0 CACM-3150 35  0.25172895508492077 TF-IDF 
49 Q0 CACM-1032 36  0.24933459280160986 TF-IDF 
49 Q0 CACM-1341 37  0.24699089942059996 TF-IDF 
49 Q0 CACM-2519 38  0.246773271112393 TF-IDF 
49 Q0 CACM-2070 39  0.2447176696171728 TF-IDF 
49 Q0 CACM-0597 40  0.23993630505136365 TF-IDF 
49 Q0 CACM-1681 41  0.23988421051170988 TF-IDF 
49 Q0 CACM-1935 42  0.23676182361238085 TF-IDF 
49 Q0 CACM-2870 43  0.23587956595946125 TF-IDF 
49 Q0 CACM-0025 44  0.23514643763593543 TF-IDF 
49 Q0 CACM-1746 45  0.23390304999642866 TF-IDF 
49 Q0 CACM-2995 46  0.2290301093672108 TF-IDF 
49 Q0 CACM-1196 47  0.22697515210720998 TF-IDF 
49 Q0 CACM-1747 48  0.225803537910081 TF-IDF 
49 Q0 CACM-2151 49  0.22535181960406483 TF-IDF 
49 Q0 CACM-2738 50  0.22518489459569224 TF-IDF 
49 Q0 CACM-2198 51  0.22438716042197018 TF-IDF 
49 Q0 CACM-2888 52  0.22438147137028813 TF-IDF 
49 Q0 CACM-2140 53  0.22391006899776952 TF-IDF 
49 Q0 CACM-1360 54  0.22208128268857968 TF-IDF 
49 Q0 CACM-1745 55  0.22013792002019894 TF-IDF 
49 Q0 CACM-1473 56  0.22007453588520964 TF-IDF 
49 Q0 CACM-2812 57  0.21912247366919857 TF-IDF 
49 Q0 CACM-2138 58  0.21910914081948224 TF-IDF 
49 Q0 CACM-2372 59  0.2186575398670972 TF-IDF 
49 Q0 CACM-1324 60  0.21360408697353633 TF-IDF 
49 Q0 CACM-2160 61  0.21269624537673745 TF-IDF 
49 Q0 CACM-2795 62  0.21204705437254467 TF-IDF 
49 Q0 CACM-2575 63  0.21100880271862021 TF-IDF 
49 Q0 CACM-3068 64  0.21030852508103967 TF-IDF 
49 Q0 CACM-0795 65  0.2090977931196014 TF-IDF 
49 Q0 CACM-2390 66  0.20751689072916177 TF-IDF 
49 Q0 CACM-2577 67  0.20627513274763037 TF-IDF 
49 Q0 CACM-2522 68  0.2056684192565789 TF-IDF 
49 Q0 CACM-2741 69  0.20557478762467463 TF-IDF 
49 Q0 CACM-2168 70  0.20542214197617448 TF-IDF 
49 Q0 CACM-2165 71  0.20527278529697168 TF-IDF 
49 Q0 CACM-1951 72  0.20318870028163466 TF-IDF 
49 Q0 CACM-0086 73  0.20318849561545024 TF-IDF 
49 Q0 CACM-0018 74  0.20155408940223038 TF-IDF 
49 Q0 CACM-2818 75  0.20154649624314547 TF-IDF 
49 Q0 CACM-1572 76  0.20124786286380839 TF-IDF 
49 Q0 CACM-2621 77  0.20040272874257217 TF-IDF 
49 Q0 CACM-2358 78  0.19982941995691877 TF-IDF 
49 Q0 CACM-1808 79  0.1993983757097622 TF-IDF 
49 Q0 CACM-0059 80  0.1992469503961361 TF-IDF 
49 Q0 CACM-3137 81  0.19864454981187907 TF-IDF 
49 Q0 CACM-2631 82  0.19849958375836782 TF-IDF 
49 Q0 CACM-2965 83  0.19616011396686026 TF-IDF 
49 Q0 CACM-2307 84  0.19524501414605855 TF-IDF 
49 Q0 CACM-2532 85  0.1940864276274129 TF-IDF 
49 Q0 CACM-3011 86  0.19334348000366192 TF-IDF 
49 Q0 CACM-0440 87  0.19283627475527426 TF-IDF 
49 Q0 CACM-2318 88  0.1925835628329735 TF-IDF 
49 Q0 CACM-0982 89  0.1924967033005866 TF-IDF 
49 Q0 CACM-0634 90  0.1922768992112385 TF-IDF 
49 Q0 CACM-2832 91  0.19162216045468417 TF-IDF 
49 Q0 CACM-3168 92  0.19071122191222525 TF-IDF 
49 Q0 CACM-1071 93  0.18996537276924486 TF-IDF 
49 Q0 CACM-2530 94  0.18925096852431686 TF-IDF 
49 Q0 CACM-2127 95  0.18903081614455125 TF-IDF 
49 Q0 CACM-1627 96  0.18845872062453922 TF-IDF 
49 Q0 CACM-2846 97  0.18675897166147987 TF-IDF 
49 Q0 CACM-0238 98  0.18654827745840694 TF-IDF 
49 Q0 CACM-1728 99  0.1857372379379003 TF-IDF 
49 Q0 CACM-2976 100  0.18384379799505066 TF-IDF 
