17 Q0 CACM-2491 1  0.4522058401551369 TF-IDF 
17 Q0 CACM-1795 2  0.39454670192309427 TF-IDF 
17 Q0 CACM-2748 3  0.37797110083252916 TF-IDF 
17 Q0 CACM-2464 4  0.34891352759918093 TF-IDF 
17 Q0 CACM-2495 5  0.3196408510413531 TF-IDF 
17 Q0 CACM-2897 6  0.2610932999433179 TF-IDF 
17 Q0 CACM-1655 7  0.23671640375529046 TF-IDF 
17 Q0 CACM-1362 8  0.23037105550627857 TF-IDF 
17 Q0 CACM-0048 9  0.21683554035966215 TF-IDF 
17 Q0 CACM-1757 10  0.20941381381828428 TF-IDF 
17 Q0 CACM-1947 11  0.20698140147815375 TF-IDF 
17 Q0 CACM-1231 12  0.20512774595444683 TF-IDF 
17 Q0 CACM-0031 13  0.20051271847506957 TF-IDF 
17 Q0 CACM-0797 14  0.20051271847506957 TF-IDF 
17 Q0 CACM-1658 15  0.19105562497107048 TF-IDF 
17 Q0 CACM-0195 16  0.18937312300423237 TF-IDF 
17 Q0 CACM-2079 17  0.18458647586136917 TF-IDF 
17 Q0 CACM-3080 18  0.18434784510047664 TF-IDF 
17 Q0 CACM-2835 19  0.18349054843560778 TF-IDF 
17 Q0 CACM-2527 20  0.18318809230490324 TF-IDF 
17 Q0 CACM-1676 21  0.1831400988294934 TF-IDF 
17 Q0 CACM-1275 22  0.1821244673174166 TF-IDF 
17 Q0 CACM-1289 23  0.1794061165303254 TF-IDF 
17 Q0 CACM-2834 24  0.1748691851421184 TF-IDF 
17 Q0 CACM-2611 25  0.17445676379959046 TF-IDF 
17 Q0 CACM-0230 26  0.17043581070380914 TF-IDF 
17 Q0 CACM-1064 27  0.17043581070380914 TF-IDF 
17 Q0 CACM-1992 28  0.1662788397110333 TF-IDF 
17 Q0 CACM-1652 29  0.16491242803210315 TF-IDF 
17 Q0 CACM-0210 30  0.16491202304962876 TF-IDF 
17 Q0 CACM-2616 31  0.16399213879159377 TF-IDF 
17 Q0 CACM-2107 32  0.1632955205531578 TF-IDF 
17 Q0 CACM-1134 33  0.16276179350933537 TF-IDF 
17 Q0 CACM-1232 34  0.15999113637872991 TF-IDF 
17 Q0 CACM-2904 35  0.15813701305322844 TF-IDF 
17 Q0 CACM-1187 36  0.15494164609437194 TF-IDF 
17 Q0 CACM-1414 37  0.15494164609437194 TF-IDF 
17 Q0 CACM-2533 38  0.15368891506118898 TF-IDF 
17 Q0 CACM-2117 39  0.15273872345546088 TF-IDF 
17 Q0 CACM-0091 40  0.14892025536907436 TF-IDF 
17 Q0 CACM-3005 41  0.14738278567769458 TF-IDF 
17 Q0 CACM-3054 42  0.14713737068005864 TF-IDF 
17 Q0 CACM-1223 43  0.14250289265716318 TF-IDF 
17 Q0 CACM-0066 44  0.14202984225317428 TF-IDF 
17 Q0 CACM-0035 45  0.14182881463721367 TF-IDF 
17 Q0 CACM-3066 46  0.1391600819234379 TF-IDF 
17 Q0 CACM-1016 47  0.13833454964646422 TF-IDF 
17 Q0 CACM-1756 48  0.13634864856304732 TF-IDF 
17 Q0 CACM-2246 49  0.13631472218592575 TF-IDF 
17 Q0 CACM-0593 50  0.13538205033552214 TF-IDF 
17 Q0 CACM-2253 51  0.1345239445176694 TF-IDF 
17 Q0 CACM-0333 52  0.132406457692742 TF-IDF 
17 Q0 CACM-0079 53  0.1294958742339777 TF-IDF 
17 Q0 CACM-2964 54  0.12936726856376746 TF-IDF 
17 Q0 CACM-1065 55  0.12799290910298394 TF-IDF 
17 Q0 CACM-1973 56  0.12627251408186607 TF-IDF 
17 Q0 CACM-1204 57  0.12491032193703269 TF-IDF 
17 Q0 CACM-2929 58  0.12414749267714292 TF-IDF 
17 Q0 CACM-2979 59  0.12152810141437803 TF-IDF 
17 Q0 CACM-1564 60  0.11900830552484595 TF-IDF 
17 Q0 CACM-1670 61  0.11883325219420293 TF-IDF 
17 Q0 CACM-0406 62  0.11779430217830625 TF-IDF 
17 Q0 CACM-1886 63  0.11669128939055173 TF-IDF 
17 Q0 CACM-2746 64  0.1162220430453442 TF-IDF 
17 Q0 CACM-1402 65  0.11213297437460445 TF-IDF 
17 Q0 CACM-2344 66  0.11199417629184376 TF-IDF 
17 Q0 CACM-2106 67  0.11077185342391975 TF-IDF 
17 Q0 CACM-1807 68  0.11059892151984912 TF-IDF 
17 Q0 CACM-1167 69  0.11045287974555543 TF-IDF 
17 Q0 CACM-1523 70  0.11041858771504354 TF-IDF 
17 Q0 CACM-0059 71  0.11013662883600939 TF-IDF 
17 Q0 CACM-2586 72  0.1099585875508446 TF-IDF 
17 Q0 CACM-1331 73  0.10886275518894002 TF-IDF 
17 Q0 CACM-3171 74  0.10819796178334837 TF-IDF 
17 Q0 CACM-3173 75  0.10762960842636463 TF-IDF 
17 Q0 CACM-2133 76  0.10661246676641639 TF-IDF 
17 Q0 CACM-0537 77  0.10571283528822356 TF-IDF 
17 Q0 CACM-2624 78  0.10139494085359221 TF-IDF 
17 Q0 CACM-1542 79  0.10139358875684712 TF-IDF 
17 Q0 CACM-0086 80  0.10112687534570662 TF-IDF 
17 Q0 CACM-1066 81  0.09995923137731791 TF-IDF 
17 Q0 CACM-0084 82  0.09989136103731083 TF-IDF 
17 Q0 CACM-2836 83  0.09856385477167019 TF-IDF 
17 Q0 CACM-0241 84  0.09835646776454879 TF-IDF 
17 Q0 CACM-3000 85  0.0980428996321205 TF-IDF 
17 Q0 CACM-1162 86  0.09702741879029397 TF-IDF 
17 Q0 CACM-1392 87  0.09675036558028888 TF-IDF 
17 Q0 CACM-1603 88  0.0962849772583726 TF-IDF 
17 Q0 CACM-2411 89  0.09592226370648288 TF-IDF 
17 Q0 CACM-1486 90  0.09490443324504416 TF-IDF 
17 Q0 CACM-2552 91  0.09468656150211618 TF-IDF 
17 Q0 CACM-1852 92  0.0942053600016455 TF-IDF 
17 Q0 CACM-2557 93  0.09327132067402459 TF-IDF 
17 Q0 CACM-1389 94  0.09326287675937303 TF-IDF 
17 Q0 CACM-2433 95  0.09287349149454918 TF-IDF 
17 Q0 CACM-2138 96  0.09265355692323107 TF-IDF 
17 Q0 CACM-1783 97  0.09265076907813924 TF-IDF 
17 Q0 CACM-1154 98  0.09247559964579666 TF-IDF 
17 Q0 CACM-2858 99  0.09183319931413371 TF-IDF 
17 Q0 CACM-1553 100  0.09163643629835344 TF-IDF 
