15 Q0 CACM-2464 1  1.0467405827975427 TF-IDF 
15 Q0 CACM-1231 2  0.5721804499864769 TF-IDF 
15 Q0 CACM-2611 3  0.5233702913987713 TF-IDF 
15 Q0 CACM-2835 4  0.5199593957003952 TF-IDF 
15 Q0 CACM-1795 5  0.4500566147313616 TF-IDF 
15 Q0 CACM-2616 6  0.4212308070538851 TF-IDF 
15 Q0 CACM-2964 7  0.37503904632726187 TF-IDF 
15 Q0 CACM-2904 8  0.32687483078583485 TF-IDF 
15 Q0 CACM-1947 9  0.32610372233124485 TF-IDF 
15 Q0 CACM-2929 10  0.32189356651796697 TF-IDF 
15 Q0 CACM-2133 11  0.3198374002992492 TF-IDF 
15 Q0 CACM-2344 12  0.31217662693485015 TF-IDF 
15 Q0 CACM-2836 13  0.2969923003733464 TF-IDF 
15 Q0 CACM-3080 14  0.29197929190086974 TF-IDF 
15 Q0 CACM-2495 15  0.29056860646567273 TF-IDF 
15 Q0 CACM-3054 16  0.29019141839246443 TF-IDF 
15 Q0 CACM-3125 17  0.2858671122080317 TF-IDF 
15 Q0 CACM-1807 18  0.27896555498761505 TF-IDF 
15 Q0 CACM-2877 19  0.2719564812821998 TF-IDF 
15 Q0 CACM-2411 20  0.27017205401686356 TF-IDF 
15 Q0 CACM-0820 21  0.2698798067906215 TF-IDF 
15 Q0 CACM-2290 22  0.26168514569938567 TF-IDF 
15 Q0 CACM-1676 23  0.259914550816972 TF-IDF 
15 Q0 CACM-0307 24  0.2509337359277131 TF-IDF 
15 Q0 CACM-2195 25  0.2462035570408394 TF-IDF 
15 Q0 CACM-1191 26  0.2377266971946756 TF-IDF 
15 Q0 CACM-2897 27  0.23505454463929265 TF-IDF 
15 Q0 CACM-1755 28  0.2350342295193214 TF-IDF 
15 Q0 CACM-2944 29  0.2299725827426697 TF-IDF 
15 Q0 CACM-3029 30  0.227556161449383 TF-IDF 
15 Q0 CACM-2701 31  0.22733182950147865 TF-IDF 
15 Q0 CACM-0089 32  0.22635098410246907 TF-IDF 
15 Q0 CACM-2953 33  0.22616410684728505 TF-IDF 
15 Q0 CACM-1658 34  0.22569674473153822 TF-IDF 
15 Q0 CACM-3069 35  0.22549726135366452 TF-IDF 
15 Q0 CACM-1737 36  0.2252949369692211 TF-IDF 
15 Q0 CACM-2685 37  0.22180500830763386 TF-IDF 
15 Q0 CACM-2680 38  0.22098283028811047 TF-IDF 
15 Q0 CACM-0776 39  0.21792215235603052 TF-IDF 
15 Q0 CACM-1961 40  0.2151795450493121 TF-IDF 
15 Q0 CACM-0507 41  0.21508605936661124 TF-IDF 
15 Q0 CACM-2537 42  0.2028706015212381 TF-IDF 
15 Q0 CACM-1548 43  0.2021026385093022 TF-IDF 
15 Q0 CACM-2716 44  0.2001435618930352 TF-IDF 
15 Q0 CACM-0693 45  0.19859961640638005 TF-IDF 
15 Q0 CACM-3018 46  0.19356187125796315 TF-IDF 
15 Q0 CACM-2253 47  0.19325517474221007 TF-IDF 
15 Q0 CACM-2812 48  0.19165637790667125 TF-IDF 
15 Q0 CACM-1195 49  0.19065873134944228 TF-IDF 
15 Q0 CACM-2174 50  0.19050584170158924 TF-IDF 
15 Q0 CACM-1886 51  0.1888595461333962 TF-IDF 
15 Q0 CACM-0121 52  0.1873543707537339 TF-IDF 
15 Q0 CACM-2923 53  0.18566186314586147 TF-IDF 
15 Q0 CACM-3118 54  0.18230504093982536 TF-IDF 
15 Q0 CACM-2388 55  0.17945140726534214 TF-IDF 
15 Q0 CACM-0717 56  0.17827191740182097 TF-IDF 
15 Q0 CACM-0104 57  0.17561580440517932 TF-IDF 
15 Q0 CACM-0658 58  0.17528529808941315 TF-IDF 
15 Q0 CACM-1750 59  0.17520030862253114 TF-IDF 
15 Q0 CACM-2134 60  0.17462682209168393 TF-IDF 
15 Q0 CACM-1183 61  0.1738516211556673 TF-IDF 
15 Q0 CACM-2321 62  0.1725096053753854 TF-IDF 
15 Q0 CACM-2827 63  0.1705659855748286 TF-IDF 
15 Q0 CACM-2699 64  0.1686438599107639 TF-IDF 
15 Q0 CACM-2940 65  0.16680517434072803 TF-IDF 
15 Q0 CACM-1809 66  0.16620106325294356 TF-IDF 
15 Q0 CACM-0059 67  0.16540214922233445 TF-IDF 
15 Q0 CACM-2227 68  0.1640032150313418 TF-IDF 
15 Q0 CACM-1995 69  0.16397957583563258 TF-IDF 
15 Q0 CACM-2332 70  0.16397957583563258 TF-IDF 
15 Q0 CACM-3020 71  0.1633557511696564 TF-IDF 
15 Q0 CACM-2188 72  0.16208244625445287 TF-IDF 
15 Q0 CACM-0086 73  0.16029349128871348 TF-IDF 
15 Q0 CACM-1564 74  0.16014425745569089 TF-IDF 
15 Q0 CACM-2874 75  0.15976629857052763 TF-IDF 
15 Q0 CACM-1719 76  0.15935806074169698 TF-IDF 
15 Q0 CACM-1628 77  0.155901995546171 TF-IDF 
15 Q0 CACM-2304 78  0.1558628805854118 TF-IDF 
15 Q0 CACM-2457 79  0.15536132679905756 TF-IDF 
15 Q0 CACM-2969 80  0.154896534907597 TF-IDF 
15 Q0 CACM-2142 81  0.15376261454775686 TF-IDF 
15 Q0 CACM-1808 82  0.1534451239240208 TF-IDF 
15 Q0 CACM-2486 83  0.15274306640939747 TF-IDF 
15 Q0 CACM-1762 84  0.15251335290088755 TF-IDF 
15 Q0 CACM-1305 85  0.15103612959575977 TF-IDF 
15 Q0 CACM-1223 86  0.15057469815169933 TF-IDF 
15 Q0 CACM-2858 87  0.1502873649596828 TF-IDF 
15 Q0 CACM-0084 88  0.15001590278304755 TF-IDF 
15 Q0 CACM-1943 89  0.14948832436496445 TF-IDF 
15 Q0 CACM-2579 90  0.14778244727654966 TF-IDF 
15 Q0 CACM-1098 91  0.14776798752000117 TF-IDF 
15 Q0 CACM-2752 92  0.14683337806905575 TF-IDF 
15 Q0 CACM-1111 93  0.1465160907536144 TF-IDF 
15 Q0 CACM-2477 94  0.14650618082919456 TF-IDF 
15 Q0 CACM-2000 95  0.14473795195732964 TF-IDF 
15 Q0 CACM-1626 96  0.14279993823115067 TF-IDF 
15 Q0 CACM-2433 97  0.14250967834544664 TF-IDF 
15 Q0 CACM-0146 98  0.1419690527957992 TF-IDF 
15 Q0 CACM-0695 99  0.14059019162860653 TF-IDF 
15 Q0 CACM-0396 100  0.14052111967614234 TF-IDF 
