42 Q0 CACM-2641 1  0.5671536242760211 TF-IDF 
42 Q0 CACM-0204 2  0.4352005959963838 TF-IDF 
42 Q0 CACM-1653 3  0.36418429507457967 TF-IDF 
42 Q0 CACM-2318 4  0.35693438504765174 TF-IDF 
42 Q0 CACM-2231 5  0.31751155635771056 TF-IDF 
42 Q0 CACM-0633 6  0.30298312948822137 TF-IDF 
42 Q0 CACM-1374 7  0.29478470270122 TF-IDF 
42 Q0 CACM-2984 8  0.2723772388335358 TF-IDF 
42 Q0 CACM-0436 9  0.2631131543332426 TF-IDF 
42 Q0 CACM-2528 10  0.26108410435181295 TF-IDF 
42 Q0 CACM-2529 11  0.26108410435181295 TF-IDF 
42 Q0 CACM-2370 12  0.25760848936855085 TF-IDF 
42 Q0 CACM-2019 13  0.2558111453790457 TF-IDF 
42 Q0 CACM-2788 14  0.2505700401191301 TF-IDF 
42 Q0 CACM-2789 15  0.2503275432148506 TF-IDF 
42 Q0 CACM-2910 16  0.24320033305680272 TF-IDF 
42 Q0 CACM-0462 17  0.24279480915252916 TF-IDF 
42 Q0 CACM-2107 18  0.24254414421448559 TF-IDF 
42 Q0 CACM-2545 19  0.23802930666986039 TF-IDF 
42 Q0 CACM-2942 20  0.23124592099732003 TF-IDF 
42 Q0 CACM-2215 21  0.23124249896633522 TF-IDF 
42 Q0 CACM-1050 22  0.21611256359010703 TF-IDF 
42 Q0 CACM-2811 23  0.21461161614491417 TF-IDF 
42 Q0 CACM-0961 24  0.21193749300262443 TF-IDF 
42 Q0 CACM-1335 25  0.201047986022771 TF-IDF 
42 Q0 CACM-0819 26  0.1994131812390606 TF-IDF 
42 Q0 CACM-2232 27  0.19766214544357733 TF-IDF 
42 Q0 CACM-3089 28  0.19751179492639107 TF-IDF 
42 Q0 CACM-1689 29  0.1971940150519462 TF-IDF 
42 Q0 CACM-2494 30  0.19493821934722844 TF-IDF 
42 Q0 CACM-2402 31  0.19435253641723502 TF-IDF 
42 Q0 CACM-1940 32  0.19213775825574245 TF-IDF 
42 Q0 CACM-1177 33  0.18833467117022387 TF-IDF 
42 Q0 CACM-1719 34  0.18267948017564495 TF-IDF 
42 Q0 CACM-2319 35  0.17893393029718754 TF-IDF 
42 Q0 CACM-2894 36  0.17887217878622308 TF-IDF 
42 Q0 CACM-0860 37  0.17882381858369345 TF-IDF 
42 Q0 CACM-0360 38  0.17842232005600156 TF-IDF 
42 Q0 CACM-0741 39  0.17842232005600156 TF-IDF 
42 Q0 CACM-0742 40  0.17842232005600156 TF-IDF 
42 Q0 CACM-1093 41  0.17842232005600156 TF-IDF 
42 Q0 CACM-1128 42  0.17842232005600156 TF-IDF 
42 Q0 CACM-3169 43  0.17842232005600156 TF-IDF 
42 Q0 CACM-1785 44  0.17818731126939472 TF-IDF 
42 Q0 CACM-3119 45  0.17709467086309474 TF-IDF 
42 Q0 CACM-1938 46  0.17683436947396225 TF-IDF 
42 Q0 CACM-2542 47  0.1760209409108171 TF-IDF 
42 Q0 CACM-0827 48  0.17532271198822003 TF-IDF 
42 Q0 CACM-2329 49  0.1724063412072407 TF-IDF 
42 Q0 CACM-0444 50  0.16950120405320152 TF-IDF 
42 Q0 CACM-1931 51  0.16890437604140382 TF-IDF 
42 Q0 CACM-0678 52  0.16326759050492773 TF-IDF 
42 Q0 CACM-2054 53  0.16211649611317377 TF-IDF 
42 Q0 CACM-0268 54  0.16142971814590618 TF-IDF 
42 Q0 CACM-0517 55  0.16142971814590618 TF-IDF 
42 Q0 CACM-0966 56  0.16142971814590618 TF-IDF 
42 Q0 CACM-1399 57  0.16065508461056627 TF-IDF 
42 Q0 CACM-1792 58  0.1592902623827573 TF-IDF 
42 Q0 CACM-0362 59  0.15579428606249565 TF-IDF 
42 Q0 CACM-0535 60  0.15564629297896543 TF-IDF 
42 Q0 CACM-0575 61  0.15409200368472864 TF-IDF 
42 Q0 CACM-0589 62  0.15409200368472864 TF-IDF 
42 Q0 CACM-0590 63  0.15409200368472864 TF-IDF 
42 Q0 CACM-0708 64  0.15409200368472864 TF-IDF 
42 Q0 CACM-3048 65  0.15200236694664968 TF-IDF 
42 Q0 CACM-0591 66  0.15197587003370097 TF-IDF 
42 Q0 CACM-3078 67  0.15135827707785923 TF-IDF 
42 Q0 CACM-2553 68  0.15085554855633562 TF-IDF 
42 Q0 CACM-0175 69  0.15053740969589843 TF-IDF 
42 Q0 CACM-3132 70  0.1490856134859687 TF-IDF 
42 Q0 CACM-2437 71  0.14905755814611205 TF-IDF 
42 Q0 CACM-2575 72  0.14884340407369495 TF-IDF 
42 Q0 CACM-2974 73  0.14884340407369495 TF-IDF 
42 Q0 CACM-2746 74  0.14795123384956427 TF-IDF 
42 Q0 CACM-0574 75  0.14739235135061 TF-IDF 
42 Q0 CACM-1827 76  0.14635822112779057 TF-IDF 
42 Q0 CACM-1771 77  0.14583400830602367 TF-IDF 
42 Q0 CACM-2255 78  0.1458079464118062 TF-IDF 
42 Q0 CACM-2504 79  0.1458079464118062 TF-IDF 
42 Q0 CACM-0851 80  0.14528997806939772 TF-IDF 
42 Q0 CACM-0057 81  0.14515314131959225 TF-IDF 
42 Q0 CACM-1620 82  0.14410331869180687 TF-IDF 
42 Q0 CACM-2502 83  0.14198169275890413 TF-IDF 
