22 Q0 CACM-2845 1  0.4033038256643463 TF-IDF 
22 Q0 CACM-0371 2  0.401895760327345 TF-IDF 
22 Q0 CACM-3028 3  0.3469162616979066 TF-IDF 
22 Q0 CACM-0087 4  0.3436248020159341 TF-IDF 
22 Q0 CACM-0266 5  0.33540946034674113 TF-IDF 
22 Q0 CACM-0171 6  0.2961504124879143 TF-IDF 
22 Q0 CACM-2367 7  0.2760755910120794 TF-IDF 
22 Q0 CACM-2485 8  0.2719272173155701 TF-IDF 
22 Q0 CACM-2924 9  0.2707427693353871 TF-IDF 
22 Q0 CACM-1551 10  0.26652837325510137 TF-IDF 
22 Q0 CACM-2325 11  0.2618992616169222 TF-IDF 
22 Q0 CACM-1771 12  0.2613169141146415 TF-IDF 
22 Q0 CACM-2674 13  0.25404031539946215 TF-IDF 
22 Q0 CACM-3188 14  0.251929595851152 TF-IDF 
22 Q0 CACM-3049 15  0.25130982126563756 TF-IDF 
22 Q0 CACM-1659 16  0.25024437095256913 TF-IDF 
22 Q0 CACM-2918 17  0.2445548580221529 TF-IDF 
22 Q0 CACM-0236 18  0.24376594826632694 TF-IDF 
22 Q0 CACM-2930 19  0.24112674639335716 TF-IDF 
22 Q0 CACM-0794 20  0.24107093046845515 TF-IDF 
22 Q0 CACM-2426 21  0.24042050277076524 TF-IDF 
22 Q0 CACM-3195 22  0.24014278047089288 TF-IDF 
22 Q0 CACM-3130 23  0.23948176341271937 TF-IDF 
22 Q0 CACM-1978 24  0.23696171834458418 TF-IDF 
22 Q0 CACM-2852 25  0.23657726382098707 TF-IDF 
22 Q0 CACM-2226 26  0.23598625584919966 TF-IDF 
22 Q0 CACM-1654 27  0.23366862438916824 TF-IDF 
22 Q0 CACM-0192 28  0.2327291106969589 TF-IDF 
22 Q0 CACM-2678 29  0.23223153766999904 TF-IDF 
22 Q0 CACM-0409 30  0.23131009633960242 TF-IDF 
22 Q0 CACM-2180 31  0.23109645779998111 TF-IDF 
22 Q0 CACM-2147 32  0.2309323601038758 TF-IDF 
22 Q0 CACM-2675 33  0.2307848288460308 TF-IDF 
22 Q0 CACM-2950 34  0.23067943949550412 TF-IDF 
22 Q0 CACM-2969 35  0.23048656182550448 TF-IDF 
22 Q0 CACM-2417 36  0.23047873865002805 TF-IDF 
22 Q0 CACM-0210 37  0.2295041604874592 TF-IDF 
22 Q0 CACM-2211 38  0.2282940910711629 TF-IDF 
