62 Q0 CACM-2932 1  0.3420135948595108 TF-IDF 
62 Q0 CACM-2975 2  0.338567914143789 TF-IDF 
62 Q0 CACM-1368 3  0.2995572835933785 TF-IDF 
62 Q0 CACM-2327 4  0.28013737913065284 TF-IDF 
62 Q0 CACM-2333 5  0.278820635177238 TF-IDF 
62 Q0 CACM-2790 6  0.25792091069953993 TF-IDF 
62 Q0 CACM-2430 7  0.25747440358610896 TF-IDF 
62 Q0 CACM-1961 8  0.25602880311443954 TF-IDF 
62 Q0 CACM-2685 9  0.25465483173701586 TF-IDF 
62 Q0 CACM-1648 10  0.24947109463226558 TF-IDF 
62 Q0 CACM-3007 11  0.23598307633187238 TF-IDF 
62 Q0 CACM-1158 12  0.21921266572489043 TF-IDF 
62 Q0 CACM-1302 13  0.21656093178816543 TF-IDF 
62 Q0 CACM-1266 14  0.2146374387938739 TF-IDF 
62 Q0 CACM-2076 15  0.2129713193780547 TF-IDF 
62 Q0 CACM-1424 16  0.21229492016068485 TF-IDF 
62 Q0 CACM-2212 17  0.2105814886423906 TF-IDF 
62 Q0 CACM-2714 18  0.20828656181959818 TF-IDF 
62 Q0 CACM-2346 19  0.2054181996405739 TF-IDF 
62 Q0 CACM-2200 20  0.20382857720531833 TF-IDF 
62 Q0 CACM-2351 21  0.20215822909669498 TF-IDF 
62 Q0 CACM-0141 22  0.19976258890379972 TF-IDF 
62 Q0 CACM-1367 23  0.19485570286656925 TF-IDF 
62 Q0 CACM-1563 24  0.1909229414568762 TF-IDF 
62 Q0 CACM-2896 25  0.18986494098086973 TF-IDF 
62 Q0 CACM-2164 26  0.1891609555379419 TF-IDF 
62 Q0 CACM-2009 27  0.1872982614773114 TF-IDF 
62 Q0 CACM-2337 28  0.18257756952890022 TF-IDF 
62 Q0 CACM-0392 29  0.18073758043677116 TF-IDF 
62 Q0 CACM-2255 30  0.1798715991385428 TF-IDF 
62 Q0 CACM-1941 31  0.17427433542818532 TF-IDF 
62 Q0 CACM-1262 32  0.17189005895801834 TF-IDF 
62 Q0 CACM-2973 33  0.17020486230156714 TF-IDF 
62 Q0 CACM-1795 34  0.16971303152894743 TF-IDF 
62 Q0 CACM-0335 35  0.16966837984507813 TF-IDF 
62 Q0 CACM-1986 36  0.1684651909139125 TF-IDF 
62 Q0 CACM-3122 37  0.16616934736177352 TF-IDF 
62 Q0 CACM-1101 38  0.16569780398292078 TF-IDF 
62 Q0 CACM-2927 39  0.16406471340111606 TF-IDF 
62 Q0 CACM-1136 40  0.16340084062318377 TF-IDF 
62 Q0 CACM-2243 41  0.1630308299166895 TF-IDF 
62 Q0 CACM-2418 42  0.1630308299166895 TF-IDF 
62 Q0 CACM-0249 43  0.1597037060773545 TF-IDF 
62 Q0 CACM-2648 44  0.15924179334597222 TF-IDF 
62 Q0 CACM-0320 45  0.15895623679854534 TF-IDF 
62 Q0 CACM-1987 46  0.15793611648179295 TF-IDF 
62 Q0 CACM-1111 47  0.15674775144551573 TF-IDF 
62 Q0 CACM-1058 48  0.15615563057561746 TF-IDF 
62 Q0 CACM-1828 49  0.15514660086899584 TF-IDF 
62 Q0 CACM-2266 50  0.15510914036374737 TF-IDF 
62 Q0 CACM-1848 51  0.15149710195878813 TF-IDF 
62 Q0 CACM-1944 52  0.1486457566887463 TF-IDF 
62 Q0 CACM-1511 53  0.14827759469728571 TF-IDF 
62 Q0 CACM-1948 54  0.14781633926832266 TF-IDF 
62 Q0 CACM-1429 55  0.14600074604009744 TF-IDF 
62 Q0 CACM-1866 56  0.14418200343158177 TF-IDF 
62 Q0 CACM-1955 57  0.14418200343158177 TF-IDF 
62 Q0 CACM-2077 58  0.14400699087729119 TF-IDF 
62 Q0 CACM-3098 59  0.14398957416528563 TF-IDF 
62 Q0 CACM-1720 60  0.14346028877571787 TF-IDF 
62 Q0 CACM-2700 61  0.1432007312300421 TF-IDF 
62 Q0 CACM-3156 62  0.140904844598164 TF-IDF 
62 Q0 CACM-2649 63  0.14046796137466463 TF-IDF 
62 Q0 CACM-0502 64  0.14038765909492706 TF-IDF 
62 Q0 CACM-0934 65  0.14038765909492706 TF-IDF 
62 Q0 CACM-2842 66  0.13937082621411112 TF-IDF 
62 Q0 CACM-2121 67  0.1382622497580786 TF-IDF 
62 Q0 CACM-2285 68  0.1364499517415183 TF-IDF 
62 Q0 CACM-2182 69  0.13555318532757837 TF-IDF 
62 Q0 CACM-0253 70  0.13438528734890823 TF-IDF 
62 Q0 CACM-2702 71  0.13358405153226993 TF-IDF 
62 Q0 CACM-2326 72  0.13308328626609503 TF-IDF 
62 Q0 CACM-0446 73  0.13299883493203615 TF-IDF 
62 Q0 CACM-0541 74  0.13299883493203615 TF-IDF 
62 Q0 CACM-0552 75  0.13299883493203615 TF-IDF 
62 Q0 CACM-0614 76  0.13299883493203615 TF-IDF 
62 Q0 CACM-2098 77  0.13299883493203615 TF-IDF 
62 Q0 CACM-2952 78  0.13261216467700268 TF-IDF 
62 Q0 CACM-2785 79  0.13257126985154571 TF-IDF 
62 Q0 CACM-0950 80  0.13177593228353635 TF-IDF 
62 Q0 CACM-2401 81  0.13062642445655948 TF-IDF 
62 Q0 CACM-2837 82  0.12897280429895763 TF-IDF 
62 Q0 CACM-2434 83  0.12869954463098568 TF-IDF 
62 Q0 CACM-3059 84  0.12818179115508535 TF-IDF 
62 Q0 CACM-2616 85  0.12780287968435308 TF-IDF 
62 Q0 CACM-1856 86  0.1269695924023598 TF-IDF 
62 Q0 CACM-0016 87  0.12634889318543438 TF-IDF 
62 Q0 CACM-0570 88  0.12634889318543438 TF-IDF 
62 Q0 CACM-1533 89  0.12632296115018443 TF-IDF 
62 Q0 CACM-0788 90  0.12612570161876796 TF-IDF 
62 Q0 CACM-2580 91  0.12584174265264497 TF-IDF 
62 Q0 CACM-3086 92  0.12556301226088953 TF-IDF 
62 Q0 CACM-1601 93  0.12518725725291388 TF-IDF 
62 Q0 CACM-2057 94  0.12473554731613279 TF-IDF 
62 Q0 CACM-1303 95  0.12462701052133014 TF-IDF 
62 Q0 CACM-2861 96  0.12462701052133014 TF-IDF 
62 Q0 CACM-1840 97  0.12395925840379458 TF-IDF 
62 Q0 CACM-2342 98  0.12380186705613795 TF-IDF 
62 Q0 CACM-2476 99  0.1230897972444554 TF-IDF 
62 Q0 CACM-1536 100  0.12265082667838054 TF-IDF 
