59 Q0 CACM-0028 1  0.770416893616354 TF-IDF 
59 Q0 CACM-3126 2  0.5226172361730869 TF-IDF 
59 Q0 CACM-0944 3  0.49341849344433725 TF-IDF 
59 Q0 CACM-0661 4  0.49337416887981655 TF-IDF 
59 Q0 CACM-2111 5  0.49139962628630907 TF-IDF 
59 Q0 CACM-1818 6  0.4910923857398721 TF-IDF 
59 Q0 CACM-0144 7  0.45565639918012185 TF-IDF 
59 Q0 CACM-0344 8  0.44923104016155996 TF-IDF 
59 Q0 CACM-0544 9  0.44923104016155996 TF-IDF 
59 Q0 CACM-1681 10  0.44846105964871624 TF-IDF 
59 Q0 CACM-1112 11  0.44592993134900233 TF-IDF 
59 Q0 CACM-1457 12  0.4341402965244433 TF-IDF 
59 Q0 CACM-2437 13  0.43191060288270944 TF-IDF 
59 Q0 CACM-0510 14  0.4278390858681523 TF-IDF 
59 Q0 CACM-2711 15  0.42649477284149984 TF-IDF 
59 Q0 CACM-0137 16  0.42286287649180865 TF-IDF 
59 Q0 CACM-1456 17  0.4170467689933269 TF-IDF 
59 Q0 CACM-2127 18  0.415510557020045 TF-IDF 
59 Q0 CACM-1152 19  0.415449268081386 TF-IDF 
59 Q0 CACM-1441 20  0.41385079022149457 TF-IDF 
59 Q0 CACM-2278 21  0.4110428774172641 TF-IDF 
59 Q0 CACM-1235 22  0.40458026027542476 TF-IDF 
59 Q0 CACM-2258 23  0.40433517741407504 TF-IDF 
59 Q0 CACM-2403 24  0.3991902849930622 TF-IDF 
59 Q0 CACM-1287 25  0.39063568709700863 TF-IDF 
59 Q0 CACM-2532 26  0.3904463333058898 TF-IDF 
59 Q0 CACM-1855 27  0.3827343468977085 TF-IDF 
59 Q0 CACM-0778 28  0.37659193483791903 TF-IDF 
59 Q0 CACM-1162 29  0.3700226122905518 TF-IDF 
59 Q0 CACM-2905 30  0.3674008274954688 TF-IDF 
59 Q0 CACM-1051 31  0.3658918421703674 TF-IDF 
59 Q0 CACM-3087 32  0.36511064485049866 TF-IDF 
59 Q0 CACM-0354 33  0.3631422228794219 TF-IDF 
59 Q0 CACM-3046 34  0.3610676099668333 TF-IDF 
59 Q0 CACM-1486 35  0.35780186291274474 TF-IDF 
59 Q0 CACM-1462 36  0.35713120629049483 TF-IDF 
59 Q0 CACM-0626 37  0.35313923679308573 TF-IDF 
59 Q0 CACM-2091 38  0.35262762680926346 TF-IDF 
59 Q0 CACM-1699 39  0.3523522829574533 TF-IDF 
59 Q0 CACM-2705 40  0.3507030576292924 TF-IDF 
59 Q0 CACM-3134 41  0.34986058795640534 TF-IDF 
59 Q0 CACM-1700 42  0.3497536083602793 TF-IDF 
59 Q0 CACM-1620 43  0.3491631675262995 TF-IDF 
59 Q0 CACM-0651 44  0.342054193110613 TF-IDF 
59 Q0 CACM-2032 45  0.3411630380790858 TF-IDF 
59 Q0 CACM-1619 46  0.34096178237224584 TF-IDF 
59 Q0 CACM-0078 47  0.34027836284880214 TF-IDF 
59 Q0 CACM-1888 48  0.34025827768303907 TF-IDF 
59 Q0 CACM-1488 49  0.3398465862444936 TF-IDF 
59 Q0 CACM-1703 50  0.33950813469978797 TF-IDF 
59 Q0 CACM-0490 51  0.33809037205767795 TF-IDF 
59 Q0 CACM-2484 52  0.3366613418119825 TF-IDF 
59 Q0 CACM-1438 53  0.33581304123321437 TF-IDF 
59 Q0 CACM-3198 54  0.3334369137661849 TF-IDF 
59 Q0 CACM-2288 55  0.3329563064896261 TF-IDF 
59 Q0 CACM-1087 56  0.3313475310776933 TF-IDF 
59 Q0 CACM-1084 57  0.3313426374238209 TF-IDF 
59 Q0 CACM-0617 58  0.3287145151389436 TF-IDF 
59 Q0 CACM-0891 59  0.32785680363450037 TF-IDF 
59 Q0 CACM-2808 60  0.3278510939132029 TF-IDF 
59 Q0 CACM-0380 61  0.32706600655278134 TF-IDF 
59 Q0 CACM-3138 62  0.32487683292773306 TF-IDF 
59 Q0 CACM-1264 63  0.3246903650316827 TF-IDF 
59 Q0 CACM-2194 64  0.32410548418937385 TF-IDF 
59 Q0 CACM-3139 65  0.3228613130396022 TF-IDF 
59 Q0 CACM-1313 66  0.3193831137406059 TF-IDF 
59 Q0 CACM-1402 67  0.3176516753733988 TF-IDF 
59 Q0 CACM-1519 68  0.3151382199791594 TF-IDF 
59 Q0 CACM-2407 69  0.31465586988887434 TF-IDF 
59 Q0 CACM-2739 70  0.31281367490189055 TF-IDF 
59 Q0 CACM-1413 71  0.31121354369865933 TF-IDF 
59 Q0 CACM-1999 72  0.31114925468405413 TF-IDF 
59 Q0 CACM-2050 73  0.3100559245963602 TF-IDF 
59 Q0 CACM-2078 74  0.3087511065326194 TF-IDF 
59 Q0 CACM-1927 75  0.30773988294104065 TF-IDF 
59 Q0 CACM-2203 76  0.3057726977770001 TF-IDF 
59 Q0 CACM-2552 77  0.3056174715931101 TF-IDF 
59 Q0 CACM-1527 78  0.3054332950812734 TF-IDF 
59 Q0 CACM-2268 79  0.3052192884904516 TF-IDF 
59 Q0 CACM-1665 80  0.30497915171738404 TF-IDF 
59 Q0 CACM-3158 81  0.30236981395866197 TF-IDF 
59 Q0 CACM-1259 82  0.30160219828449925 TF-IDF 
59 Q0 CACM-0719 83  0.30152855374611914 TF-IDF 
59 Q0 CACM-1216 84  0.2998571149543916 TF-IDF 
59 Q0 CACM-1455 85  0.2976219105451134 TF-IDF 
59 Q0 CACM-1483 86  0.2968256736882186 TF-IDF 
59 Q0 CACM-2307 87  0.2951276545913745 TF-IDF 
59 Q0 CACM-3056 88  0.29509055133074114 TF-IDF 
59 Q0 CACM-2572 89  0.2950530492519869 TF-IDF 
59 Q0 CACM-0653 90  0.29463690600815845 TF-IDF 
59 Q0 CACM-1554 91  0.2940695030736747 TF-IDF 
59 Q0 CACM-2795 92  0.29403562682228207 TF-IDF 
59 Q0 CACM-0695 93  0.2908118429889625 TF-IDF 
59 Q0 CACM-1272 94  0.29049024649778965 TF-IDF 
59 Q0 CACM-2412 95  0.29033188886848216 TF-IDF 
59 Q0 CACM-0275 96  0.29003621725337525 TF-IDF 
59 Q0 CACM-0681 97  0.28989909136011727 TF-IDF 
59 Q0 CACM-2059 98  0.2898534747304351 TF-IDF 
59 Q0 CACM-2267 99  0.28741691418361176 TF-IDF 
59 Q0 CACM-2771 100  0.2871417462214983 TF-IDF 
