1 Q0 CACM-1938 1  0.595094777197281 TF-IDF 
1 Q0 CACM-1657 2  0.5325873682476121 TF-IDF 
1 Q0 CACM-2371 3  0.47341330005479865 TF-IDF 
1 Q0 CACM-2319 4  0.40214779607777285 TF-IDF 
1 Q0 CACM-2629 5  0.401861593581753 TF-IDF 
1 Q0 CACM-2379 6  0.37395281305009026 TF-IDF 
1 Q0 CACM-2796 7  0.37021718988127506 TF-IDF 
1 Q0 CACM-1071 8  0.36493681857837507 TF-IDF 
1 Q0 CACM-1304 9  0.35822778110393877 TF-IDF 
1 Q0 CACM-2218 10  0.34575994664796345 TF-IDF 
1 Q0 CACM-1523 11  0.33825303974750326 TF-IDF 
1 Q0 CACM-1749 12  0.3364388029323279 TF-IDF 
1 Q0 CACM-0971 13  0.3321828107487413 TF-IDF 
1 Q0 CACM-2685 14  0.323320357111659 TF-IDF 
1 Q0 CACM-2984 15  0.32306406853803926 TF-IDF 
1 Q0 CACM-1591 16  0.3175373667777913 TF-IDF 
1 Q0 CACM-2917 17  0.31746326234052535 TF-IDF 
1 Q0 CACM-1719 18  0.3050907492531232 TF-IDF 
1 Q0 CACM-1033 19  0.3014885858455011 TF-IDF 
1 Q0 CACM-2380 20  0.2982296958649554 TF-IDF 
1 Q0 CACM-0414 21  0.29668961733122523 TF-IDF 
1 Q0 CACM-2740 22  0.29178595974543475 TF-IDF 
1 Q0 CACM-2439 23  0.29147094792452155 TF-IDF 
1 Q0 CACM-1519 24  0.2914214580456 TF-IDF 
1 Q0 CACM-3127 25  0.2906510649672147 TF-IDF 
1 Q0 CACM-1069 26  0.29056540295113303 TF-IDF 
1 Q0 CACM-2948 27  0.2895746802071901 TF-IDF 
1 Q0 CACM-0294 28  0.28734160144542453 TF-IDF 
1 Q0 CACM-0098 29  0.28625939120412747 TF-IDF 
1 Q0 CACM-1755 30  0.28608704174082533 TF-IDF 
1 Q0 CACM-2357 31  0.2852276489091625 TF-IDF 
1 Q0 CACM-2747 32  0.2842726739502136 TF-IDF 
1 Q0 CACM-1544 33  0.2814877609532164 TF-IDF 
1 Q0 CACM-1752 34  0.2764625962787893 TF-IDF 
1 Q0 CACM-2955 35  0.27534550129746893 TF-IDF 
1 Q0 CACM-2087 36  0.27463884401059424 TF-IDF 
1 Q0 CACM-1605 37  0.27443296674947065 TF-IDF 
1 Q0 CACM-0197 38  0.27137817914290097 TF-IDF 
1 Q0 CACM-1827 39  0.27111781951196734 TF-IDF 
1 Q0 CACM-3068 40  0.27047705286556517 TF-IDF 
1 Q0 CACM-1168 41  0.2695091648394303 TF-IDF 
1 Q0 CACM-1173 42  0.26580357237126123 TF-IDF 
1 Q0 CACM-1410 43  0.26152527475623993 TF-IDF 
1 Q0 CACM-2560 44  0.2594160042581029 TF-IDF 
1 Q0 CACM-0275 45  0.25623170922506805 TF-IDF 
1 Q0 CACM-0656 46  0.25185549531683127 TF-IDF 
1 Q0 CACM-2541 47  0.2491138593109868 TF-IDF 
1 Q0 CACM-1571 48  0.24894491846136768 TF-IDF 
1 Q0 CACM-2126 49  0.24713083600408964 TF-IDF 
1 Q0 CACM-0195 50  0.24636495269232575 TF-IDF 
1 Q0 CACM-0594 51  0.24509120012832594 TF-IDF 
1 Q0 CACM-2151 52  0.2406389107963635 TF-IDF 
1 Q0 CACM-0190 53  0.24040786993093177 TF-IDF 
1 Q0 CACM-0252 54  0.23982454700899386 TF-IDF 
1 Q0 CACM-1264 55  0.23819500184736206 TF-IDF 
1 Q0 CACM-1680 56  0.2363129539806198 TF-IDF 
1 Q0 CACM-2378 57  0.23381989783108492 TF-IDF 
1 Q0 CACM-2542 58  0.23275521157012688 TF-IDF 
1 Q0 CACM-2597 59  0.23270794792537283 TF-IDF 
1 Q0 CACM-1226 60  0.23259085040598723 TF-IDF 
1 Q0 CACM-1960 61  0.2312824639538899 TF-IDF 
1 Q0 CACM-3048 62  0.22986015932891962 TF-IDF 
1 Q0 CACM-1844 63  0.22866737265459247 TF-IDF 
1 Q0 CACM-3012 64  0.22742183541379557 TF-IDF 
1 Q0 CACM-1464 65  0.22719172833605497 TF-IDF 
1 Q0 CACM-2632 66  0.22680352995121697 TF-IDF 
1 Q0 CACM-0438 67  0.2267784068683853 TF-IDF 
1 Q0 CACM-2398 68  0.22593686778979705 TF-IDF 
1 Q0 CACM-2219 69  0.2235509388084464 TF-IDF 
1 Q0 CACM-2920 70  0.2214103769534228 TF-IDF 
1 Q0 CACM-2951 71  0.2213671356079961 TF-IDF 
1 Q0 CACM-2681 72  0.22083143669617677 TF-IDF 
1 Q0 CACM-3174 73  0.22020691765101963 TF-IDF 
1 Q0 CACM-1735 74  0.21941454091938992 TF-IDF 
1 Q0 CACM-2535 75  0.21842954144244506 TF-IDF 
1 Q0 CACM-0271 76  0.21805616045037046 TF-IDF 
1 Q0 CACM-0202 77  0.21779149710409598 TF-IDF 
1 Q0 CACM-1885 78  0.2176398444028501 TF-IDF 
1 Q0 CACM-1908 79  0.21658397745480654 TF-IDF 
1 Q0 CACM-1472 80  0.21593366517187862 TF-IDF 
1 Q0 CACM-1195 81  0.21237937261763054 TF-IDF 
1 Q0 CACM-0398 82  0.21212459111552803 TF-IDF 
1 Q0 CACM-2501 83  0.21123405856283675 TF-IDF 
1 Q0 CACM-1572 84  0.21114797335842667 TF-IDF 
1 Q0 CACM-2344 85  0.21107935406689074 TF-IDF 
1 Q0 CACM-1440 86  0.2105816395132946 TF-IDF 
1 Q0 CACM-0069 87  0.21055918179559688 TF-IDF 
1 Q0 CACM-1161 88  0.20954980716288915 TF-IDF 
1 Q0 CACM-2424 89  0.2094590107306519 TF-IDF 
1 Q0 CACM-0031 90  0.2088451018317182 TF-IDF 
1 Q0 CACM-0827 91  0.20802120216986714 TF-IDF 
1 Q0 CACM-3137 92  0.2078624938442327 TF-IDF 
1 Q0 CACM-0391 93  0.20754325844491697 TF-IDF 
1 Q0 CACM-2188 94  0.2044977390967654 TF-IDF 
1 Q0 CACM-1698 95  0.20437479020038757 TF-IDF 
1 Q0 CACM-1461 96  0.20374818455098953 TF-IDF 
1 Q0 CACM-1482 97  0.20263670825507088 TF-IDF 
1 Q0 CACM-1750 98  0.20226802728552487 TF-IDF 
1 Q0 CACM-2069 99  0.2014288384226473 TF-IDF 
1 Q0 CACM-2868 100  0.2014004103482851 TF-IDF 
