4 Q0 CACM-2844 1  0.6478762217178055 TF-IDF 
4 Q0 CACM-3043 2  0.6201606042405848 TF-IDF 
4 Q0 CACM-2845 3  0.5938565600859428 TF-IDF 
4 Q0 CACM-0171 4  0.5116981721126487 TF-IDF 
4 Q0 CACM-2377 5  0.510035226255433 TF-IDF 
4 Q0 CACM-2342 6  0.4911525439888625 TF-IDF 
4 Q0 CACM-3128 7  0.4910318899700813 TF-IDF 
4 Q0 CACM-3028 8  0.49052744713835716 TF-IDF 
4 Q0 CACM-3188 9  0.4839346718935303 TF-IDF 
4 Q0 CACM-0477 10  0.4757303742235147 TF-IDF 
4 Q0 CACM-0483 11  0.46708512339842184 TF-IDF 
4 Q0 CACM-0069 12  0.4659118846120303 TF-IDF 
4 Q0 CACM-1727 13  0.4554620647259736 TF-IDF 
4 Q0 CACM-0204 14  0.45378475710470395 TF-IDF 
4 Q0 CACM-2895 15  0.4503209681990028 TF-IDF 
4 Q0 CACM-3103 16  0.4478982867819867 TF-IDF 
4 Q0 CACM-0452 17  0.44505838614762283 TF-IDF 
4 Q0 CACM-2939 18  0.4447232608235391 TF-IDF 
4 Q0 CACM-2905 19  0.43413885401935587 TF-IDF 
4 Q0 CACM-2439 20  0.4334270424902755 TF-IDF 
4 Q0 CACM-1014 21  0.43036515546628396 TF-IDF 
4 Q0 CACM-1943 22  0.42035924954545156 TF-IDF 
4 Q0 CACM-2870 23  0.42026582413569635 TF-IDF 
4 Q0 CACM-2958 24  0.41730038686640164 TF-IDF 
4 Q0 CACM-2519 25  0.4167565656975564 TF-IDF 
4 Q0 CACM-3141 26  0.41441734228855415 TF-IDF 
4 Q0 CACM-0200 27  0.4105671611899702 TF-IDF 
4 Q0 CACM-0201 28  0.4105671611899702 TF-IDF 
4 Q0 CACM-0210 29  0.4078950765144777 TF-IDF 
4 Q0 CACM-2932 30  0.40669654613799167 TF-IDF 
4 Q0 CACM-2848 31  0.4064155078828215 TF-IDF 
4 Q0 CACM-0409 32  0.4051200697807448 TF-IDF 
4 Q0 CACM-0084 33  0.3893321593591129 TF-IDF 
4 Q0 CACM-3148 34  0.38787974761806354 TF-IDF 
4 Q0 CACM-2742 35  0.38446993051764444 TF-IDF 
4 Q0 CACM-2900 36  0.38060674424878305 TF-IDF 
4 Q0 CACM-2721 37  0.38030286504786937 TF-IDF 
4 Q0 CACM-1458 38  0.3800993710164005 TF-IDF 
4 Q0 CACM-3082 39  0.3770024445986942 TF-IDF 
4 Q0 CACM-3018 40  0.37460550483197164 TF-IDF 
4 Q0 CACM-1638 41  0.36954688182763146 TF-IDF 
4 Q0 CACM-1622 42  0.36952833032846405 TF-IDF 
4 Q0 CACM-3049 43  0.3671261957407189 TF-IDF 
4 Q0 CACM-2371 44  0.3657714178031905 TF-IDF 
4 Q0 CACM-1536 45  0.3635462564625686 TF-IDF 
4 Q0 CACM-2969 46  0.3628446332134323 TF-IDF 
4 Q0 CACM-1601 47  0.36255972889278626 TF-IDF 
4 Q0 CACM-1567 48  0.36152159611588247 TF-IDF 
4 Q0 CACM-3137 49  0.36003932069362293 TF-IDF 
4 Q0 CACM-3057 50  0.3596042591189119 TF-IDF 
4 Q0 CACM-1135 51  0.3575507662116196 TF-IDF 
4 Q0 CACM-2956 52  0.35730033934243816 TF-IDF 
4 Q0 CACM-1272 53  0.35711942494725046 TF-IDF 
4 Q0 CACM-0435 54  0.3560441748507441 TF-IDF 
4 Q0 CACM-2916 55  0.35520340736757516 TF-IDF 
4 Q0 CACM-0403 56  0.35313517767197145 TF-IDF 
4 Q0 CACM-1421 57  0.3528520759133196 TF-IDF 
4 Q0 CACM-1846 58  0.352513784558829 TF-IDF 
4 Q0 CACM-1062 59  0.3522220235976171 TF-IDF 
4 Q0 CACM-1732 60  0.35126120381540915 TF-IDF 
4 Q0 CACM-1399 61  0.35118316806610933 TF-IDF 
4 Q0 CACM-1012 62  0.35116231903641526 TF-IDF 
4 Q0 CACM-0497 63  0.3500759681535676 TF-IDF 
4 Q0 CACM-1391 64  0.3500323136253331 TF-IDF 
4 Q0 CACM-1527 65  0.349768376936622 TF-IDF 
4 Q0 CACM-2931 66  0.34900960926174224 TF-IDF 
4 Q0 CACM-0303 67  0.3489493395401848 TF-IDF 
4 Q0 CACM-1248 68  0.3478630815549786 TF-IDF 
4 Q0 CACM-2940 69  0.3476512219118966 TF-IDF 
4 Q0 CACM-2626 70  0.34670464847975274 TF-IDF 
4 Q0 CACM-2219 71  0.34616470438195796 TF-IDF 
4 Q0 CACM-3013 72  0.3457782271726241 TF-IDF 
4 Q0 CACM-2031 73  0.34483589782788554 TF-IDF 
4 Q0 CACM-1185 74  0.34418737590007625 TF-IDF 
4 Q0 CACM-2684 75  0.3434456054860544 TF-IDF 
4 Q0 CACM-1362 76  0.3418326682992642 TF-IDF 
