9 Q0 CACM-1685 1  0.5829148204333485 TF-IDF 
9 Q0 CACM-3068 2  0.4956137318262453 TF-IDF 
9 Q0 CACM-2578 3  0.48239248710063254 TF-IDF 
9 Q0 CACM-1461 4  0.4682879268914169 TF-IDF 
9 Q0 CACM-2614 5  0.4245337276466781 TF-IDF 
9 Q0 CACM-2776 6  0.4036757622546927 TF-IDF 
9 Q0 CACM-2949 7  0.40139936393352593 TF-IDF 
9 Q0 CACM-2372 8  0.3942831169844583 TF-IDF 
9 Q0 CACM-3174 9  0.36835291707141016 TF-IDF 
9 Q0 CACM-2849 10  0.33031050333522394 TF-IDF 
9 Q0 CACM-3158 11  0.3270096889129662 TF-IDF 
9 Q0 CACM-2345 12  0.3220846030119797 TF-IDF 
9 Q0 CACM-3082 13  0.2986939455202423 TF-IDF 
9 Q0 CACM-2407 14  0.29660959135756515 TF-IDF 
9 Q0 CACM-2111 15  0.28575475129877337 TF-IDF 
9 Q0 CACM-2371 16  0.2830381689155982 TF-IDF 
9 Q0 CACM-2621 17  0.28188950923793904 TF-IDF 
9 Q0 CACM-2311 18  0.2804679973984626 TF-IDF 
9 Q0 CACM-2870 19  0.27916441138446724 TF-IDF 
9 Q0 CACM-3137 20  0.27838843106411926 TF-IDF 
9 Q0 CACM-3043 21  0.2682406140596685 TF-IDF 
9 Q0 CACM-0820 22  0.2646333807952626 TF-IDF 
9 Q0 CACM-2995 23  0.2614539461783879 TF-IDF 
9 Q0 CACM-1723 24  0.26071829576075883 TF-IDF 
9 Q0 CACM-2951 25  0.260494203154961 TF-IDF 
9 Q0 CACM-1688 26  0.2578308459198189 TF-IDF 
9 Q0 CACM-2515 27  0.2509690239273829 TF-IDF 
9 Q0 CACM-3011 28  0.24184468958714966 TF-IDF 
9 Q0 CACM-0597 29  0.23993630505136365 TF-IDF 
9 Q0 CACM-0652 30  0.23993630505136365 TF-IDF 
9 Q0 CACM-3038 31  0.23964781059956763 TF-IDF 
9 Q0 CACM-1928 32  0.23938621772760516 TF-IDF 
9 Q0 CACM-3148 33  0.2368178404754202 TF-IDF 
9 Q0 CACM-2969 34  0.23523169447517486 TF-IDF 
9 Q0 CACM-0025 35  0.23514643763593543 TF-IDF 
9 Q0 CACM-1687 36  0.2343916781089263 TF-IDF 
9 Q0 CACM-1690 37  0.2343916781089263 TF-IDF 
9 Q0 CACM-2088 38  0.2343916781089263 TF-IDF 
9 Q0 CACM-0828 39  0.23436149594519926 TF-IDF 
9 Q0 CACM-1808 40  0.23284986200510316 TF-IDF 
9 Q0 CACM-2197 41  0.2302750466191647 TF-IDF 
9 Q0 CACM-1261 42  0.22963812535099226 TF-IDF 
9 Q0 CACM-2479 43  0.2267964977466281 TF-IDF 
9 Q0 CACM-0651 44  0.22481637669512428 TF-IDF 
9 Q0 CACM-2869 45  0.22447980716202304 TF-IDF 
9 Q0 CACM-1695 46  0.2235478525319664 TF-IDF 
9 Q0 CACM-2151 47  0.22258172240659221 TF-IDF 
9 Q0 CACM-1959 48  0.22098955563243594 TF-IDF 
9 Q0 CACM-1266 49  0.22071404498409822 TF-IDF 
9 Q0 CACM-1912 50  0.21964160057458387 TF-IDF 
9 Q0 CACM-1341 51  0.21857473386129644 TF-IDF 
9 Q0 CACM-2583 52  0.21853800392237077 TF-IDF 
9 Q0 CACM-1462 53  0.2176490537942916 TF-IDF 
9 Q0 CACM-2454 54  0.21647029198983564 TF-IDF 
9 Q0 CACM-3150 55  0.21354065183203033 TF-IDF 
9 Q0 CACM-2988 56  0.211643072602558 TF-IDF 
9 Q0 CACM-1387 57  0.21154881756633329 TF-IDF 
9 Q0 CACM-1747 58  0.21079940825735077 TF-IDF 
9 Q0 CACM-2890 59  0.2075080454880691 TF-IDF 
9 Q0 CACM-2317 60  0.20633101070485477 TF-IDF 
9 Q0 CACM-0757 61  0.20355066783143597 TF-IDF 
9 Q0 CACM-0383 62  0.20319518336648185 TF-IDF 
9 Q0 CACM-0018 63  0.20155408940223038 TF-IDF 
9 Q0 CACM-1360 64  0.20155408940223038 TF-IDF 
9 Q0 CACM-2818 65  0.20154649624314547 TF-IDF 
