7 Q0 CACM-3043 1  0.821582273877308 TF-IDF 
7 Q0 CACM-0371 2  0.6016644196239438 TF-IDF 
7 Q0 CACM-2325 3  0.5059384894165123 TF-IDF 
7 Q0 CACM-1553 4  0.49737071941108596 TF-IDF 
7 Q0 CACM-2903 5  0.4859389629207838 TF-IDF 
7 Q0 CACM-3141 6  0.46270272004856294 TF-IDF 
7 Q0 CACM-0270 7  0.44751706642561856 TF-IDF 
7 Q0 CACM-3104 8  0.44537607085342634 TF-IDF 
7 Q0 CACM-3148 9  0.4409633546647032 TF-IDF 
7 Q0 CACM-2912 10  0.42879733749498306 TF-IDF 
7 Q0 CACM-2950 11  0.4246733867852262 TF-IDF 
7 Q0 CACM-3128 12  0.42457631094777376 TF-IDF 
7 Q0 CACM-1243 13  0.41934942829054034 TF-IDF 
7 Q0 CACM-2226 14  0.406263906224616 TF-IDF 
7 Q0 CACM-2342 15  0.4060346292955205 TF-IDF 
7 Q0 CACM-3028 16  0.4041728300777251 TF-IDF 
7 Q0 CACM-1551 17  0.40259297022637586 TF-IDF 
7 Q0 CACM-2949 18  0.40110327478489094 TF-IDF 
7 Q0 CACM-1952 19  0.40016331842385977 TF-IDF 
7 Q0 CACM-3006 20  0.3955525064065757 TF-IDF 
7 Q0 CACM-2884 21  0.3879521645629954 TF-IDF 
7 Q0 CACM-2376 22  0.3870901514411485 TF-IDF 
7 Q0 CACM-0069 23  0.3841667802056651 TF-IDF 
7 Q0 CACM-2865 24  0.3833612842593847 TF-IDF 
7 Q0 CACM-3170 25  0.3811593611579861 TF-IDF 
7 Q0 CACM-2871 26  0.3785388496319818 TF-IDF 
7 Q0 CACM-1660 27  0.37793202295586753 TF-IDF 
7 Q0 CACM-1623 28  0.37651886331603285 TF-IDF 
7 Q0 CACM-0046 29  0.37597650062987364 TF-IDF 
7 Q0 CACM-2326 30  0.3757254727629036 TF-IDF 
7 Q0 CACM-3014 31  0.3751255073707354 TF-IDF 
7 Q0 CACM-0804 32  0.37166905938948047 TF-IDF 
7 Q0 CACM-3137 33  0.36755490924441037 TF-IDF 
7 Q0 CACM-3166 34  0.36630904629026323 TF-IDF 
7 Q0 CACM-1397 35  0.3652055730276638 TF-IDF 
7 Q0 CACM-1854 36  0.3649711084022055 TF-IDF 
7 Q0 CACM-2111 37  0.36492398353219924 TF-IDF 
7 Q0 CACM-2283 38  0.3621602464931556 TF-IDF 
7 Q0 CACM-1771 39  0.3621123150235187 TF-IDF 
7 Q0 CACM-1796 40  0.3599702330492493 TF-IDF 
7 Q0 CACM-2007 41  0.35958358673387797 TF-IDF 
7 Q0 CACM-2630 42  0.35205915448214686 TF-IDF 
7 Q0 CACM-1338 43  0.3490643604413217 TF-IDF 
7 Q0 CACM-2417 44  0.3477342560632491 TF-IDF 
7 Q0 CACM-0758 45  0.34657994223990024 TF-IDF 
7 Q0 CACM-2272 46  0.34383182875407725 TF-IDF 
7 Q0 CACM-1392 47  0.343193469391416 TF-IDF 
7 Q0 CACM-1924 48  0.3420071734695661 TF-IDF 
7 Q0 CACM-3080 49  0.33989586999237814 TF-IDF 
7 Q0 CACM-2578 50  0.3385722391900738 TF-IDF 
7 Q0 CACM-2623 51  0.33811483165873096 TF-IDF 
7 Q0 CACM-2273 52  0.33789575540863903 TF-IDF 
7 Q0 CACM-1658 53  0.33680179908744606 TF-IDF 
7 Q0 CACM-3082 54  0.3366683803228288 TF-IDF 
7 Q0 CACM-2289 55  0.33351951493559734 TF-IDF 
7 Q0 CACM-2317 56  0.3326772929111677 TF-IDF 
7 Q0 CACM-2932 57  0.3303913230415335 TF-IDF 
7 Q0 CACM-0412 58  0.3299773762826609 TF-IDF 
7 Q0 CACM-1749 59  0.3294202370583122 TF-IDF 
7 Q0 CACM-0356 60  0.3285928782831395 TF-IDF 
7 Q0 CACM-1440 61  0.32774872418148954 TF-IDF 
7 Q0 CACM-2902 62  0.3277350411045695 TF-IDF 
7 Q0 CACM-2890 63  0.32768955891395984 TF-IDF 
7 Q0 CACM-0409 64  0.3275298776958584 TF-IDF 
7 Q0 CACM-2216 65  0.32729570323601054 TF-IDF 
7 Q0 CACM-1877 66  0.3212286226452385 TF-IDF 
7 Q0 CACM-1529 67  0.3208916849983198 TF-IDF 
7 Q0 CACM-2819 68  0.320721171829866 TF-IDF 
7 Q0 CACM-3078 69  0.32065426618382004 TF-IDF 
7 Q0 CACM-2320 70  0.32050875621167235 TF-IDF 
7 Q0 CACM-0210 71  0.3203507496964239 TF-IDF 
7 Q0 CACM-2256 72  0.3175116341898202 TF-IDF 
7 Q0 CACM-2389 73  0.31678959092971726 TF-IDF 
