64 Q0 CACM-2513 1  0.39282748009315366 TF-IDF 
64 Q0 CACM-3188 2  0.3423351889416094 TF-IDF 
64 Q0 CACM-2845 3  0.3170818861197573 TF-IDF 
64 Q0 CACM-1878 4  0.3105446186423933 TF-IDF 
64 Q0 CACM-1853 5  0.3034086368314548 TF-IDF 
64 Q0 CACM-2651 6  0.28656878513750506 TF-IDF 
64 Q0 CACM-1972 7  0.2782668245988934 TF-IDF 
64 Q0 CACM-2361 8  0.27761794606361 TF-IDF 
64 Q0 CACM-1588 9  0.25953551131820857 TF-IDF 
64 Q0 CACM-0477 10  0.2537194302823326 TF-IDF 
64 Q0 CACM-2156 11  0.25159126362014655 TF-IDF 
64 Q0 CACM-1957 12  0.2512668183921916 TF-IDF 
64 Q0 CACM-2168 13  0.23865934058457067 TF-IDF 
64 Q0 CACM-2855 14  0.236268938943417 TF-IDF 
64 Q0 CACM-0527 15  0.23012030126817065 TF-IDF 
64 Q0 CACM-1051 16  0.22960942284969418 TF-IDF 
64 Q0 CACM-0204 17  0.22689237855235198 TF-IDF 
64 Q0 CACM-2723 18  0.2260475253315855 TF-IDF 
64 Q0 CACM-1050 19  0.2247242268125791 TF-IDF 
64 Q0 CACM-0497 20  0.22344927225083555 TF-IDF 
64 Q0 CACM-1459 21  0.21846643272386296 TF-IDF 
64 Q0 CACM-0171 22  0.21554775962473438 TF-IDF 
64 Q0 CACM-1248 23  0.21528562822653888 TF-IDF 
64 Q0 CACM-1424 24  0.21301594033965393 TF-IDF 
64 Q0 CACM-3106 25  0.21209147462644082 TF-IDF 
64 Q0 CACM-0627 26  0.21187650506650188 TF-IDF 
64 Q0 CACM-1024 27  0.2118589252173027 TF-IDF 
64 Q0 CACM-3028 28  0.20942453954122955 TF-IDF 
64 Q0 CACM-2772 29  0.20551318866729607 TF-IDF 
64 Q0 CACM-0200 30  0.2052835805949851 TF-IDF 
64 Q0 CACM-0201 31  0.2052835805949851 TF-IDF 
64 Q0 CACM-0210 32  0.20097118409362336 TF-IDF 
64 Q0 CACM-2756 33  0.2003697091857512 TF-IDF 
64 Q0 CACM-0793 34  0.1994131812390606 TF-IDF 
64 Q0 CACM-1390 35  0.1942739889369561 TF-IDF 
64 Q0 CACM-1549 36  0.19425137600229678 TF-IDF 
64 Q0 CACM-1035 37  0.1937733210598144 TF-IDF 
64 Q0 CACM-2766 38  0.19133202289211973 TF-IDF 
64 Q0 CACM-1262 39  0.19081572728760388 TF-IDF 
64 Q0 CACM-0866 40  0.19074756646381266 TF-IDF 
64 Q0 CACM-0367 41  0.1900685172987922 TF-IDF 
64 Q0 CACM-0595 42  0.19005967422282324 TF-IDF 
64 Q0 CACM-0717 43  0.18832201276632088 TF-IDF 
64 Q0 CACM-0452 44  0.18743283445629075 TF-IDF 
64 Q0 CACM-0121 45  0.1873543707537339 TF-IDF 
64 Q0 CACM-0100 46  0.18651584049590575 TF-IDF 
64 Q0 CACM-0731 47  0.17986907303591979 TF-IDF 
64 Q0 CACM-1443 48  0.17638425155750875 TF-IDF 
64 Q0 CACM-3112 49  0.1750887190680336 TF-IDF 
