8 Q0 CACM-1685 1  0.6052376169049104 TF-IDF 
8 Q0 CACM-2776 2  0.4396745105091136 TF-IDF 
8 Q0 CACM-2614 3  0.4245337276466781 TF-IDF 
8 Q0 CACM-0912 4  0.42214658996446475 TF-IDF 
8 Q0 CACM-2625 5  0.3958245558177767 TF-IDF 
8 Q0 CACM-2830 6  0.36134457973590695 TF-IDF 
8 Q0 CACM-2371 7  0.35394976003333634 TF-IDF 
8 Q0 CACM-0820 8  0.3466500601116352 TF-IDF 
8 Q0 CACM-1461 9  0.33601805572120325 TF-IDF 
8 Q0 CACM-1869 10  0.3184954772806165 TF-IDF 
8 Q0 CACM-2951 11  0.29894739495213485 TF-IDF 
8 Q0 CACM-3068 12  0.28702216802793656 TF-IDF 
8 Q0 CACM-1723 13  0.2791113911103732 TF-IDF 
8 Q0 CACM-1785 14  0.27274665746629895 TF-IDF 
8 Q0 CACM-2500 15  0.27026434235478464 TF-IDF 
8 Q0 CACM-2482 16  0.2679747202176358 TF-IDF 
8 Q0 CACM-2858 17  0.2647436679204616 TF-IDF 
8 Q0 CACM-1688 18  0.2578308459198189 TF-IDF 
8 Q0 CACM-2949 19  0.2574255151398755 TF-IDF 
8 Q0 CACM-0828 20  0.25497106904678907 TF-IDF 
8 Q0 CACM-2515 21  0.2518527023657674 TF-IDF 
8 Q0 CACM-0003 22  0.24683305461295502 TF-IDF 
8 Q0 CACM-0383 23  0.2382398150461253 TF-IDF 
8 Q0 CACM-0666 24  0.23687133737416527 TF-IDF 
8 Q0 CACM-1687 25  0.2343916781089263 TF-IDF 
8 Q0 CACM-1690 26  0.2343916781089263 TF-IDF 
8 Q0 CACM-2088 27  0.2343916781089263 TF-IDF 
8 Q0 CACM-3083 28  0.23370804243455243 TF-IDF 
8 Q0 CACM-2499 29  0.23279181365713558 TF-IDF 
8 Q0 CACM-2197 30  0.23188455080642914 TF-IDF 
8 Q0 CACM-3032 31  0.22549107228193768 TF-IDF 
8 Q0 CACM-0008 32  0.22439368601177728 TF-IDF 
8 Q0 CACM-1611 33  0.2243824222381101 TF-IDF 
8 Q0 CACM-3038 34  0.2233134218847519 TF-IDF 
8 Q0 CACM-2345 35  0.22089492814675726 TF-IDF 
8 Q0 CACM-2541 36  0.21882364504804167 TF-IDF 
8 Q0 CACM-3158 37  0.21519549224679024 TF-IDF 
8 Q0 CACM-1928 38  0.21488819439203086 TF-IDF 
8 Q0 CACM-1505 39  0.21399797725006897 TF-IDF 
8 Q0 CACM-2991 40  0.2124462816121574 TF-IDF 
8 Q0 CACM-1752 41  0.21186080263540605 TF-IDF 
8 Q0 CACM-1261 42  0.21102966248544716 TF-IDF 
8 Q0 CACM-1877 43  0.2068899088967315 TF-IDF 
8 Q0 CACM-2194 44  0.20409888860200065 TF-IDF 
8 Q0 CACM-2578 45  0.20385586416577456 TF-IDF 
8 Q0 CACM-0757 46  0.20355066783143597 TF-IDF 
8 Q0 CACM-2969 47  0.2024267764316921 TF-IDF 
8 Q0 CACM-2407 48  0.20017687287692154 TF-IDF 
8 Q0 CACM-1751 49  0.19851704896379208 TF-IDF 
8 Q0 CACM-2860 50  0.19836293659007337 TF-IDF 
8 Q0 CACM-1695 51  0.19588544507734681 TF-IDF 
8 Q0 CACM-3133 52  0.19365657805270922 TF-IDF 
8 Q0 CACM-0492 53  0.19258057091652273 TF-IDF 
8 Q0 CACM-2111 54  0.18982798670030013 TF-IDF 
8 Q0 CACM-2454 55  0.18903125384478758 TF-IDF 
8 Q0 CACM-3126 56  0.18819047830340296 TF-IDF 
8 Q0 CACM-3040 57  0.18672343138117228 TF-IDF 
8 Q0 CACM-0517 58  0.18416488994272778 TF-IDF 
8 Q0 CACM-2757 59  0.18356555245557352 TF-IDF 
8 Q0 CACM-2485 60  0.18265823955392854 TF-IDF 
8 Q0 CACM-2890 61  0.18171957538780995 TF-IDF 
8 Q0 CACM-2543 62  0.18105865641724364 TF-IDF 
8 Q0 CACM-2840 63  0.180569801889634 TF-IDF 
8 Q0 CACM-1387 64  0.17833860154340112 TF-IDF 
8 Q0 CACM-1247 65  0.177667085374924 TF-IDF 
8 Q0 CACM-0597 66  0.17754147599938175 TF-IDF 
8 Q0 CACM-0652 67  0.17754147599938175 TF-IDF 
8 Q0 CACM-2852 68  0.17709546391548178 TF-IDF 
8 Q0 CACM-2892 69  0.17691111618863165 TF-IDF 
8 Q0 CACM-2934 70  0.17675857245357682 TF-IDF 
8 Q0 CACM-1989 71  0.1720480322400385 TF-IDF 
8 Q0 CACM-0332 72  0.17113025785098354 TF-IDF 
8 Q0 CACM-2597 73  0.17088431431329887 TF-IDF 
8 Q0 CACM-1677 74  0.16995875196660187 TF-IDF 
8 Q0 CACM-1728 75  0.16957335766108367 TF-IDF 
8 Q0 CACM-2995 76  0.16947140890850076 TF-IDF 
8 Q0 CACM-2522 77  0.16938648103216963 TF-IDF 
8 Q0 CACM-1776 78  0.16815055168683843 TF-IDF 
8 Q0 CACM-2317 79  0.16730301874345654 TF-IDF 
8 Q0 CACM-1754 80  0.16688762760753797 TF-IDF 
8 Q0 CACM-3053 81  0.16595583071112174 TF-IDF 
8 Q0 CACM-1938 82  0.1646365174801999 TF-IDF 
8 Q0 CACM-2867 83  0.1640919679459926 TF-IDF 
8 Q0 CACM-2020 84  0.16367361232272865 TF-IDF 
8 Q0 CACM-2988 85  0.16124531667574618 TF-IDF 
8 Q0 CACM-1069 86  0.1604904532478045 TF-IDF 
8 Q0 CACM-2920 87  0.15933490065178285 TF-IDF 
8 Q0 CACM-2151 88  0.1589157525589156 TF-IDF 
8 Q0 CACM-2479 89  0.15891424956254166 TF-IDF 
8 Q0 CACM-1462 90  0.15674416960396612 TF-IDF 
8 Q0 CACM-0441 91  0.15596355919773763 TF-IDF 
8 Q0 CACM-2319 92  0.15453337438870415 TF-IDF 
8 Q0 CACM-2297 93  0.1542027358774025 TF-IDF 
8 Q0 CACM-2128 94  0.15375110453820132 TF-IDF 
8 Q0 CACM-1680 95  0.15326558054929548 TF-IDF 
8 Q0 CACM-2379 96  0.1514487425408015 TF-IDF 
8 Q0 CACM-2712 97  0.1511547663250309 TF-IDF 
8 Q0 CACM-1890 98  0.1511346842550198 TF-IDF 
8 Q0 CACM-2741 99  0.15025182910456802 TF-IDF 
8 Q0 CACM-1959 100  0.14996844152132188 TF-IDF 
