54 Q0 CACM-2295 1  0.8058787983105467 TF-IDF 
54 Q0 CACM-2958 2  0.6197319303449126 TF-IDF 
54 Q0 CACM-2326 3  0.5020048894952551 TF-IDF 
54 Q0 CACM-2411 4  0.4855212603234136 TF-IDF 
54 Q0 CACM-2842 5  0.4750394925714908 TF-IDF 
54 Q0 CACM-3031 6  0.46253298031877665 TF-IDF 
54 Q0 CACM-2940 7  0.45934900145996493 TF-IDF 
54 Q0 CACM-1213 8  0.4592259061639411 TF-IDF 
54 Q0 CACM-2732 9  0.4552587419926351 TF-IDF 
54 Q0 CACM-2316 10  0.44961185434807016 TF-IDF 
54 Q0 CACM-2651 11  0.4404284300719802 TF-IDF 
54 Q0 CACM-2178 12  0.42752527993352907 TF-IDF 
54 Q0 CACM-2814 13  0.4268606785649538 TF-IDF 
54 Q0 CACM-2155 14  0.4169441117909212 TF-IDF 
54 Q0 CACM-3103 15  0.41518429044795185 TF-IDF 
54 Q0 CACM-2227 16  0.40293957826988847 TF-IDF 
54 Q0 CACM-2192 17  0.40199562584113063 TF-IDF 
54 Q0 CACM-0307 18  0.40141070202599005 TF-IDF 
54 Q0 CACM-0308 19  0.40141070202599005 TF-IDF 
54 Q0 CACM-0309 20  0.40141070202599005 TF-IDF 
54 Q0 CACM-2148 21  0.39844880634024527 TF-IDF 
54 Q0 CACM-2470 22  0.3969525867672911 TF-IDF 
54 Q0 CACM-3104 23  0.3907696504553465 TF-IDF 
54 Q0 CACM-0920 24  0.3897423586897405 TF-IDF 
54 Q0 CACM-3105 25  0.38289511240227386 TF-IDF 
54 Q0 CACM-2406 26  0.37974040379369084 TF-IDF 
54 Q0 CACM-1834 27  0.37779918953907055 TF-IDF 
54 Q0 CACM-0762 28  0.37330721686908286 TF-IDF 
54 Q0 CACM-1339 29  0.37290320302171515 TF-IDF 
54 Q0 CACM-2264 30  0.3721190409852053 TF-IDF 
54 Q0 CACM-0065 31  0.36417701257868706 TF-IDF 
54 Q0 CACM-1471 32  0.3605080662745688 TF-IDF 
54 Q0 CACM-3073 33  0.3593393339852312 TF-IDF 
54 Q0 CACM-3170 34  0.3533792247607439 TF-IDF 
54 Q0 CACM-0068 35  0.350148915518791 TF-IDF 
54 Q0 CACM-0822 36  0.349419556596775 TF-IDF 
54 Q0 CACM-2705 37  0.34897482191103646 TF-IDF 
54 Q0 CACM-2941 38  0.34827510406394224 TF-IDF 
54 Q0 CACM-1098 39  0.34813271290169673 TF-IDF 
