44 Q0 CACM-2829 1  0.6655538655407792 TF-IDF 
44 Q0 CACM-2825 2  0.587502392924153 TF-IDF 
44 Q0 CACM-1732 3  0.5616065304497557 TF-IDF 
44 Q0 CACM-1823 4  0.5616065304497557 TF-IDF 
44 Q0 CACM-1801 5  0.4758247013912144 TF-IDF 
44 Q0 CACM-1404 6  0.46320729732350807 TF-IDF 
44 Q0 CACM-1802 7  0.37129636621801765 TF-IDF 
44 Q0 CACM-2523 8  0.35589902291099784 TF-IDF 
44 Q0 CACM-2325 9  0.35480943050453806 TF-IDF 
44 Q0 CACM-0633 10  0.32039399690937653 TF-IDF 
44 Q0 CACM-0525 11  0.3159529696056488 TF-IDF 
44 Q0 CACM-2478 12  0.2959433382628 TF-IDF 
44 Q0 CACM-0931 13  0.28962355547184465 TF-IDF 
44 Q0 CACM-2719 14  0.2847994163995877 TF-IDF 
44 Q0 CACM-2494 15  0.28231263008215746 TF-IDF 
44 Q0 CACM-0461 16  0.27803861325297086 TF-IDF 
44 Q0 CACM-1782 17  0.2770975108405419 TF-IDF 
44 Q0 CACM-2050 18  0.2769842693362729 TF-IDF 
44 Q0 CACM-1855 19  0.27610969675262365 TF-IDF 
44 Q0 CACM-1141 20  0.27282046783574204 TF-IDF 
44 Q0 CACM-1780 21  0.27282046783574204 TF-IDF 
44 Q0 CACM-1809 22  0.25525356218920925 TF-IDF 
44 Q0 CACM-0912 23  0.2500319293427459 TF-IDF 
44 Q0 CACM-1260 24  0.24788556592247338 TF-IDF 
44 Q0 CACM-0167 25  0.24553842105216783 TF-IDF 
44 Q0 CACM-1104 26  0.24553842105216783 TF-IDF 
44 Q0 CACM-0085 27  0.23384611528777888 TF-IDF 
44 Q0 CACM-1034 28  0.22472607195092892 TF-IDF 
44 Q0 CACM-0826 29  0.22321674641106168 TF-IDF 
44 Q0 CACM-1250 30  0.22321674641106168 TF-IDF 
44 Q0 CACM-1045 31  0.21435069605417867 TF-IDF 
44 Q0 CACM-0238 32  0.21367357920226768 TF-IDF 
44 Q0 CACM-0643 33  0.20617537639535813 TF-IDF 
44 Q0 CACM-1507 34  0.20558070977971005 TF-IDF 
44 Q0 CACM-2923 35  0.20322215413259156 TF-IDF 
44 Q0 CACM-1989 36  0.19872589992919537 TF-IDF 
44 Q0 CACM-1679 37  0.19676872703907672 TF-IDF 
44 Q0 CACM-2125 38  0.19404563922476994 TF-IDF 
44 Q0 CACM-1669 39  0.19257915376640614 TF-IDF 
44 Q0 CACM-2831 40  0.19077998143059616 TF-IDF 
44 Q0 CACM-1668 41  0.18887570850166757 TF-IDF 
44 Q0 CACM-2221 42  0.187863927873629 TF-IDF 
44 Q0 CACM-1424 43  0.1874329642125155 TF-IDF 
44 Q0 CACM-2771 44  0.18635075378313684 TF-IDF 
44 Q0 CACM-2812 45  0.18366799620633303 TF-IDF 
44 Q0 CACM-0329 46  0.18326700124031833 TF-IDF 
44 Q0 CACM-0436 47  0.1815378696041243 TF-IDF 
44 Q0 CACM-1683 48  0.18006200494573119 TF-IDF 
44 Q0 CACM-1917 49  0.17857339712884931 TF-IDF 
44 Q0 CACM-0974 50  0.17776955310010317 TF-IDF 
44 Q0 CACM-2286 51  0.1746004385290857 TF-IDF 
44 Q0 CACM-2329 52  0.1724063412072407 TF-IDF 
44 Q0 CACM-1435 53  0.16983432887120567 TF-IDF 
44 Q0 CACM-2735 54  0.1695357397883969 TF-IDF 
44 Q0 CACM-3078 55  0.16741523156068502 TF-IDF 
44 Q0 CACM-2671 56  0.16693248375177164 TF-IDF 
44 Q0 CACM-1837 57  0.16646672613706293 TF-IDF 
44 Q0 CACM-1921 58  0.16646672613706293 TF-IDF 
44 Q0 CACM-3055 59  0.1648565784504573 TF-IDF 
44 Q0 CACM-2553 60  0.16432651915050236 TF-IDF 
44 Q0 CACM-1208 61  0.1642485486894458 TF-IDF 
44 Q0 CACM-2505 62  0.16369228070144523 TF-IDF 
44 Q0 CACM-2877 63  0.16293963600343478 TF-IDF 
44 Q0 CACM-1002 64  0.16286717776907855 TF-IDF 
44 Q0 CACM-1365 65  0.1611015324779553 TF-IDF 
44 Q0 CACM-2754 66  0.1585649697931213 TF-IDF 
44 Q0 CACM-2310 67  0.15759076225369514 TF-IDF 
44 Q0 CACM-2025 68  0.15711292588402037 TF-IDF 
44 Q0 CACM-2502 69  0.1546602533181199 TF-IDF 
44 Q0 CACM-2871 70  0.15400676216587422 TF-IDF 
44 Q0 CACM-1637 71  0.1531165997791546 TF-IDF 
44 Q0 CACM-1014 72  0.1529265329306212 TF-IDF 
44 Q0 CACM-1529 73  0.15019932458279353 TF-IDF 
44 Q0 CACM-1709 74  0.14965320075747107 TF-IDF 
44 Q0 CACM-0464 75  0.14877383473462572 TF-IDF 
44 Q0 CACM-1916 76  0.14824491048043204 TF-IDF 
44 Q0 CACM-1325 77  0.1464192394223926 TF-IDF 
44 Q0 CACM-1771 78  0.14582284342062388 TF-IDF 
44 Q0 CACM-2437 79  0.14511231325426382 TF-IDF 
44 Q0 CACM-3069 80  0.14323916329109537 TF-IDF 
44 Q0 CACM-1632 81  0.14140872553831196 TF-IDF 
44 Q0 CACM-2798 82  0.14093234201095065 TF-IDF 
44 Q0 CACM-2446 83  0.14080269607487875 TF-IDF 
44 Q0 CACM-2824 84  0.14057472315938663 TF-IDF 
