58 Q0 CACM-2098 1  1.0437008068556832 TF-IDF 
58 Q0 CACM-1779 2  1.0374892691301265 TF-IDF 
58 Q0 CACM-1944 3  0.9258451683606037 TF-IDF 
58 Q0 CACM-1986 4  0.7765613596001697 TF-IDF 
58 Q0 CACM-2418 5  0.7515109931614545 TF-IDF 
58 Q0 CACM-1987 6  0.7280262746251591 TF-IDF 
58 Q0 CACM-1344 7  0.7105788853888835 TF-IDF 
58 Q0 CACM-1816 8  0.6915210982100425 TF-IDF 
58 Q0 CACM-2351 9  0.5957898297133705 TF-IDF 
58 Q0 CACM-2634 10  0.5957398063340653 TF-IDF 
58 Q0 CACM-2212 11  0.5906415940713013 TF-IDF 
58 Q0 CACM-2395 12  0.5561185505214415 TF-IDF 
58 Q0 CACM-2101 13  0.5544140069566448 TF-IDF 
58 Q0 CACM-1578 14  0.5175949564560693 TF-IDF 
58 Q0 CACM-1631 15  0.4993397018021229 TF-IDF 
58 Q0 CACM-0069 16  0.48189503713150816 TF-IDF 
58 Q0 CACM-1709 17  0.47748642125052965 TF-IDF 
58 Q0 CACM-2318 18  0.45870034405467397 TF-IDF 
58 Q0 CACM-1848 19  0.44918573944746326 TF-IDF 
58 Q0 CACM-1778 20  0.4480161690000979 TF-IDF 
58 Q0 CACM-1876 21  0.437415056640559 TF-IDF 
58 Q0 CACM-2025 22  0.43459906922117547 TF-IDF 
58 Q0 CACM-1396 23  0.4305423533025719 TF-IDF 
58 Q0 CACM-1644 24  0.4279714578172219 TF-IDF 
58 Q0 CACM-0382 25  0.4267646045642474 TF-IDF 
58 Q0 CACM-1474 26  0.4239674623854558 TF-IDF 
58 Q0 CACM-2238 27  0.42310542636164994 TF-IDF 
58 Q0 CACM-0050 28  0.4219670916006882 TF-IDF 
58 Q0 CACM-0840 29  0.40195015504356746 TF-IDF 
58 Q0 CACM-1802 30  0.3995322326477943 TF-IDF 
58 Q0 CACM-1252 31  0.39512996510413945 TF-IDF 
58 Q0 CACM-3138 32  0.3927217169718337 TF-IDF 
58 Q0 CACM-2779 33  0.3925615705439677 TF-IDF 
58 Q0 CACM-0266 34  0.38500337090384934 TF-IDF 
58 Q0 CACM-0062 35  0.38280967147006423 TF-IDF 
58 Q0 CACM-0801 36  0.38280967147006423 TF-IDF 
58 Q0 CACM-0839 37  0.38280967147006423 TF-IDF 
58 Q0 CACM-2670 38  0.3776857580620584 TF-IDF 
58 Q0 CACM-2225 39  0.37731206207535894 TF-IDF 
58 Q0 CACM-1920 40  0.3730600540896896 TF-IDF 
58 Q0 CACM-0126 41  0.3654092318577886 TF-IDF 
58 Q0 CACM-0246 42  0.3654092318577886 TF-IDF 
58 Q0 CACM-0765 43  0.3654092318577886 TF-IDF 
58 Q0 CACM-2488 44  0.36464119306250525 TF-IDF 
58 Q0 CACM-0371 45  0.3582851948179091 TF-IDF 
58 Q0 CACM-0122 46  0.35291975666186187 TF-IDF 
58 Q0 CACM-2825 47  0.3518235148182688 TF-IDF 
58 Q0 CACM-0297 48  0.3495218739509282 TF-IDF 
58 Q0 CACM-1598 49  0.3495218739509282 TF-IDF 
58 Q0 CACM-1366 50  0.3481713288635651 TF-IDF 
58 Q0 CACM-3166 51  0.3424017537189737 TF-IDF 
58 Q0 CACM-2585 52  0.34156905697273937 TF-IDF 
58 Q0 CACM-1640 53  0.34078187680193783 TF-IDF 
58 Q0 CACM-1637 54  0.33998734636611494 TF-IDF 
58 Q0 CACM-2325 55  0.33610706872711826 TF-IDF 
58 Q0 CACM-1941 56  0.3320552922116946 TF-IDF 
58 Q0 CACM-1732 57  0.33192802577219244 TF-IDF 
58 Q0 CACM-1823 58  0.33192802577219244 TF-IDF 
58 Q0 CACM-1511 59  0.330120733433902 TF-IDF 
58 Q0 CACM-2994 60  0.3288194600779689 TF-IDF 
58 Q0 CACM-2592 61  0.3253099394666109 TF-IDF 
58 Q0 CACM-1264 62  0.32378843846473593 TF-IDF 
58 Q0 CACM-1629 63  0.3221618393975708 TF-IDF 
58 Q0 CACM-1698 64  0.3221491373153372 TF-IDF 
58 Q0 CACM-2771 65  0.32079714389363134 TF-IDF 
58 Q0 CACM-1519 66  0.31576114925433374 TF-IDF 
