47 Q0 CACM-2318 1  0.7560899643735675 TF-IDF 
47 Q0 CACM-2848 2  0.6885829712464245 TF-IDF 
47 Q0 CACM-2288 3  0.6853873394831399 TF-IDF 
47 Q0 CACM-2278 4  0.6735685018704333 TF-IDF 
47 Q0 CACM-3012 5  0.6375042770573068 TF-IDF 
47 Q0 CACM-3134 6  0.5838135049025612 TF-IDF 
47 Q0 CACM-1699 7  0.580952150867151 TF-IDF 
47 Q0 CACM-2984 8  0.5796869010615235 TF-IDF 
47 Q0 CACM-2990 9  0.5432222421962909 TF-IDF 
47 Q0 CACM-2726 10  0.5213758216335631 TF-IDF 
47 Q0 CACM-0891 11  0.5199003841369211 TF-IDF 
47 Q0 CACM-2070 12  0.5126295425185295 TF-IDF 
47 Q0 CACM-2882 13  0.5022882696847558 TF-IDF 
47 Q0 CACM-0239 14  0.4975922294067026 TF-IDF 
47 Q0 CACM-0798 15  0.49338505160830426 TF-IDF 
47 Q0 CACM-0651 16  0.49316193506685735 TF-IDF 
47 Q0 CACM-1457 17  0.49289876413543243 TF-IDF 
47 Q0 CACM-0275 18  0.48381401497743365 TF-IDF 
47 Q0 CACM-1830 19  0.4827090076793337 TF-IDF 
47 Q0 CACM-1236 20  0.4774314058293018 TF-IDF 
47 Q0 CACM-2598 21  0.4696585832473786 TF-IDF 
47 Q0 CACM-1994 22  0.4690179372641284 TF-IDF 
47 Q0 CACM-2235 23  0.4690179372641284 TF-IDF 
47 Q0 CACM-1681 24  0.46783840218138745 TF-IDF 
47 Q0 CACM-1937 25  0.4639408021492443 TF-IDF 
47 Q0 CACM-2492 26  0.46317648343039663 TF-IDF 
47 Q0 CACM-1935 27  0.4618174182887738 TF-IDF 
47 Q0 CACM-1173 28  0.46001820290720113 TF-IDF 
47 Q0 CACM-2140 29  0.45778634895850634 TF-IDF 
47 Q0 CACM-1927 30  0.4518629540298796 TF-IDF 
47 Q0 CACM-1032 31  0.4480169897132053 TF-IDF 
47 Q0 CACM-2832 32  0.444466693800219 TF-IDF 
47 Q0 CACM-1327 33  0.4442701027493994 TF-IDF 
47 Q0 CACM-2552 34  0.44013118495583203 TF-IDF 
47 Q0 CACM-1524 35  0.43700112956602477 TF-IDF 
47 Q0 CACM-1172 36  0.43581168096215134 TF-IDF 
47 Q0 CACM-1514 37  0.432853086877802 TF-IDF 
47 Q0 CACM-2451 38  0.4219347594511948 TF-IDF 
47 Q0 CACM-1715 39  0.4172442549664392 TF-IDF 
47 Q0 CACM-1814 40  0.4172442549664392 TF-IDF 
47 Q0 CACM-1267 41  0.41262806150958564 TF-IDF 
47 Q0 CACM-1194 42  0.41101752652936313 TF-IDF 
47 Q0 CACM-2746 43  0.40475400813767076 TF-IDF 
47 Q0 CACM-2516 44  0.40451341475797786 TF-IDF 
47 Q0 CACM-2053 45  0.40349806788671033 TF-IDF 
47 Q0 CACM-2453 46  0.39975562535630976 TF-IDF 
47 Q0 CACM-1961 47  0.3994228438394198 TF-IDF 
47 Q0 CACM-3070 48  0.39610302517908247 TF-IDF 
47 Q0 CACM-1627 49  0.38868319332490575 TF-IDF 
47 Q0 CACM-2455 50  0.3854352911523672 TF-IDF 
47 Q0 CACM-1233 51  0.38425273037304847 TF-IDF 
47 Q0 CACM-1938 52  0.38362948113459056 TF-IDF 
47 Q0 CACM-1307 53  0.3831456356691938 TF-IDF 
